CVE ESTADO,CVE MUNICIPIO,emisiones NOx,,,,,,,,,,,,,,,,,,
,,Asados_al_carbon,Combustion_Agricola,Combustion_Comercial,Combustion_Domestica,Combustion_industrial,Incendios_en_construcciones,Incendios_Forestales,Ladrilleras,Quema_de_Residuos,Quemas_Agricolas,Rellenos_Sanitarios, cruces fronterizos ,Embarcaciones_marinas,Equipo_basico_eropouertos,Locomotoras_patio,Locomotoras_arrastre,Maquinara_agricola,Terminales_autobuses,
20,248,20248,0.02715524,0,0.386777699,16.7006583,0.104224529,7.64673E-05,0,0,0.106487568,0.296993949,0,0,0,0,0,0,0.415203507,0
20,249,20249,0.00831534,0,0.090190315,3.977425641,0.024392975,1.98157E-05,0,0,0.01699443,0.084276825,0,0,0,0,0,0,0.329852555,0
20,250,20250,0.00124525,0.015046378,0.013875433,1.229680003,0.008870173,3.53852E-06,0,0,0.007579894,0.445393864,0,0,0,0,0,0,0.261988921,0
20,251,20251,0.00295637,0.000538829,0.038157441,1.354009873,0.008870173,5.37854E-06,0,0,0.0028257,0.073153977,0,0,0,0,0,0,0.118438886,0
20,252,20252,0.0024319,0.001436876,0.052032874,2.919544606,0.013305259,9.10912E-06,3.767235642,0,0,0.218148346,0,0,0,0,0,0,0.342398503,0
20,253,20253,0.00079696,0,0.041626299,3.071350094,0.013305259,9.73092E-06,0,0,0.019988529,0.194930711,0,0,0,0,0,0,1.327913226,0
20,254,20254,0.00236158,0.011246821,0.059837805,3.691002274,0.013305259,7.05023E-06,0.472449765,0,0.012818787,0.389702818,0,0,0,0,0,0,0.527456054,0
20,255,20255,0.00520954,0,0.055501733,2.661212202,0.015522802,7.60781E-06,6.715596841,0,0,0.379443894,0,0,0,0,0,0,0.470232411,0
20,256,20256,0.00066804,0,0,0.289337648,0.006652629,2.15849E-06,0,0,0,0.046358052,0,0,0,0,0,0,0.110378676,0
20,257,20257,0.00225317,0,0.034688583,1.548955985,0.008870173,3.85698E-06,0,0,0.002858272,0.153455276,0,0,0,0,0,0,0.219313445,0
20,258,20258,0.00103722,0.002220627,0.065908307,1.04065248,0.008870173,2.47696E-06,0,0,0.022206283,0.186592729,0,0,0,0,0,0,0.268245852,0
20,259,20259,0.00576038,0.001036837,0.069377166,2.496198056,0.135270133,1.19956E-05,4.989201505,0,0.003702356,0.148773532,0,0,0,0,0,0,0.253562921,0
20,260,20260,0.00460303,0.088856088,0.025149223,2.842043412,0.008870173,1.35525E-05,0,0,0.002948461,0.179178719,0,0,0,0,0,0,0.229741662,0
20,261,20261,0.002051,0.001796095,0.037290227,8.192908694,0.124182417,4.23914E-05,0,0,0.051923011,0.160560914,0,0,0,0,0,0,0.247973396,0
20,262,20262,0.00071492,0,0.024282008,1.361549163,0.311818925,4.17545E-06,0,0,0.001563504,0.065707089,0,0,0,0,0,0,0.114870831,0
20,263,20263,0.00554356,0.013945862,0.104065749,3.341722098,0.102006985,1.13586E-05,0,0.190178604,0.007951978,0.823761944,0,0,0,0,0,0,0.825010011,0
20,264,20264,0.00071492,0,0.013875433,3.058519357,0.006652629,1.1394E-05,0,0,0,0.260741171,0,0,0,0,0,0,0.374132372,0
20,265,20265,0.00452099,0,0.090190315,7.853838085,0.011087716,5.04592E-05,237.5238083,0,0.07990761,1.44866467,0,0,0,0,0,0,2.98343293,0
20,266,20266,0.00230884,0,0.190787206,9.195179736,0.034801764,3.87468E-05,2.431644346,0,0.001069442,0.345593251,0,0,0,0,0,0,1.541958014,0
20,267,20267,0.00077645,0,0.017344291,0.277611082,0.006652629,2.83081E-07,0,0,0,0.046791509,0,0,0,0,0,0,0.057114547,0
20,268,20268,0.00261356,0.142740572,0.024282008,0.695934228,0.025931592,6.1924E-06,0,0,0.000293407,0.350728277,0,0,0,0,0,0,0.347936689,0
20,269,20269,0.00315854,0.034289087,0.069377166,5.265926771,0.013305259,1.80242E-05,0.943635459,0,0,1.066880949,0,0,0,0,0,0,0.997386849,0
20,270,20270,0.00125404,0,0.017344291,1.660046741,0.243431586,4.31699E-06,0,0,0,0.299412441,0,0,0,0,0,0,0.350548556,0
20,271,20271,0.00225317,0.020377515,0.028618081,2.644890894,0.004435086,8.24474E-06,0,0,0.012366286,0.577751558,0,0,0,0,0,0,0.513613798,0
20,272,20272,0.01919443,0,0.24282008,5.637009612,0.051003493,3.70129E-05,0,0,0.001387568,0.3527727,0,0,0,0,0,0,1.189105624,0
20,273,20273,0.00336657,0.024369744,0.045095158,3.885325837,0.008870173,3.32621E-06,1.560456841,0,0.036896754,0.710189525,0,0,0,0,0,0,0.665801606,0
20,274,20274,0.00139761,0,0.013875433,1.630294916,0.024392975,1.34464E-06,0,0,0,0.32870349,0,0,0,0,0,0,0.413278298,0
20,275,20275,0.01285977,0,0.042493514,11.05056705,0.011087716,4.93269E-05,0,0,0.01659567,1.026352961,0,0,0,0,0,0,2.188963158,0
20,276,20276,0.00139175,0,0.017344291,1.060097481,0.011087716,4.14006E-06,0,0,0,0.12528725,0,0,0,0,0,0,0.194863284,0
20,277,20277,0.00548496,0.286578395,0.275774234,13.51902141,0.048107023,3.88085E-05,29.06491736,0,0.018827304,3.157694587,0,0,0,0,0,0,3.473559172,0
20,278,20278,0.02111651,0,0.457889294,46.14719485,0.04878595,0.000235168,0,0,0.395851059,53.38800505,0,0,0,0,0,0,10.62683536,0
20,279,20279,0.00512164,0.014499385,0.045095158,3.187151633,0.057656122,6.58164E-06,0,0,0.001263846,0.23031556,0,0,0,0,0,0,0.229151265,0
20,280,20280,0.00485208,0,0.118808396,2.99579001,0.026610518,8.31551E-06,0,0,0.000903034,0.349098013,0,0,0,0,0,0,0.629703928,0
20,281,20281,0.00061823,0,0.006937717,0.265896016,0,2.72466E-06,0,0,0,0.209269244,0,0,0,0,0,0,0.160594556,0
20,282,20282,0.00178144,0,0.003468858,1.064188934,0,4.42315E-06,0,0,0.004313107,0.15010143,0,0,0,0,0,0,0.231346004,0
20,283,20283,0.00146793,0.002024689,0.02081315,1.173632941,0.110877158,8.13859E-06,0,0,0,0.092354598,0,0,0,0,0,0,0.186841578,0
20,284,20284,0.00945218,0,0.367698978,3.644108122,0.002217543,1.56756E-05,0,0,0.00704101,0.280704741,0,0,0,0,0,0,0.345575098,0
20,285,20285,0.00647237,0,0.062439449,3.45555619,0.053221036,2.02757E-05,11.21294753,0,0.005837598,0.411010125,0,0,0,0,0,0,1.336737103,0
20,286,20286,0.00483157,0.002383908,0.088455886,2.962876246,0.071821072,2.12665E-05,0,0,0.00345116,0.219404486,0,0,0,0,0,0,0.242383871,0
20,287,20287,0.00067683,0.02620666,0.010406575,0.494102373,0.004435086,3.53852E-06,0,0,0,0.056119345,0,0,0,0,0,0,0.110892065,0
20,288,20288,0.00163201,0,0.003468858,0.980189424,0.002217543,1.34464E-06,0,0,0,0.04683221,0,0,0,0,0,0,0.140700725,0
20,289,20289,0.00240846,0.009805046,0.02081315,1.54003356,0.006652629,8.03243E-06,0,0,0.029614312,0.407861188,0,0,0,0,0,0,0.405461947,0
20,290,20290,0.0025198,0.007657896,0.013875433,0.841248736,0.002217543,7.32473E-06,0,0,0.002207208,0.180664406,0,0,0,0,0,0,0.149255072,0
20,291,20291,0.00225317,0.037290199,0.048564016,5.01656872,0.008870173,1.80817E-05,2.511651187,0,0.002402257,1.168101777,0,0,0,0,0,0,91.86851009,0
20,292,20292,0.00089365,0.10818207,0.003468858,1.519373879,0,4.31699E-06,0,0,0,0.294602904,0,0,0,0,0,20.08094158,0.389822829,0
20,293,20293,0.04005017,0.075434359,0.357406379,2.416128255,0.685729059,0.000138623,0,0,0.005401357,0.256850943,0,0,0,0,0,9.056110908,0.326323004,0
20,294,20294,0.01865238,0.181074139,0.254961084,2.099167837,0.04878595,4.53528E-05,0.092898134,0.380357208,0.012175239,0.639119798,0,0,0,0,0,8.465494979,0.541144293,0
20,295,20295,0.02756837,0.94351812,0.542009107,4.025582667,0.22037724,6.8258E-05,0,0,0.007472194,5.104501733,0,0,0,0,0,0,1.293804932,0
20,296,20296,0.00108117,0,0.057236162,1.189202708,0.088003577,2.76004E-06,0,0,0.002132132,0.077018231,0,0,0,0,0,0,0.09690221,0
20,297,20297,0.00123646,0.004637191,0.02081315,2.544930185,0.006652629,5.20162E-06,0,0,0,0.496341045,0,0,0,0,0,0,0.765912498,0
20,298,20298,0.02633777,0.045126072,0.781360329,5.680516081,1.881497832,5.88101E-05,0.011748041,0,0.045440951,0.818047675,0,0,0,0,0,0,0.980477092,0
20,299,20299,0.00324644,0.002720268,0.034688583,1.202687758,0.388070053,7.64319E-06,0,0,0,0.094353742,0,0,0,0,0,0,0.104763482,0
20,300,20300,0.01534148,0.001159298,0.069377166,6.875710486,0.153010478,3.35097E-05,0,0,0.019981014,0.603842272,0,0,0,0,0,0,0.657728561,0
20,301,20301,0.00434226,0.357422915,0.052032874,1.527444456,0.053221036,9.09399E-06,0,0,0.000382942,0.372204555,0,0,0,0,0,0,0.470052725,0
20,302,20302,0.00810731,0,0.131816615,4.965670999,0.011087716,2.32834E-05,0,0,0.004911336,0.921671952,0,0,0,0,0,0,1.201651573,0
20,303,20303,0.0032523,0.001539743,0.055501733,1.166476543,0.057656122,5.09546E-06,0,0,0.000225347,0.042727671,0,0,0,0,0,0,0.061221661,0
20,304,20304,0.00055963,0.003077854,0.006937717,1.158169049,0,3.39698E-06,0,0,0,0.150792815,0,0,0,0,0,0,0.192655711,0
20,305,20305,0.01281582,0,0.397184274,1.796440785,0.161880651,4.31324E-05,0,0,0.003147376,1.409919367,0,0,0,0,0,20.67155751,1.07234167,0
20,306,20306,0.00206858,0,0.034688583,4.32345169,0,1.2491E-05,9.461557282,0,0,0.151781722,0,0,0,0,0,0,0.256938455,0
20,307,20307,0.00700856,0,0.122277255,11.75487766,0.030366678,8.02535E-05,0,0,0.022570379,2.093092337,0,0,0,0,0,0,1.654877967,0
20,308,20308,0.00939651,0,0.262919635,2.658540188,0.019957888,2.30297E-05,0,0,0.00309932,1.0835154,0,0,0,0,0,0,0.630506099,0
20,309,20309,0.01160866,0,0.219405287,14.57129958,0.059194739,4.83617E-05,0,0,0.120202456,1.062867659,0,0,0,0,0,0,2.986320744,0
20,310,20310,0.01059195,0.098470095,0.22200693,4.211622202,0.026610518,4.6306E-05,0,0,0,0.52543551,0,0,0,0,0,0,0.530716075,0
20,311,20311,0.00161736,0,0,0.798735406,0.21731923,2.44158E-06,0,0,0.003193043,0.087298256,0,0,0,0,0,24.0183811,0.145353314,0
20,312,20312,0.01499281,0,0.083252599,12.92396265,0.059873665,6.92636E-05,0,0,0.049498153,0.979361509,0,0,0,0,0,0,1.243685313,0
20,313,20313,0.00220336,0,0.011273789,1.406969358,0.620912085,5.02469E-06,0,0,0,0.104031594,0,0,0,0,0,0,0.181932294,0
20,314,20314,0.00404926,0,0.291384096,1.215695603,0.026610518,1.17479E-05,0,0,0.001694418,0.230124166,0,0,0,0,0,0,0.29776573,0
20,315,20315,0.00499272,0.21602125,0.02081315,2.269548768,0.028149135,1.0474E-05,0,0,0.000880783,0.29737899,0,0,0,0,0,0,0.3241411,0
20,316,20316,0.00212718,0,0.02081315,1.024349043,0.006652629,2.12311E-06,0,0,0.000920009,0.22674158,0,0,0,0,0,0,0.292631838,0
20,317,20317,0.00075594,0.003265627,0.017344291,1.919871818,0,6.61703E-06,0,0,0,0.211648242,0,0,0,0,0,0,0.341147117,0
20,318,20318,0.12219272,0.001631181,4.532063352,21.24311484,1.254778615,0.000399706,0,0.190178604,0.042765371,2.50635677,0,0,0,30.953,0,0,4.355754321,0
20,319,20319,0.00322007,0,0.034688583,1.51768758,0,5.02469E-06,0,0,0,0.211724588,0,0,0,0,0,0,0,0
20,320,20320,0.00118958,0.00096336,0.010406575,1.093472283,0.015522802,2.22927E-06,0,0,0,0.140244267,0,0,0,0,0,0,0.241677961,0
20,321,20321,0.00108117,0,0,1.013439568,0.006652629,4.5293E-06,0,0,0.005622275,0.03716431,0,0,0,0,0,0,0.08406748,0
20,322,20322,0.00249636,0,0,1.164142795,0.028149135,2.54773E-06,0,0,0,0.165951877,0,0,0,0,0,0,0.325360399,0
20,323,20323,0.00368887,0,0.022547579,2.53801899,0.028149135,8.1032E-06,0,0,0.003306031,0.402111108,0,0,0,0,0,0,0.673021141,0
20,324,20324,0.05304472,0,3.045657576,34.91526101,0.522803577,0.000331529,0,2.472321852,0.112243765,0.464421023,0,0,0,0,0,0,1.984730521,0
20,325,20325,0.01839747,0.120099978,0.166505198,12.4577296,0.139705219,3.45005E-05,0,0.190178604,0.003683242,1.419511592,0,0,0,0,0,0,1.302083333,0
20,326,20326,0.00567834,0.006307559,0.017344291,6.008619956,0.013305259,2.30357E-05,0,0,0.005236175,1.170312274,0,0,0,0,0,0,1.765577511,0
20,327,20327,0.02385313,0,0.564556686,13.35742774,0.194626413,0.000138805,0.699451483,0.190178604,0.019724429,3.33458148,0,0,0,0,0,73.43324714,17.97696422,0
20,328,20328,0.0033695,0,0.010406575,1.605160968,0.571627974,3.29082E-06,0,0,0,0.243747356,0,0,0,0,0,0,0.308193948,0
20,329,20329,0.00129799,0,0.031219725,1.804097529,0.017740345,1.9108E-06,0,0,0,0.290240839,0,0,0,0,0,0,0.345190057,0
20,330,20330,0.00311166,0,0.027750866,5.838370709,0.011087716,1.84711E-05,0,0,0,0.676514047,0,0,0,0,0,0,0.916720572,0
20,331,20331,0.00245827,0,0.225475789,1.43957372,0.031045604,6.72318E-06,0,0,0,0.135977897,0,0,0,0,0,0,0.148080694,0
20,332,20332,0.00047173,0.001371563,0.010406575,0.451535877,0,2.15849E-06,0,0,0,0.125918504,0,0,0,0,0,0,0.216971106,0
20,333,20333,0.0048638,0,0.111003465,1.779898718,0.011087716,2.10188E-05,0,0,0.006905146,0.739924825,0,0,0,0,0,0,0.587317233,0
20,334,20334,0.06722299,0,2.390910574,39.68770735,0.670201881,0.00035241,3.819828399,1.521428832,0.101384734,8.842104879,0,0,0,0,0,0,18.27229135,0
20,335,20335,0.00162615,0,0,1.414277333,0.006652629,2.54773E-06,0,0,0,0.199049289,0,0,0,0,0,0,0.342847718,0
20,336,20336,0.00186055,0,0.027750866,1.991656549,0.011087716,9.34168E-06,0,0,0.0127462,0.174285328,0,0,0,0,0,0,0.312686103,0
20,337,20337,0.00600357,0.011024758,0.285313594,5.460402822,0.138328143,1.47202E-05,0.446618736,0,0.195777841,0.423066329,0,0,0,0,0,0,0.630441925,0
20,338,20338,0.02561406,0.101054839,0.769245339,2.225591132,0.363321234,8.08339E-05,0,0,0.024706551,0.369343035,0,0,0,0,0,5.906159288,0.162936894,0
20,339,20339,0.00540292,0.011070477,0.243687295,2.860887351,0.727326568,3.34744E-05,0.206576874,0,0.006909756,0.336287024,0,0,0,0,0,0,0.691978037,0
20,340,20340,0.00126576,0.003641175,0.017344291,2.038389675,0.057656122,1.40125E-05,0,0,0.014308183,0.117971802,0,0,0,0,0,0,0.24148544,0
20,341,20341,0.00064753,0.006114887,0.003468858,0.241764097,0.004435086,2.08772E-06,0,0,0,0.029594487,0,0,0,0,0,0,0.067510678,0
20,342,20342,0.00942581,0.003028869,0.058970591,1.609627447,0.002217543,3.26605E-05,0,0,0.001174247,0.16061353,0,0,0,0,0,0,0.167056842,0
20,343,20343,0.0045708,0.017552747,0.042493514,0.760425853,0.024392975,1.19248E-05,0,0,0.000828929,0.209112238,0,0,0,0,0,0,0.284000482,0
20,344,20344,0.00391155,0.0260793,0.097128032,3.513251724,0.022175432,1.46848E-05,0,0,0.000831552,0.723420999,0,0,0,0,0,0,1.184696895,0
20,345,20345,0.00410493,0,0.072846024,4.118033569,0.047428097,2.63266E-05,0,0,0.047673176,0.474042002,0,0,0,0,0,0,0.993728951,0
20,346,20346,0.00407563,0.004049378,0.034688583,1.916201566,0.394043756,1.30571E-05,0,0,0.0006759,0.140386776,0,0,0,0,0,0,0.282428228,0
20,347,20347,0.00300325,0.043677766,0.049431231,4.296564945,0.31129651,8.70475E-06,0,0,0.156918091,0.576721753,0,0,0,0,0,0,0.565453271,0
20,348,20348,0.00721659,0.012637978,0.12141004,7.977809628,0.031045604,5.05255E-05,0,0,0.067938704,0.846225712,0,0,0,0,0,0,0.933726589,0
20,349,20349,0.00522712,0.009689116,0.218538072,1.845818669,0.006652629,1.1854E-05,0,0,0.004643169,0.374256271,0,0,0,0,0,0,0.355393667,0
20,350,20350,0.05663397,0.006204692,1.108165181,1.582284907,0.158964958,0.000171689,0,2.091964644,0.003949928,0.030746415,0,0,0,0,0,0,0.04264339,0
20,351,20351,0.00397308,0.035934964,0.034688583,2.906999001,0.004435086,2.11249E-05,0,0,0.004950809,0.38365378,0,0,0,0,0,0,0.373484218,0
20,352,20352,0.0044536,0,0.013875433,2.239624463,0.335191323,1.32341E-05,0,0,0,0.051687081,0,0,0,0,0,0,0.101394365,0
20,353,20353,0.00625848,0.071956466,0.013875433,2.190465554,0.026610518,1.11463E-05,0,0,0,0.583315363,0,0,0,0,0,0,0.540701495,0
20,354,20354,0.00116614,0,0.003468858,0.739061513,0.004435086,2.15849E-06,0,0,0,0.118664676,0,0,0,0,0,0,0.188830961,0
20,355,20355,0.00151188,0,0.013875433,1.129771257,0,3.39698E-06,0,0,0,0.13421362,0,0,0,0,0,0,0.168295394,0
20,356,20356,0.00625555,0.007842404,0.181247845,2.22717168,0.26696487,1.6196E-05,0,0,0.000287976,0.279374452,0,0,0,0,0,0,0.287530033,0
20,357,20357,0.00246999,0,0.048564016,1.164763332,0.04213332,3.85698E-06,0,0,0.000670193,0.202375151,0,0,0,0,0,0,0.428359105,0
20,358,20358,0.00332262,0.039295294,0.048564016,2.340047789,0.709586223,1.44371E-05,0,0,0.002796745,0.772175883,0,0,0,0,0,0,0.906940508,0
20,359,20359,0.00272197,0,0.006937717,1.253364331,0,5.34316E-06,0,0,0.001840017,0.045754475,0,0,0,0,0,0,0.050536748,0
20,360,20360,0.00824209,0.064985985,0.159567481,4.344809359,0.017740345,2.48404E-05,0,0,0.008217171,0.977816105,0,0,0,0,0,0,1.245353827,0
20,361,20361,0.00274834,0,0.013875433,1.375088562,0,2.01695E-06,0,0,0.01464773,0.126483512,0,0,0,0,0,0,0.188028791,0
20,362,20362,0.00431003,0.024588541,0.069377166,1.387769724,0.019957888,1.00848E-05,0,0,0.000154555,0.260142807,0,0,0,0,0,0,0.287055148,0
20,363,20363,0.00234107,0,0.200326566,2.622705027,0.354811936,9.16476E-06,0,0,0.01582179,0.377790636,0,0,0,0,0,0,0.356003316,0
20,364,20364,0.02006464,0,1.13431666,12.08710753,0.225510476,8.41866E-05,7.925242407,0.95089302,0.07640566,1.330783155,0,0,0,0,0,0,4.205344123,0
20,365,20365,0.00065046,0,0.052900089,1.853156432,0.004435086,3.99852E-06,0,0,0,0.269881004,0,0,0,0,0,0,0.336269919,0
20,366,20366,0.00905663,0,0.10059689,4.568665735,0.039915777,1.85772E-05,0,0.190178604,0.007183368,0.06538643,0,0,0,0,0,0,0.183125924,0
20,367,20367,0.01353953,0,0.104065749,4.901333824,0.056977196,1.79049E-05,0,0,0.008639041,0.676849339,0,0,0,0,0,0,0.980252484,0
20,368,20368,0.00555821,0.38660946,0.055501733,1.796598872,0.159824648,8.06782E-06,0,0,0.019650618,0.255635943,0,0,0,0,0,0,0.335146881,0
20,369,20369,0.00568713,0.009225397,0.025149223,1.272999174,0.011087716,1.58526E-05,0,0,0.00089958,0.486654573,0,0,0,0,0,0,0.556866837,0
20,370,20370,0.00081161,0.007510943,0.027750866,0.834406734,0.008870173,2.65389E-06,0,0,0,0.142020385,0,0,0,0,0,0,0.220783021,0
20,371,20371,0.0018459,0.000669454,0.038157441,1.611683425,0.008870173,5.59086E-06,0,0,0.002353099,0.106883707,0,0,0,0,0,0,0.168391654,0
20,372,20372,0.00113391,0.002939065,0.027750866,2.396370328,0.004435086,5.76778E-06,0,0,0,0.335414133,0,0,0,0,0,0,0.588568619,0
20,373,20373,0.00070613,0,0.013875433,0.553597371,0.068743838,2.26465E-06,0,0,0,0.03463531,0,0,0,0,0,0,0.070911882,0
20,374,20374,0.00359218,0,0.024282008,1.973157348,0.002217543,3.96314E-06,0,0,0,0.120312747,0,0,0,0,0,0,0.269850193,0
20,375,20375,0.03877269,0,0.450866093,1.473249109,0.161182501,9.97154E-05,0,0.380357208,0.00680204,0.009486124,0,0,0,0,0,0,0.012545948,0
20,376,20376,0.00108996,0,0.006937717,0.330396758,0.002217543,2.44158E-06,0,0,0.000443203,0.012709169,0,0,0,0,0,0,0.021177304,0
20,377,20377,0.00294465,0.003265627,0.056368947,15.51777347,0.182659783,1.87541E-05,92.64448134,0,0.036433052,0.56260312,0,0,0,0,0,0,1.609443023,0
20,378,20378,0.00391448,0.06686372,0.052032874,3.409611569,0.041454394,1.69849E-05,0,0,0.020741376,1.174235584,0,0,0,0,0,0,0.666892558,0
20,379,20379,0.00103722,0.058781293,0.031219725,3.712384821,0.004435086,7.07703E-06,0,0,0,0.260792147,0,0,0,0,0,0,0.417577932,0
20,380,20380,0.00599771,0.00864085,0.109269036,1.722802032,0.205552588,1.4331E-05,0,0,0.001388372,0.280115588,0,0,0,0,0,0,0.349168823,0
20,381,20381,0.00658957,0.019871343,0.038157441,1.920310576,0.019957888,1.98511E-05,0,0,0.004550305,0.348953658,0,0,0,0,0,0,0.258234763,0
20,382,20382,0.00167596,0.00070211,0.024282008,1.623021748,0.008870173,2.33542E-06,0,0,0,0.183249473,0,0,0,0,0,0,0.272802181,0
20,383,20383,0.0001758,0.003265627,0.017344291,0.824112237,0.002217543,1.80464E-06,0,0,0,0.236989612,0,0,0,0,0,0,0.308996119,0
20,384,20384,0.01225033,0.060998654,0.103198534,5.38619544,0.811620797,2.89097E-05,0,0,0.015546649,0.56170123,0,0,0,0,0,0,0.541741108,0
20,385,20385,0.24268897,0.24045794,3.63260449,15.48040913,2.319176774,0.000734732,1.767165437,0,0.07870173,1.056470997,0,0,0,0,0,15.55288612,0.280053803,0
20,386,20386,0.00184883,0.030303389,0.045962372,21.29608688,0.006652629,2.46635E-05,1.089652245,0,0,2.450192836,0,0,0,0,0,0,3.214458065,0
20,387,20387,0.00729277,0.263051183,0.072846024,2.209774247,0.015522802,2.05942E-05,1.043746273,0,0.006245851,1.410472266,0,0,0,0,0,0,1.542862863,0
20,388,20388,0.00184004,0.075364148,0.010406575,3.028926786,0,9.09399E-06,0,0,0,0.25461999,0,0,0,0,0,0,0.34920091,0
20,389,20389,0.00278936,0,0.045095158,1.114412551,0.002217543,5.09546E-06,0,0,0.000613339,0.251460167,0,0,0,0,0,0,0.309316987,0
20,390,20390,0.15199668,0,4.164605939,4.991143056,5.529725789,0.000444038,0,8.748215784,0.00855465,0.016049139,0,0,0,0,0,6.890519169,0.020696002,0
20,391,20391,0.0049224,0.012223243,0.010406575,4.068120307,0.013305259,9.23553E-06,0,0,0.029211754,0.296704809,0,0,0,0,0,0,0.295410557,0
20,392,20392,0.00119544,0.003755471,0.039024656,9.327342284,0.004435086,8.03681E-06,13.94883857,0,0,1.427937111,0,0,0,0,0,0,2.79225963,0
20,393,20393,0.01140356,0.158415583,0.097995247,4.063144646,0.008870173,2.40619E-05,0,0,0.000730951,0.457417596,0,0,0,0,0,0,0.594568856,0
20,394,20394,0.00323179,0,0.013875433,3.925642399,0.002217543,1.73033E-05,0,0,0.00342593,0.693985822,0,0,0,0,0,0,1.332841763,0
20,395,20395,0.00118665,0,0.013875433,2.490064857,0.062091209,9.83707E-06,0,0,0,0.373703213,0,0,0,0,0,0,0.444402517,0
20,396,20396,0.00515973,0,0.041626299,4.589769555,0.037698234,1.8011E-05,0,0,0.002128515,0.126154205,0,0,0,0,0,0,0.253582173,0
20,397,20397,0.05606262,0.019593764,2.055298535,23.74966741,1.087589792,0.00020573,0.780456436,0,0.453763311,1.296018839,0,0,0,0,0,0,1.518220182,0
20,398,20398,0.01137426,0.24941229,0.28271195,4.34031056,0.164938661,3.59159E-05,0,0,0.007158393,0.897616184,0,0,0,0,0,0,1.278018215,0
20,399,20399,0.08337608,0.603683874,1.201624895,8.161583423,1.381192768,0.000256185,0.490702228,0,0.032112978,0.368389062,0,0,0,0,0,0,0.350099341,0
20,400,20400,0.00469679,0.032492992,0.079783741,1.360319103,0.024392975,1.34817E-05,0,0,0.001449777,0.122399828,0,0,0,0,0,0,57.0111486,0
20,401,20401,0.03581046,0,1.691068415,15.58525844,0.264728103,0.000182499,0,0.190178604,0.197264388,3.227246738,0,0,0,0,0,0,5.14640576,0
20,402,20402,0.00318784,0,0.065908307,1.072795147,0.013305259,8.63398E-06,0,0,0.003113654,0.272515556,0,0,0,0,0,0,1.230850583,0
20,403,20403,0.00765316,0.003461565,0.224919532,1.019726419,1.03692795,2.17265E-05,0,0,0.00154571,0.117168219,0,0,0,0,0,0,0.142837707,0
20,404,20404,0.00127455,0,0.024282008,0.602889165,0.002217543,5.30777E-06,0,0,0.003256109,0.876178727,0,0,0,0,0,0,0.707033175,0
20,405,20405,0.00438035,0.000563321,0.111003465,1.917258356,0.945467041,1.86126E-05,0,0,0.001718775,0.071985211,0,0,0,0,0,0,0.137196844,0
20,406,20406,0.0049224,0,0.010406575,25.97148046,0.002217543,7.06909E-05,0,0,0.213815294,4.254761474,0,0,0,0,0,0,4.892919848,0
20,407,20407,0.0081454,0,0.173442914,0.533812539,0.019957888,0,1.398902966,0,0,0.780733243,0,0,0,0,0,0,7.489064807,0
20,408,20408,0.00016994,0.00096336,0.017344291,0.642607539,0,1.6631E-06,0,0,0,0.092562584,0,0,0,0,0,0,0.129245729,0
20,409,20409,0.02548221,0.014180987,0.894542977,1.407648132,5.017872004,7.8732E-05,0.373764918,0,0.000133185,0.346035559,0,0,0,0,0,0,0.371661687,0
20,410,20410,0.00155876,0,0.031219725,4.277411942,0.002217543,1.82587E-05,5.846865528,0,0.022532478,0.510408,0,0,0,0,0,0,0.917362309,0
20,411,20411,0.00222973,0.017655614,0.028618081,0.478019003,0.006652629,5.83855E-06,0,0,0,0.19596302,0,0,0,0,0,0,121.7072155,0
20,412,20412,0.00434226,0,0.058970591,4.093830023,0.116831638,1.49686E-05,0,0,0.001005859,0.61084024,0,0,0,0,0,0,1.218978458,0
20,413,20413,0.08834243,0,5.303884321,17.53702774,1.221819326,0.000352012,4.865747053,0,0.026933127,1.056078886,0,0,0,61.345,0,0,2.071095418,0
20,414,20414,0.01515396,0,0.194256064,9.788229253,0.359384309,8.52627E-05,0,0,0.016559414,2.274903273,0,0,0,0,0,0,4.641038277,0
20,415,20415,0.00581019,0,0.055501733,5.532797614,0.011087716,3.15138E-05,1.737766805,0,0.018946754,1.246354813,0,0,0,0,0,0,1.535803762,0
20,416,20416,0.00146793,0,0.003468858,0.879540542,0.230624489,4.87628E-06,0,0,0,0.06619377,0,0,0,0,0,9.843598813,0.110859978,0
20,417,20417,0.00392913,0,0.055501733,11.4591616,0.011087716,7.33181E-05,0,0,1.610712114,9.573935502,0,0,0,0,0,0,7.224348506,0
20,418,20418,0.02969848,0,0.55588454,9.10245914,0.08426664,0.000110168,0,0,0.023644588,1.8831185,0,0,0,0,0,0,1.586372597,0
20,419,20419,0.00153825,0,0.038157441,0.62515483,0.008870173,1.59233E-06,0,0,0,0.064220789,0,0,0,0,0,0,0.09224962,0
20,420,20420,0.00370645,0.046308229,0.013875433,2.343950893,0.008870173,3.89237E-06,0,0,0.037813826,0.211014084,0,0,0,0,0,0,0.27068445,0
20,421,20421,0.01147681,0,0.17664913,2.152444053,0.031045604,4.47569E-05,0,0,0.036611907,0.885317907,0,0,0,0,0,0,0.523015237,0
20,422,20422,0.00052447,0.043775735,0.003468858,0.839937381,0.011087716,5.37854E-06,0,0,0.002177075,0.131079482,0,0,0,0,0,0,0.23118557,0
