GRIDCODE,CVENTMUN,Fpv
46264,20071,0.086898372
46265,20071,0.026721239
46286,20307,0.017270249
46287,20307,0.080102933
46288,20307,0.007843064
47286,20334,0.042701389
47287,20334,4.73837E-05
47290,20334,0.030861796
47291,20334,0.017757332
47302,20318,0.059131288
47303,20318,0.014404679
47324,20071,0.081891244
47325,20071,0.010879957
47347,20307,0.017027029
47348,20307,0.06508793
47349,20307,0.069023379
47350,20307,0.015704173
48344,20334,0.03161405
48345,20334,0.038409369
48346,20334,0.03562319
48347,20334,0.035821753
48348,20334,0.010428129
48349,20334,0.003318764
48361,20318,0.037687666
48362,20318,0.018965101
48381,20012,0.205466577
48382,20012,0.243411388
48383,20012,0.116738224
48409,20307,0.058271726
48410,20307,0.044989149
48483,7097,0.002642473
48484,7097,0.002958346
49402,20334,0.050567397
49403,20334,0.011065207
49421,20153,0.350921917
49440,20012,0.016689707
49469,20307,0.072177893
49470,20453,0.036847958
49471,20453,0.04197929
49472,20453,0.156994029
49473,20453,0.156033781
49474,20453,0.153197947
49475,20453,0.196310952
49476,20453,0.094068062
49541,7097,0.015156418
49542,7097,0.017057616
50458,20334,0.022795116
50459,20334,0.023757073
50460,20334,0.040342799
50461,20334,0.002012122
50479,20153,0.245996195
50480,20153,0.069038704
50499,20254,0.036505656
50500,20254,0.006366279
50528,20307,0.017427738
50529,20453,0.00693887
50530,20453,0.007650658
50535,20453,0.010752609
50536,20515,0.045391198
50537,20515,0.043890961
50538,20515,0.004257387
50598,7097,0.010363441
50599,7097,0.01918718
50600,7097,0.0042938
51516,20334,0.014179987
51517,20334,0.012985281
51518,20334,0.01163323
51519,20334,0.01822172
51520,20334,0.011599046
51538,20153,0.282390632
51559,20254,0.02920115
51560,20279,0.000711721
51589,20307,0.027824872
51597,20515,0.042335431
51598,20515,0.014052078
51655,7097,0.005808368
51656,7097,0.005190336
51657,7097,0.008960994
52574,20334,0.023410656
52575,20334,0.014041399
52578,20334,0.022151551
52579,20334,0.00102895
52618,20279,0.078756831
52619,20279,0.53268747
52657,20515,0.048238978
52715,7097,0.018802308
52721,7097,0.007660909
53632,20467,0.082107062
53633,20334,0.036076612
53677,20254,0.084176397
53678,20254,0.072291292
53716,20515,0.045225533
53773,7097,0.007956136
53774,7097,0.000153357
53775,7097,0.014870079
53779,7097,0.043565998
53780,7097,0.006311363
54683,20482,0.040398998
54691,20467,0.150787505
54736,20254,0.319296673
54775,20515,0.029282814
54776,20515,0.01642
54777,20515,0.038540601
54778,20515,0.03190549
54831,7097,0.011755069
54832,7097,0.009418678
54834,7097,0.004935898
54836,7097,0.000656577
54837,7097,0.044446082
54838,7097,0.00200887
55741,20482,0.0297707
55742,20482,0.032024765
55749,20467,0.026489352
55750,20467,0.063858858
55794,20254,0.117589961
55795,20254,0.100130757
55837,20515,0.047506066
55838,20515,0.01611413
55889,7097,0.00848342
55890,7097,0.014420682
55891,7097,0.000629291
55893,7097,0.002574811
55894,7097,0.00437515
55895,7097,0.038465794
56799,20482,0.005228225
56800,20482,0.056190897
56807,20467,0.114216105
56808,20467,0.097812745
56825,20364,0.0163287
56826,20364,0.011350537
56827,20497,1
56829,20202,0.072483635
56852,20095,0.072583718
56853,20254,0.009838953
56897,20079,0.049056332
56898,20079,0.025252266
56950,7097,0.017838105
56951,7097,0.017905037
56952,7097,0.001924097
56953,7097,0.000130628
57858,20482,0.053857887
57865,20467,0.056385041
57866,20467,0.147240299
57885,20364,0.025093988
57886,20364,0.25217568
57887,20364,0.247190525
57888,20364,0.061127485
57912,20095,0.177998111
57957,20079,0.112109214
57958,20079,0.110820413
57959,20079,0.075253222
58010,7097,0.008304195
58011,7097,0.005700697
58898,12023,0.002474062
58909,20482,0.008177414
58916,20482,0.030732559
58917,20482,0.044247959
58922,20090,0.024960755
58923,20467,0.062885677
58924,20467,0.103445564
58948,20364,0.044251742
58949,20314,0.07555874
58969,20533,0.388379882
58970,20059,0.011270731
58971,20059,0.052358036
59018,20079,0.066366422
59019,20079,0.103195154
59068,7097,0.031610045
59069,7097,0.010533444
59957,12023,0.070692046
59968,20482,0.041593851
59969,20482,0.041694634
59975,20482,0.023043011
59976,20482,0.054943799
59977,20482,0.066626996
59978,20482,0.008885351
59979,20090,0.175283095
59980,20090,0.063787208
59981,20090,0.217715328
60008,20314,0.38199221
60009,20314,0.018096592
60027,20533,0.006887341
60028,20059,0.001736833
60077,20079,0.038721247
60078,20079,0.094969006
60079,20308,0.098412613
60118,7009,0.02428554
60126,7097,0.02550824
60127,7097,0.01925673
61016,12023,0.024121158
61017,12023,0.092561756
61018,12023,0.032303015
61027,20168,0.300393594
61028,20482,0.009991041
61029,20482,0.081787679
61030,20482,0.024993479
61033,20482,0.051943546
61034,20482,0.007019128
61037,20090,0.007006445
61038,20090,0.046527881
61067,20314,0.018578991
61068,20314,0.286346395
61086,20059,0.051593994
61087,20059,0.045139763
61135,20079,0.015430482
61136,20079,0.014601614
61138,20308,0.08424888
61177,7009,0.060601529
61184,7097,0.013969254
61185,7097,0.030632716
62077,12023,0.036081382
62078,12023,0.062142068
62079,12023,0.013627923
62085,20402,0.040776012
62086,20168,0.190704911
62089,20482,0.031641546
62090,20482,0.053242364
62091,20482,0.055027473
62092,20482,0.004497503
62127,20314,0.219427073
62145,20059,0.013920977
62194,20515,0.03966525
62235,20327,0.019597502
62236,7009,0.003349229
62237,7009,0.077110653
62238,7009,0.016315272
62239,7009,0.06440418
62240,7009,0.05939024
62241,7009,0.04020951
62242,7009,0.003309927
62243,7009,0.148457865
63138,12023,0.011393121
63139,12023,0.06851102
63143,20402,0.169358207
63144,20402,0.087615117
63150,20285,0.13780455
63151,20482,0.0038531
63152,20285,0.037085515
63187,20277,0.052762346
63202,20059,0.034422078
63203,20059,0.020596225
63204,20059,0.018431633
63252,20515,0.004078057
63253,20515,0.029514374
63257,20043,0.016877704
63258,20043,0.000177566
63292,20327,0.042373122
63293,20327,0.07063018
63294,20327,0.027014283
63297,7009,0.056679495
63300,7009,0.020865866
63301,7009,0.00555461
64198,12023,0.050863525
64199,12023,0.028132631
64200,12023,0.05830452
64201,20402,0.238126591
64202,20402,0.062687405
64203,20402,0.056344007
64209,20285,0.164662862
64211,20285,0.091916188
64212,20312,0.707208956
64246,20277,0.064165651
64261,20059,0.063437736
64307,20515,0.019768788
64308,20515,0.041428917
64309,20515,0.03800827
64310,20515,0.038025016
64311,20515,0.033474985
64312,20515,0.010164289
64313,20515,0.005435924
64317,20124,0.176000216
64349,20025,0.298985287
64350,20327,0.077832878
64351,20327,0.028296313
64360,7009,0.067039394
65256,12023,0.0172926
65257,12023,0.000365919
65258,12023,0.034839057
65268,20285,0.181261411
65271,20312,0.00672681
65305,20277,0.06313963
65306,20277,0.095083157
65318,20059,0.034417848
65319,20059,0.131347705
65320,20059,0.007217827
65351,20410,0.062627555
65352,20052,0.005985741
65365,20515,0.038454968
65366,20515,0.008800789
65367,20515,0.003113178
65370,20421,1
65371,20515,0.030505913
65372,20124,0.087166449
65373,20124,0.176728334
65376,20043,0.002049998
65378,20441,0.113269355
65408,20025,0.262418826
65419,7009,0.065572388
66314,12023,0.044760051
66315,12023,0.025760223
66326,20345,0.074276421
66327,20285,0.089786735
66365,20277,0.098905904
66366,20277,0.117738309
66367,20277,0.083045067
66376,20059,0.029922928
66377,20059,0.078498558
66408,20122,0.155239269
66409,20125,0.05486852
66410,20410,0.115336889
66411,20052,0.023992279
66412,20052,0.130396907
66413,20052,0.107544955
66414,20052,0.109777061
66415,20052,0.103012144
66416,20052,0.10796851
66417,20052,0.002756374
66418,20052,0.072361015
66423,20418,0.142057775
66424,20418,0.031930046
66432,20124,0.03455458
66433,20124,0.21210811
66434,20124,0.119272314
66435,20043,0.047658906
66436,20043,0.008711412
66437,20441,0.332584215
66456,20143,0.150094912
66457,20143,0.358820387
66467,20327,0.063959801
66478,7009,0.067753453
67373,12023,0.064217991
67385,20345,0.420895279
67425,20277,0.020300778
67426,20277,0.149983646
67435,20028,0.095310834
67466,20122,0.25167102
67467,20122,0.348904036
67477,20052,0.042386736
67478,20052,0.090391691
67479,20418,0.184622241
67480,20418,0.159037276
67481,20418,0.192276056
67482,20418,0.156710242
67493,20124,0.054019318
67494,20030,0.158127641
67495,20030,0.023209319
67496,20043,0.0241563
67516,20075,0.185079267
67525,20327,0.002635483
67526,20327,0.023453779
67527,20327,0.070302135
67528,20327,0.0163198
67537,7009,0.023306776
68417,12018,0.08646012
68418,12018,0.116871158
68419,12018,0.039128966
68432,12023,0.061881798
68443,20345,0.20393488
68444,20345,0.136133143
68485,20277,0.03607835
68494,20028,0.010929204
68524,20125,0.03395265
68525,20125,0.075565165
68540,20418,0.011215069
68552,20005,0.001435875
68553,20005,0.043694422
68554,20043,0.004577985
68555,20043,0.005561351
68556,20043,0.038538748
68557,20043,0.033972739
68562,20043,0.008712121
68575,20075,0.204693252
68576,20075,0.317735984
68584,20327,0.082761271
68587,20327,0.086216734
68596,7046,0.027413162
68597,7046,0.006967681
68598,7046,0.050692502
68599,7046,0.002945305
68606,7108,0.010535234
69472,12018,0.001808254
69473,12018,0.112500437
69474,12018,0.110755143
69475,12018,0.111195827
69476,12018,0.045610679
69478,12018,0.069630835
69479,12077,0.018444683
69480,12077,0.058898653
69481,12080,0.044108019
69491,12023,0.013363397
69502,20185,0.273637291
69544,20277,0.001144
69545,20277,0.009364771
69553,20028,0.036578456
69575,20125,0.035616037
69576,20125,0.300089318
69577,20125,0.073463153
69582,20204,0.142955418
69583,20204,0.135110639
69612,20005,0.062688474
69613,20030,0.00574997
69614,20043,0.001641702
69615,20043,0.044445847
69616,20043,0.004765935
69617,20043,0.038745916
69618,20043,0.038748403
69619,20043,0.03672167
69620,20557,0.175206091
69621,20043,0.028496199
69635,20075,0.201199558
69641,20327,0.016827329
69642,20327,0.06674511
69643,20327,0.014318474
69646,20327,0.052881427
69647,7017,0.020965762
69655,7046,0.018215894
69656,7046,0.054052562
69658,7046,0.046531128
69659,7046,0.047003133
69660,7046,0.052339218
69662,7046,0.005929099
69663,7046,0.050618327
69664,7108,0.005130856
69665,7108,0.017564411
70530,12018,0.046255675
70531,12018,0.034009311
70537,12077,0.158669306
70538,12077,0.020240552
70540,12080,0.102470969
70541,12080,0.133277075
70542,12080,0.132769392
70543,12080,0.134351733
70544,12080,0.100703
70549,12046,0.063935859
70550,12046,0.078761578
70561,20185,0.261882353
70604,20277,0.130655575
70605,20277,0.008777814
70606,20017,0.262509606
70612,20028,0.136983614
70635,20125,0.0141922
70636,20125,0.161002608
70637,20064,0.028948849
70640,20204,0.094033718
70641,20204,0.196562504
70667,20053,0.151772635
70668,20305,0.388097503
70669,20305,0.172065302
70670,20005,0.004439251
70671,20005,0.008368199
70672,20005,0.006418763
70674,20043,0.035556075
70675,20043,0.005773505
70679,20557,0.074618516
70680,20557,0.001703359
70694,20525,0.090947279
70699,20525,0.093186132
70700,20525,0.08006845
70706,7017,0.08075005
70715,7046,0.016591338
70716,7046,0.034010546
70719,7046,0.012616934
70720,7046,0.051182534
70721,7046,0.044401786
71588,12018,0.011047429
71589,12018,0.092201175
71596,12077,0.096023578
71597,12077,0.088661264
71603,12080,0.011917436
71604,12013,0.069255921
71605,12013,0.131978712
71606,12013,0.133165947
71607,12013,0.134959511
71608,12013,0.0485476
71620,20185,0.014609568
71621,20185,0.222060921
71622,20300,0.087513095
71665,20017,0.308919865
71666,20017,0.193880179
71671,20028,0.0453392
71695,20064,0.004770068
71696,20064,0.072834557
71697,20064,0.082201534
71698,20064,0.01611
71699,20204,0.141965792
71726,20005,0.010235296
71727,20005,0.033458816
71730,20005,0.038821664
71731,20005,0.004500572
71734,20043,0.041266046
71739,20557,0.242199767
71751,20066,0.047830268
71752,20066,0.023146438
71753,20525,0.038624552
71754,20525,0.089707304
71755,20525,0.095234173
71756,20525,0.093269911
71757,20525,0.092191673
71758,20525,0.005531628
71765,7017,0.043284909
71766,7017,0.040192748
71767,7017,0.048346062
71768,7017,0.033203354
71774,7046,0.00748631
71775,7046,0.007872713
72625,12001,0.003514888
72626,12001,0.009772311
72627,12001,0.009833815
72646,12025,0.109149046
72647,12018,0.015521206
72656,12052,0.116934889
72657,12052,0.043509853
72662,12013,0.142196347
72667,12013,0.014880618
72668,12036,0.045923856
72681,20300,0.182316268
72682,20300,0.306032951
72683,20300,0.045410694
72725,20101,0.593072397
72726,20241,0.313986611
72729,20028,0.016784784
72730,20028,0.074887981
72755,20064,0.130398452
72786,20005,0.006286521
72787,20014,0.22987133
72788,20014,0.053379715
72789,20014,0.165716858
72793,20043,0.03818617
72794,20043,0.003405787
72798,20043,0.029348982
72808,20066,0.066658318
72809,20066,0.126056129
72810,20066,0.079356815
72812,20525,0.032780708
72827,7017,0.02055602
72828,7017,0.051904213
72829,7017,0.0166558
72833,7046,0.038018944
73683,12001,0.00911761
73684,12001,0.008377575
73686,12053,0.000771699
73687,12053,0.021314652
73704,12030,0.128390392
73705,12030,0.047646661
73706,12025,0.213849689
73716,12052,0.184578616
73721,12013,0.09978296
73722,12013,0.054158576
73727,12046,0.016284165
73728,12046,0.108166914
73729,12046,0.040801736
73730,12046,0.001484357
73742,20300,0.0247116
73743,20300,0.066655339
73785,20241,0.013435585
73789,20238,0.370477498
73813,20064,0.031560423
73814,20064,0.05595121
73843,20472,0.316810506
73844,20472,0.683189494
73845,20508,0.059232499
73846,20014,0.087552157
73852,20043,0.013001425
73853,20043,0.01492182
73854,20043,0.041664684
73855,20043,0.037827926
73856,20043,0.036491994
73857,20043,0.035113989
73858,20043,0.004489824
73859,20505,0.053282549
73860,20505,0.021528288
73861,20505,0.001872393
73862,20066,0.068917644
73863,20066,0.025980903
73864,20066,0.150311987
73865,20066,0.135267391
73866,20066,0.125212346
73867,20066,0.059000352
73888,7017,0.031442703
73889,7017,0.030978969
73892,7017,0.041178105
74739,12001,0.000708815
74740,12001,0.011134796
74741,12001,0.010160595
74742,12001,0.00141161
74746,12053,0.051642123
74747,12053,0.001443834
74756,12053,0.018667726
74757,12053,0.042225391
74758,12053,0.054044165
74759,12053,0.004048221
74761,12030,0.123992801
74762,12030,0.123903096
74763,12030,0.011786072
74765,12025,0.037736062
74766,12025,0.232415475
74767,12025,0.023824147
74775,12077,0.023848067
74776,12052,0.077354391
74781,12013,0.150387066
74786,12036,0.205069706
74787,12046,0.05773897
74788,12046,0.008806448
74789,12046,0.028266308
74790,12046,0.052516928
74791,12046,0.010127049
74802,20415,1
74844,20398,0.32645766
74848,20072,0.099054343
74863,20333,0.017237591
74864,20333,0.033424881
74871,20325,0.805153323
74872,20125,0.100744778
74904,20508,0.10394371
74911,20005,0.027792346
74912,20005,0.038510195
74915,20043,0.001272706
74916,20043,0.007349665
74917,20043,0.001351257
74918,20505,0.127289042
74919,20505,0.175209532
74920,20505,0.198499384
74948,7017,0.009376866
74949,7017,0.049862277
74950,7017,0.007851213
74951,7017,0.041271981
75798,12001,0.004836585
75799,12001,0.000878385
75803,12001,0.002393155
75804,12001,0.010070217
75805,12053,0.042435471
75806,12053,0.051157754
75807,12053,0.04368711
75808,12053,0.050430577
75809,12053,0.03958632
75810,12053,0.046254509
75811,12053,0.032351561
75814,12053,0.059355631
75815,12053,0.02435574
75818,12053,0.025447319
75819,12030,0.127426272
75820,12030,0.074368634
75821,12030,0.078458902
75822,12030,0.054111124
75826,12025,0.056285426
75835,12052,0.204724688
75845,12036,0.093573366
75849,12046,0.010224885
75850,12046,0.06986718
75851,12046,0.006910009
75861,20447,0.037112116
75862,20447,0.118925457
75902,20398,0.174284073
75903,20398,0.217213456
75907,20072,0.290536513
75908,20072,0.058975823
75921,20333,0.02571958
75922,20333,0.044397053
75923,20333,0.045390428
75924,20333,0.122672123
75925,20333,0.107196499
75927,20333,0.065710967
75928,20333,0.080921873
75929,20333,0.083193831
75930,20333,0.010572387
75970,20005,0.127873353
76009,7017,0.042054411
76010,7017,0.032088341
76856,12001,0.028300989
76857,12001,0.00594164
76861,12001,0.002986512
76862,12001,0.010666679
76868,12053,0.012408679
76870,12053,0.011471007
76871,12053,0.038916836
76872,12053,0.04692061
76873,12053,0.011572881
76877,12053,0.02316548
76878,12053,0.01538297
76880,12012,0.031874623
76881,12012,0.060084021
76894,12052,0.268057489
76921,20447,0.137573609
76961,20358,0.476656106
76966,20072,0.060123929
76967,20072,0.0943471
76980,20333,0.092311812
76984,20333,0.01056757
76985,20333,0.04341947
76986,20333,0.039037971
77029,20005,0.039288272
77030,20005,0.026097034
77069,7017,0.02496868
77070,7017,0.041640011
77915,12001,0.019316728
77916,12001,0.002412841
77917,12001,0.004040457
77918,12001,0.009688981
77919,12001,0.009644187
77920,12001,0.00420468
77939,12012,0.01257919
77940,12012,0.097414513
77953,12052,0.104840074
77980,20447,0.155236707
78020,20358,0.441939766
78021,20378,0.38480451
78025,20301,0.242693021
78026,20072,0.02010174
78027,20068,0.087011011
78039,20131,0.181962436
78088,20005,0.063803014
78089,20005,0.010345797
78129,7017,0.007018516
78130,7017,0.043897554
78970,12001,0.008827172
78971,12001,0.010090657
78974,12001,0.004552212
78975,12001,0.007808976
78976,12001,0.0193385
78999,12012,0.104030463
79039,20447,0.076295673
79080,20570,0.046019463
79081,20387,0.425970658
79086,20068,0.013142566
79097,20131,0.233970308
79098,20131,0.222805224
79146,20005,0.024390975
79147,20005,0.008557411
79189,7017,0.039316895
79190,7017,0.015970656
80028,12001,0.011226742
80029,12001,0.002941591
80030,12001,0.000209909
80031,12001,0.010807377
80032,12001,0.007719057
80033,12001,0.008335206
80035,12001,0.018882969
80058,12012,0.100351435
80059,12012,0.019213061
80098,20447,0.156171389
80140,20295,0.476689367
80141,20295,0.023097782
80144,20103,0.283819055
80145,20068,0.074636236
80156,20131,0.192683155
80204,20005,0.022312091
80205,20005,0.062806952
80249,7017,0.049047732
80252,7046,0.022292509
81085,12021,0.029405902
81086,12001,0.010952518
81087,12001,7.80546E-05
81091,12001,0.004377629
81092,12001,0.007354246
81093,12001,0.020339685
81094,12001,0.019065455
81117,12012,0.090861389
81118,12012,0.01150643
81157,20037,0.059161415
81200,20295,0.28493465
81204,20068,0.089438587
81215,20475,0.261515272
81263,20010,0.129878246
81308,7017,0.002848441
81309,7017,0.015219429
81310,7046,0.020082356
81311,7046,0.006534079
81312,7046,0.045536435
81313,7046,0.046564019
81314,7046,0.046338686
82140,12021,0.004470042
82141,12021,0.040534095
82142,12021,0.04040153
82143,12021,0.040914322
82144,12021,0.001807113
82145,12021,0.009981952
82146,12021,0.019926532
82151,12001,0.000297808
82152,12001,0.025342578
82153,12001,0.00386602
82176,12012,0.096565178
82216,20037,0.289078193
82217,20037,0.231316113
82230,20500,0.038359217
82231,20500,0.008724002
82259,20570,0.236264974
82260,20570,0.090598437
82262,20068,0.006029284
82263,20530,0.201410394
82273,20475,0.190000679
82274,20475,0.126132738
82318,20010,0.012935325
82319,20010,0.064025726
82321,20010,0.015022003
82322,20010,0.001839512
83199,12021,0.015955127
83200,12021,0.026491246
83201,12021,0.000310917
83202,12021,0.026071871
83203,12021,0.039232742
83204,12021,0.030915671
83205,12021,0.029447558
83206,12021,0.040956769
83207,12021,0.008413574
83208,12001,0.005196367
83210,12001,0.010903033
83212,12001,0.019923662
83213,12001,0.01410566
83235,12012,0.105301118
83276,20037,0.075381793
83277,20073,0.056062565
83289,20500,0.349992969
83319,20369,0.352737078
83321,20243,0.108404886
83332,20475,0.099297965
83376,20427,0.02006369
83377,20427,0.169824434
83378,20010,0.01472468
83379,20010,0.028559242
83380,20010,0.050353822
84255,12021,0.014590249
84256,12021,0.039232582
84257,12021,0.040196499
84258,12021,0.001450759
84259,12021,0.010276513
84260,12021,0.054094244
84261,12021,0.018381573
84267,12001,0.006736775
84268,12001,0.011607575
84269,12001,0.001061884
84270,12001,0.007146662
84271,12001,0.011600648
84272,12001,0.011902694
84273,12001,0.008094798
84274,12001,0.001479659
84282,12053,0.02144164
84283,12053,0.028270256
84284,12056,0.108827248
84285,12056,0.125595234
84286,12056,0.104905269
84287,12056,0.075838274
84288,12056,0.118543294
84289,12056,0.065883319
84292,12012,0.016367315
84293,12012,0.099288225
84294,12012,0.003450972
84336,20073,0.06824443
84348,20500,0.328804178
84378,20369,0.23834614
84379,20565,0.144368993
84380,20565,0.092295519
84390,20475,0.057939665
84391,20475,0.082847883
84439,20010,0.138332556
85312,12021,0.006950516
85313,12021,0.049710876
85314,12021,0.02915376
85317,12021,0.039302523
85318,12021,0.005544834
85319,12021,0.005671293
85328,12001,0.000528445
85329,12001,0.011144973
85332,12001,0.002184374
85333,12001,0.001024619
85334,12001,0.006358978
85340,12053,0.043052359
85341,12053,0.03109382
85348,12056,0.052728536
85349,12056,0.104557865
85350,12056,0.109243839
85351,12056,0.056001941
85395,20073,0.032045655
85396,20073,0.062887204
85406,20500,0.003810534
85407,20500,0.019238244
85437,20565,0.002604458
85438,20565,0.067640011
85439,20565,0.047683627
85448,20551,0.161382482
85449,20298,0.025868231
85450,20298,0.128902307
85451,20298,0.127004206
85452,20298,0.220947817
85453,20226,0.120111698
85454,20226,0.088273862
85455,20226,0.218307211
85498,20427,0.119463208
86370,12021,0.037849105
86371,12021,0.04113464
86378,12021,0.014887077
86387,12001,0.000887149
86388,12001,0.01445604
86389,12001,0.002939291
86393,12001,0.006443544
86394,12001,0.005468478
86398,12039,0.040642641
86399,12053,0.040816417
86454,20073,0.018086788
86455,20073,0.057132388
86466,20026,0.186495983
86495,20342,1
86496,20565,0.052217647
86497,20115,0.142794391
86500,20343,0.410051553
86501,20349,0.946958364
86503,20197,0.755980776
86505,20551,0.008339375
86506,20551,0.153614484
86507,20551,0.007789264
86512,20226,0.114568685
86513,20226,0.150695528
86514,20226,0.121719682
86515,20226,0.011506108
86557,20427,0.050966683
86558,20427,0.008937535
87428,12021,0.001216862
87429,12021,0.008114443
87448,12001,0.001751711
87449,12001,0.003792961
87452,12001,0.012040901
87453,12001,0.019106873
87457,12039,0.065881581
87513,20073,0.011168733
87514,20073,0.052866436
87525,20026,0.138727599
87526,20026,0.072467072
87554,20023,0.515417756
87556,20174,0.502466973
87559,20078,0.061251583
87562,20550,0.015005975
87563,20546,0.006005074
87564,20551,0.091596639
87565,20356,1
87566,20560,0.744109468
87574,20298,0.084131211
87575,20298,0.034665842
87576,20337,0.222558775
87577,20337,0.014125623
87617,20427,0.293896091
88486,12011,0.054632714
88487,12011,0.017642749
88508,12001,0.012292352
88509,12001,9.40674E-05
88512,12001,0.005197272
88513,12001,0.022122992
88515,12039,0.022720635
88516,12039,0.064548034
88573,20073,0.013412361
88574,20073,0.057260231
88585,20026,0.23983593
88613,20385,0.010842301
88614,20385,0.276447042
88615,20083,0.476020575
88618,20078,0.470799177
88619,20145,0.067507891
88620,20546,0.35876387
88621,20550,0.009892914
88625,20560,0.005971496
88635,20337,0.065873039
88636,20337,0.252820265
88673,20198,0.029602725
88674,20198,0.007283925
88675,20198,0.022406369
88676,20427,0.158819539
89540,12014,0.021031955
89541,12014,0.119541886
89543,12011,0.034163884
89544,12011,0.050900743
89545,12011,0.031923204
89568,12001,0.011476102
89569,12001,0.010157191
89570,12001,0.003274493
89572,12001,0.010360981
89573,12001,0.00010312
89574,12039,0.064690165
89575,12039,0.042678423
89633,20073,0.061146702
89644,20026,0.032418077
89645,20371,0.47465431
89672,20067,0.041204857
89673,20067,0.018996582
89674,20067,0.082157205
89675,20375,0.197161083
89676,20553,0.139174836
89677,20409,0.460412689
89678,20145,0.087305045
89695,20337,0.104184957
89696,20337,0.221413481
89732,20198,0.017498273
89733,20198,0.065793698
89734,20198,0.027624545
89735,20198,0.02331273
90594,12057,0.034608024
90595,12057,0.010896494
90596,12014,0.010967118
90597,12014,0.176812248
90598,12014,0.19134769
90599,12014,0.171263468
90600,12011,0.007158421
90601,12011,0.022669307
90602,12011,0.034071835
90629,12001,0.013165182
90630,12001,0.011117628
90631,12039,0.007919647
90632,12039,0.013000823
90633,12039,0.073303913
90691,20073,0.022179835
90692,20073,0.04930854
90703,20320,0.224604904
90704,20320,0.123648679
90731,20067,0.033818043
90732,20067,0.144104504
90733,20067,0.051048677
90734,20350,0.458086259
90735,20553,0.042227356
90736,20519,0.582831201
90792,20198,0.003495811
90793,20198,0.043273751
91653,12057,0.030677746
91654,12057,0.019816196
91660,12011,0.057836034
91690,12039,0.067245778
91691,12039,0.03106943
91692,12039,0.021349692
91750,20469,0.00876972
91751,20073,0.032311238
91763,20252,0.035863527
91790,20067,0.067478202
91791,20067,0.067636997
91794,20553,0.181006686
91795,20553,0.023897307
91852,20198,0.05077332
92705,12057,0.016715839
92706,12057,0.040966208
92707,12057,0.041312178
92708,12057,0.037915555
92709,12057,0.037936996
92710,12057,0.038060541
92711,12057,0.050817833
92712,12057,0.027347575
92719,12011,0.079703848
92750,12039,0.022790802
92751,12029,0.001834331
92752,12029,0.00135722
92808,20469,0.101973982
92809,20469,0.001269357
92811,20073,0.0907979
92813,20397,0.004195092
92822,20445,0.299735585
92847,20227,0.128557971
92848,20227,0.195939329
92849,20293,0.091104329
92854,20553,0.256939929
92910,20198,0.003645537
92911,20198,0.037988621
