GRIDCODE,CVE_ENTCVE_MUN,Fa
176334,16079,0.028240843
176335,16079,0.019988808
176336,16079,0.022141895
176337,16079,0.014017697
176338,16079,0.0170762
176339,16079,0.022627805
176340,16079,0.008591947
176341,16082,0.010883646
176342,16082,0.017496519
176343,16082,0.012220042
176344,16082,0.004302897
176345,16082,0.018431246
176346,16082,0.017013304
176347,16049,0.039279361
176348,16049,0.016960624
176349,16049,0.013560781
176350,16049,0.041455082
176351,16049,0.012823275
176352,16049,0.006185282
176368,16099,0.001589096
176369,16099,0.002904841
176373,16099,0.000232379
176376,16047,0.033064394
176377,16047,0.03616443
176378,16046,0.000071
176379,16112,0.003305916
176380,16046,0.0000319
176381,16112,0.019762996
176382,16112,0.021258573
176383,15032,0.009245743
176384,15032,0.024224639
176385,15032,0.002766034
176386,15032,0.00353923
176387,15111,0.026895486
176388,15032,0.000416205
176389,15032,0.003929897
176390,15032,0.001800069
176391,15032,0.0000125
176392,15111,0.034549797
176393,15111,0.031705702
176394,15111,0.003176117
176395,15114,0.029475122
176396,15114,0.020428489
176397,15005,0.016453509
176398,15005,0.021475064
176399,15005,0.016784978
176400,15005,0.011689999
176401,15005,0.01842626
176402,15005,0.02224192
176403,15005,0.019109025
176404,15005,0.006569004
176405,15106,0.036366986
176406,15106,0.015135541
176407,15106,0.009576471
176408,15106,0.028104214
176409,15106,0.030172497
176410,15051,0.013990697
176411,15051,0.053916474
176412,15051,0.061360287
176413,15051,0.035218422
176414,15051,0.017271606
176415,15037,0.030837008
176416,15037,0.090611673
176417,9004,0.01046577
176418,9004,0.232504964
176419,9004,0.200202696
176420,9004,0.065821068
176424,9003,0.53217027
176428,9007,0.110514143
176429,9007,0.363270217
176430,9007,0.464523779
176431,15122,0.008782991
176433,15039,0.014153109
176434,15039,0.085628504
176435,15039,0.070427403
176436,15039,0.051895604
176437,15039,0.030985201
176438,15039,0.016286902
176440,15039,0.008842461
176442,21180,0.008665156
176443,21180,0.045459279
176444,21180,0.046627535
176445,21134,0.079676548
176446,21134,0.167568211
176447,21134,0.138265537
176448,21132,0.045899085
176449,21132,0.068431752
176450,21132,0.006853414
176451,29015,0.077762215
176452,29015,0.071682069
176453,29015,0.024282892
176454,29024,0.159003109
176455,29024,0.029060894
176456,29010,0.000368631
176457,29002,0.056378797
176458,29010,0.071134202
176459,29010,0.047182323
176460,29010,0.014278171
176461,29009,0.019556449
176462,29010,0.022410989
176463,29013,0.005661131
176464,29013,0.033609887
176465,29013,0.033547799
176466,29013,0.022440967
176467,29013,0.018054733
176468,29013,0.033609887
176469,29013,0.033609887
176470,21128,0.023878821
176471,21128,0.014805455
176472,21128,0.002849973
176473,21128,0.019181622
176474,21128,0.00929519
176475,21128,0.001827473
176476,21128,0.000817305
176479,21108,0.014277113
176480,21108,0.015201004
176481,21137,0.03337519
176484,21067,0.012895216
176485,21067,0.041867075
176486,21067,0.054866645
176487,21067,0.039530773
176488,21067,0.005862005
176489,21093,0.085513485
176490,21058,0.027116158
176491,21058,0.114421715
176492,21058,0.080727977
176493,21058,0.007473187
176494,21116,0.034467488
176495,21116,0.07305855
176496,21116,0.035463701
176497,21116,0.077713058
176498,21116,0.044924533
176499,21050,0.019714905
176500,30024,0.018247524
176501,30024,0.03589411
176502,30024,0.026125602
176503,30024,0.009633273
176504,30024,0.003676344
176505,30162,0.125427621
176506,30024,0.000426182
176507,30024,0.020795341
176508,30024,0.034390477
176509,30024,0.016818148
176510,30024,0.026998053
176511,30024,0.012379388
176512,30024,0.002602914
176513,30134,0.025517059
176514,30134,0.019959826
176515,30126,0.003936284
176516,30126,0.01830138
176517,30126,0.016574998
176518,30126,0.023817623
176519,30126,0.024792937
176520,30126,0.023251211
176521,30126,0.024792937
176522,30016,0.04259828
176523,30016,0.11095213
176524,30016,0.046547456
176525,30016,0.014371591
176526,30016,0.006331491
177278,14043,0.000633083
177279,14043,0.002107537
177280,14043,0.002747276
177281,14043,0.007018499
177282,14043,0.009161641
177283,14043,0.014934085
177284,14043,0.007987394
177285,14043,0.004886618
177286,14043,0.005296653
177287,14043,0.002769493
177288,14043,0.003362154
177289,14043,0.002741678
177290,14022,0.009737167
177291,14022,0.000546971
177292,14027,0.006175668
177293,14027,0.015727897
177294,14027,0.02969728
177295,14022,0.0000603
177296,14027,0.003208102
177299,14027,0.005231436
177303,14027,0.007229514
177304,14027,0.025069812
177305,14027,0.004487471
177311,6008,0.062290987
177312,6008,0.038144248
177316,6008,0.012373688
177319,6003,0.003938022
177320,6003,0.038663784
177321,6003,0.035430148
177322,6003,0.039478971
177323,6003,0.055609486
177324,6003,0.04215319
177325,6005,0.011555445
177326,6005,0.027587616
177327,6005,0.02708985
177328,6005,0.024173575
177329,6005,0.025956216
177330,6005,0.003566627
177331,14103,0.012172939
177332,14103,0.026333284
177333,14108,0.020200578
177334,14108,0.0240802
177335,14087,0.010083434
177336,14087,0.004869396
177346,14049,0.00803634
177347,14049,0.013291274
177348,14049,0.009448321
177349,14049,0.006652603
177350,14049,0.003169681
177351,14049,0.00152733
177352,14049,0.000656214
177357,14049,0.004248515
177358,14049,0.019032355
177359,14049,0.009551199
177360,14049,0.009019389
177361,14049,0.001209179
177363,16012,0.00379014
177364,16012,0.013508151
177365,16012,0.009229181
177366,16012,0.000459266
177367,16083,0.017079231
177368,16083,0.020706817
177369,16083,0.021238763
177370,16083,0.015872934
177371,16083,0.000256023
177372,16083,0.002755193
177373,16083,0.0000159
177374,16058,0.002017629
177375,16058,0.051862391
177376,16058,0.042639737
177377,16058,0.039381932
177378,16058,0.086742074
177379,16058,0.085967922
177380,16058,0.005822449
177381,16102,0.009080472
177382,16102,0.002318955
177383,16102,0.011414757
177384,16102,0.006107472
177385,16087,0.00000553
177386,16111,0.098528364
177387,16111,0.024767317
177388,16087,0.006762731
177389,16087,0.008317607
177390,16079,0.016012001
177391,16079,0.021603835
177392,16079,0.024443726
177393,16079,0.024603218
177394,16079,0.025460261
177395,16079,0.019493194
177396,16079,0.018792682
177397,16079,0.015745725
177398,16079,0.013121771
177399,16079,0.020134541
177400,16079,0.006185955
177401,16066,0.001492253
177402,16082,0.001607576
177403,16082,0.000826315
177404,16082,0.003869968
177405,16001,0.000903129
177406,16001,0.002419437
177407,16049,0.100996681
177408,16049,0.071984082
177409,16049,0.076007753
177410,16049,0.031077243
177411,16049,0.054404399
177412,16049,0.022382051
177421,16101,0.063112539
177422,16101,0.099724138
177435,16047,0.010268983
177436,16047,0.060334811
177437,16112,0.00000887
177438,16112,0.014762591
177439,16112,0.008258956
177440,16112,0.006912748
177441,16112,0.017245837
177442,16112,0.000742895
177446,15111,0.012629426
177447,15111,0.03403301
177448,15111,0.03226452
177449,15111,0.031461447
177450,15111,0.039910703
177451,15111,0.033776162
177452,15111,0.008532018
177453,15114,0.024000074
177454,15114,0.027054383
177455,15114,0.019200912
177456,15005,0.003174431
177457,15005,0.006433529
177458,15005,0.013902801
177459,15005,0.019582757
177460,15005,0.022187151
177461,15005,0.018476156
177462,15005,0.01576697
177463,15005,0.000568604
177464,15106,0.036738433
177465,15106,0.036259853
177466,15067,0.012055706
177467,15067,0.029540009
177468,15051,0.001418399
177469,15051,0.049240422
177470,15051,0.058878101
177471,15051,0.046047584
177472,15051,0.025161924
177473,15051,0.016913395
177474,15037,0.101284943
177475,15037,0.11310812
177476,15037,0.108689655
177477,9004,0.036875532
177478,15037,0.000718769
177479,9004,0.002139586
177483,9003,0.464869254
177490,15070,0.052715078
177491,15029,0.004375915
177492,15029,0.024322988
177493,15039,0.092531725
177494,15039,0.085413865
177495,15039,0.057309189
177496,15039,0.002635238
177499,15039,0.032092079
177500,15039,0.032984649
177501,15039,0.000584072
177502,21180,0.032329603
177503,21180,0.048679901
177504,21134,0.018281083
177505,21134,0.188325681
177506,21134,0.14197743
177507,21134,0.026902342
177508,29015,0.082801341
177509,29015,0.042413415
177510,29015,0.061667066
177511,29015,0.041162557
177512,29015,0.018449128
177513,29024,0.095261849
177514,29024,0.031540368
177515,29033,0.082236748
177516,29002,0.60962136
177517,29001,0.37246422
177518,29001,0.038937536
177519,29009,0.26494733
177520,29009,0.294098354
177521,29009,0.088286832
177522,29013,0.023878684
177523,29013,0.033609887
177524,29013,0.033609887
177525,29013,0.032867961
177526,29013,0.02986545
177527,29013,0.033609887
177528,29013,0.033609887
177529,29008,0.000418862
177530,29008,0.091314265
177531,29004,0.000590463
177532,29004,0.032828643
177533,29004,0.001341026
177534,29007,0.193497515
177535,29007,0.17225392
177536,21108,0.027357428
177537,21108,0.005391675
177538,21108,0.026168903
177539,21108,0.069019719
177540,21108,0.040804099
177541,21067,0.000486174
177542,21067,0.003199238
177543,21067,0.047427292
177544,21067,0.055022438
177545,21067,0.055022438
177546,21067,0.044957173
177547,21067,0.000872611
177548,21067,0.000296142
177549,21058,0.027374875
177550,21058,0.040988644
177551,21058,0.038280897
177553,21116,0.011002841
177554,21116,0.007845903
177555,21116,0.023633093
177556,21116,0.006174072
177557,21116,0.005390686
177558,21116,0.00000404
177559,30046,0.144624626
177560,30024,0.010718663
177561,30024,0.032794033
177562,30024,0.039815364
177563,30024,0.032916306
177564,30024,0.022770434
177565,30024,0.023495791
177566,30024,0.020979508
177567,30024,0.008905921
177568,30017,0.004513548
177569,30017,0.040900998
177570,30017,0.000239132
177571,30024,0.034907156
177572,30024,0.000708191
177573,30134,0.019076701
177574,30134,0.023419821
177575,30126,0.001351134
177576,30126,0.010637989
177577,30126,0.022770737
177578,30126,0.024141215
177579,30126,0.024792937
177580,30126,0.024792937
177581,30016,0.017483302
177582,30016,0.098235736
177583,30016,0.016844785
178337,14043,0.000383608
178338,14043,0.008764853
178339,14043,0.008911401
178340,14043,0.007504151
178341,14043,0.005637964
178342,14043,0.003842143
178343,14043,0.005543395
178344,14043,0.007466649
178345,14043,0.003925599
178346,14043,0.000754737
178347,14043,0.004919832
178348,14043,0.005935842
178349,14043,0.005566603
178350,14027,0.000418773
178351,14027,0.001292651
178352,14027,0.021056439
178353,14027,0.03112763
178354,14027,0.032544422
178355,14027,0.024140552
178356,14027,0.011748752
178357,14027,0.000150667
178358,14027,0.00975742
178359,14027,0.000324782
178360,14027,0.00076017
178361,14027,0.001706987
178362,14027,0.0000786
178363,14027,0.000718482
178364,14027,0.001495096
178370,6008,0.046747006
178371,6008,0.086598996
178372,6008,0.015905626
178373,6008,0.002668941
178374,6008,0.014058797
178378,6003,0.00142517
178379,6003,0.020752577
178380,6003,0.028691784
178381,6003,0.062954015
178382,6003,0.051710529
178383,6003,0.047506748
178384,6003,0.002565199
178385,6005,0.022559891
178386,6005,0.032765078
178387,6005,0.027098883
178388,6005,0.005310163
178389,14103,0.064241064
178390,14103,0.057133922
178391,14103,0.034618382
178392,14108,0.018105006
178393,14108,0.018428174
178394,14087,0.01172994
178395,14087,0.047288607
178396,14087,0.010228649
178397,14087,0.004107437
178398,14087,0.000231004
178400,14087,0.000687975
178401,14087,0.000026
178402,14087,0.012531124
178406,14049,0.005732274
178407,14049,0.001150582
178408,14049,0.004475323
178409,14049,0.011674875
178410,14049,0.001300004
178417,14049,0.010725821
178418,14049,0.019995195
178419,14049,0.019875292
178420,14049,0.002544788
178421,14049,0.001980711
178422,14049,0.002833176
178423,16012,0.004635971
178424,16012,0.002460498
178425,16012,0.0000409
178426,16068,0.018312096
178427,16068,0.000676615
178428,16083,0.021055145
178429,16083,0.012527242
178432,16083,0.001828797
178433,16058,0.046258709
178434,16058,0.044393941
178435,16058,0.007072322
178436,16058,0.029938799
178437,16058,0.087288647
178438,16058,0.033538584
178439,16058,0.00045327
178440,16102,0.0000166
178441,16102,0.000341381
178442,16102,0.014758624
178443,16102,0.002301124
178444,16111,0.032787053
178445,16111,0.089927271
178446,16090,0.0000313
178447,16090,0.009022269
178448,16079,0.006990577
178449,16079,0.026000446
178450,16079,0.005482623
178451,16079,0.014361016
178452,16079,0.020362622
178453,16079,0.008967223
178454,16079,0.014663243
178455,16079,0.014080506
178456,16066,0.000300724
178457,16066,0.000393011
178458,16066,0.012079249
178459,16066,0.024962873
178460,16066,0.013719214
178461,16066,0.000742674
178462,16001,0.003857554
178463,16001,0.01089329
178464,16001,0.028082601
178465,16001,0.046757597
178466,16001,0.047000683
178467,16001,0.019661524
178468,16049,0.032438975
178469,16049,0.028714621
178470,16049,0.047252476
178471,16049,0.0000381
178480,16101,0.08855018
178481,16101,0.13508332
178495,16047,0.048660015
178496,16047,0.00264409
178497,16112,0.016173767
178498,16112,0.02277112
178499,16112,0.018862299
178500,16112,0.026552541
178501,16112,0.027718144
178502,15032,0.0000634
178503,16112,0.002894024
178505,15111,0.005608656
178506,15111,0.029564507
178507,15111,0.027174796
178508,15111,0.038919695
178509,15111,0.039666961
178510,15111,0.027178377
178511,15114,0.019997009
178512,15114,0.025033956
178513,15114,0.025001647
178514,15114,0.00646225
178515,15005,0.000856981
178516,15005,0.007985553
178517,15005,0.021216651
178518,15005,0.020475126
178519,15005,0.018009256
178520,15005,0.023299541
178521,15005,0.021521152
178522,15005,0.001570763
178523,15106,0.03912318
178524,15106,0.037590131
178525,15067,0.035685998
178526,15067,0.100281414
178527,15051,0.007329957
178528,15051,0.023386743
178529,15051,0.038929476
178530,15051,0.048221036
178531,15051,0.051648327
178532,15051,0.037180113
178533,15037,0.035789792
178534,15037,0.103580478
178535,15037,0.02682601
178536,15037,0.048431517
178537,15037,0.007447524
178543,9006,0.046230597
178544,9006,0.59081006
178550,15029,0.001333379
178551,15029,0.213244753
178552,15029,0.140910671
178553,15039,0.078138712
178554,15039,0.032717555
178558,15039,0.002622881
178559,15039,0.005767188
178560,21180,0.037886987
178561,21180,0.043127048
178562,21180,0.042226189
178563,21134,0.007008867
178564,21134,0.103484338
178565,21134,0.105116695
178566,29012,0.013473924
178567,29012,0.006793845
178569,29015,0.046892712
178570,29014,0.000705421
178571,29015,0.00204689
178572,29024,0.200443038
178573,29024,0.05484731
178574,29001,0.206005412
178575,29001,0.006310024
178576,29001,0.35064207
178577,29001,0.025640739
178578,29009,0.159130409
178579,29009,0.135177105
178580,29009,0.038803521
178581,29013,0.014119137
178582,29013,0.033041357
178583,29013,0.033609887
178584,29013,0.033609887
178585,29013,0.030567845
178586,29013,0.033609887
178587,29008,0.031969034
178588,29004,0.010592843
178589,29004,0.043044442
178590,29004,0.039505028
178591,29004,0.049310925
178592,29004,0.010796327
178593,29007,0.135878989
178594,21108,0.020360522
178595,21108,0.068978345
178596,21108,0.028747505
178597,21108,0.049766214
178598,21108,0.06995404
178599,21108,0.034010253
178600,21067,0.000167916
178601,21067,0.026090047
178602,21067,0.036700568
178603,21067,0.054138579
178604,21067,0.055022438
178605,21067,0.055008492
178606,21067,0.044002708
178607,21067,0.003323303
178608,21058,0.000222526
178609,21093,0.04210236
178610,21093,0.001528771
178611,30025,0.044898305
178612,30025,0.023059234
178613,30079,0.053069131
178614,30079,0.106998525
178615,30079,0.104248122
178616,30046,0.074413626
178617,30046,0.108898782
178618,30046,0.137923188
178619,30046,0.146155321
178620,30024,0.005783918
178621,30024,0.036003536
178622,30024,0.038087819
178623,30024,0.029092238
178624,30024,0.024062811
178625,30024,0.005977019
178626,30017,0.019431971
178627,30017,0.063495312
178628,30017,0.164239662
178629,30017,0.143692293
178630,30017,0.01819094
178631,30017,0.040371398
178632,30017,0.014849072
178633,30134,0.024273405
178634,30134,0.025517059
178635,30126,0.000864218
178636,30126,0.015318613
178637,30126,0.024792937
178638,30126,0.024792937
178639,30126,0.024792937
178640,30016,0.070063055
178641,30016,0.068292126
178642,30016,0.022000474
179396,14043,0.001106799
179397,14043,0.000415532
179398,14043,0.00102505
179399,14043,0.003080744
179400,14043,0.008245708
179401,14043,0.004158235
179402,14043,0.002018832
179403,14043,0.000503769
179405,14043,0.0000267
179406,14043,0.005004025
179407,14043,0.013416028
179408,14043,0.002539055
179409,14043,0.001356952
179411,14027,0.0000134
179412,14027,0.011208523
179413,14027,0.033123146
179414,14027,0.016854332
179415,14027,0.02053247
179416,14027,0.030081974
179417,14027,0.024745558
179418,14027,0.006950416
179419,14027,0.005630287
179420,14027,0.008665414
179421,14027,0.002732854
179425,14027,0.003976492
179426,14027,0.000346968
179428,6008,0.001527119
179429,6008,0.017182597
179430,6008,0.081927179
179431,6008,0.046418981
179432,6008,0.026603065
179437,14099,0.0000384
179438,14122,0.008188895
179439,6003,0.008750659
179440,6003,0.012655142
179441,6003,0.020224929
179442,6003,0.010969783
179443,6005,0.000532324
179444,6005,0.006612721
179445,6005,0.012749729
179446,6005,0.002054211
179447,14103,0.124413546
179448,14103,0.085962186
179449,14103,0.096124781
179450,14103,0.011766603
179451,14108,0.006192925
179452,14108,0.006246578
179453,14108,0.001599129
179454,14087,0.007320592
179455,14087,0.044560922
179456,14087,0.050710549
179457,14087,0.004002356
179459,14085,0.00228262
179460,14085,0.001741006
179461,14087,0.017572171
179464,14049,0.000691629
179465,14049,0.000110301
179467,14049,0.00289293
179468,14049,0.003244146
179470,14049,0.002155718
179475,14056,0.005836846
179476,14049,0.004166744
179477,14049,0.007931814
179478,14049,0.004289499
179479,14049,0.002227632
179480,14049,0.00823476
179481,14049,0.008354692
179482,14049,0.000903324
179484,16068,2.04E-08
179485,16068,0.031910848
179486,16068,0.032269144
179487,16068,0.007798419
179488,16068,0.016021979
179489,16068,0.00394555
179490,16083,0.000385297
179492,16058,0.029264659
179493,16058,0.01943845
179495,16058,0.035617988
179496,16058,0.03342476
179497,16058,0.02020284
179498,16102,0.004847239
179499,16102,0.009912984
179500,16102,0.003859255
179501,16102,0.024730329
179502,16102,0.002756399
179503,16111,0.013167343
179504,16111,0.056824876
179505,16090,0.013168317
179506,16090,0.074219778
179507,16079,0.004291676
179508,16079,0.011026214
179509,16079,0.011431183
179510,16079,0.012360914
179511,16066,0.000996004
179512,16066,0.000140811
179513,16066,0.002601758
179515,16066,0.012448549
179516,16066,0.010582301
179517,16066,0.002745304
179518,16066,0.005965162
179519,16066,0.02154298
179520,16066,0.016159568
179521,16053,0.000260539
179522,16001,0.035517208
179523,16001,0.029415739
179524,16001,0.066711542
179525,16001,0.081486286
179526,16001,0.022742888
179527,16049,0.027137313
179528,16049,0.00645986
179529,16049,0.051481572
179530,16049,0.016167447
179538,16101,0.00385078
179539,16101,0.140397692
179540,16101,0.025837554
179553,16047,0.001596543
179554,16047,0.098559811
179555,16047,0.051273198
179556,16047,0.017379341
179557,16112,0.016740483
179558,16112,0.021944033
179559,16112,0.012826198
179560,16112,0.030195471
179561,16112,0.027142174
179562,16112,0.013182505
179563,16112,0.018190475
179564,15111,0.002236989
179565,15111,0.033482118
179566,15111,0.03256499
179567,15111,0.048271704
179568,15111,0.045716704
179569,15111,0.018038314
179570,15114,0.016192687
179571,15114,0.019742916
179572,15114,0.018855527
179573,15114,0.008725288
179574,15114,0.018372153
179575,15005,0.005321281
179576,15005,0.014462901
179577,15005,0.019475846
179578,15005,0.017506177
179579,15005,0.020041576
179580,15005,0.02166151
179581,15005,0.014069074
179582,15087,0.008366991
179583,15087,0.000828456
179584,15087,0.054605934
179585,15067,0.013993779
179586,15067,0.075081174
179587,15067,0.114775625
179588,15067,0.064098205
179589,15051,0.000299133
179590,15051,0.018307265
179591,15051,0.025363438
179592,15037,0.011973505
179593,15037,0.041073969
179594,15037,0.056710744
179595,15037,0.044199444
179602,9006,0.077822315
179603,9006,0.285137027
179608,15031,0.172900037
179609,15029,0.091109165
179610,15029,0.209500854
179611,15029,0.238126034
179612,15029,0.032755418
179618,21180,0.000184326
179619,21180,0.01915379
179620,21180,0.026299537
179621,21180,0.040165766
179622,21180,0.044243503
179623,21134,0.001831676
179624,21134,0.00112349
179625,29012,0.057067713
179626,29012,0.038341913
179627,29012,0.002671647
179628,29014,0.004620614
179629,29014,0.031924641
179630,29014,0.019764099
179631,29014,0.000268484
179632,29024,0.018975733
179633,29040,0.115867889
179634,29040,0.010481351
179635,29005,0.017542958
179636,29005,0.064575059
179637,29005,0.022083462
179638,29005,0.066405533
179639,29035,0.012103281
179640,29035,0.480141157
179641,29013,0.009456666
179642,29013,0.033040084
179643,29013,0.023326801
179644,29013,0.023192563
179645,29004,0.012688824
179646,29004,0.035783661
179647,29004,0.054026096
179648,29004,0.062757418
179649,29004,0.06048083
179650,29004,0.053859636
179651,29004,0.007802439
179652,29007,0.0000853
179653,21108,0.002886293
179654,21094,0.000576735
179655,21108,0.020757223
179656,21108,0.066949744
179657,21108,0.012706957
179658,21170,0.001162372
179659,21170,0.016741459
179660,21067,0.000590833
179661,21067,0.012078873
179662,21067,0.01529485
179663,21067,0.022903203
179664,21067,0.038464542
179665,21067,0.038041196
179666,21067,0.011885486
179667,21093,0.021407602
179668,21093,0.000426287
179669,30025,0.0700357
179670,30025,0.082751482
179671,30025,0.053418141
179672,30079,0.042543531
179673,30079,0.093693663
179674,30025,0.013040898
179675,30025,0.046973434
179676,30025,0.004073099
179677,30046,0.00799464
179678,30046,0.078377094
179679,30046,0.006006618
179680,30024,0.002443478
179681,30024,0.031064889
179682,30024,0.017381339
179683,30024,0.001130222
179684,30088,0.145714497
179685,30017,0.066887413
179686,30017,0.120602275
179687,30017,0.156465799
179688,30017,0.040238416
179689,30017,0.049971048
179690,30017,0.002557718
179691,30017,0.018578067
179692,30134,0.025509502
179693,30134,0.025176153
179694,30134,0.023231767
179695,30126,0.000141947
179696,30126,0.013370868
179697,30126,0.021713567
179698,30016,0.021045744
179699,30016,0.091523012
179700,30016,0.001784274
180459,14043,0.001523513
180460,14043,0.001714184
180461,14043,0.003664779
180462,14043,0.007881007
180463,14043,0.002146906
180464,14043,0.003092706
180465,14043,0.00144242
180466,14043,0.008291604
180467,14043,0.009772831
180468,14043,0.001417719
180469,14043,0.00070355
180470,14027,0.00176684
180471,14027,0.007702629
180472,14021,0.000043
180473,14021,0.000925077
180474,14021,0.008294341
180475,14021,0.005065542
180476,14027,0.035380226
180477,14027,0.031866167
180478,14027,0.008301281
180479,14027,0.008729157
180483,14027,0.007559141
180484,14027,0.011179364
180485,14027,0.001021709
180486,14027,0.001315913
180487,6008,0.00017767
180488,6008,0.004059242
180489,6008,0.066492018
180490,6008,0.002596043
180491,6008,0.025112405
180496,14099,0.001421113
180497,14122,0.032437703
180498,14122,0.039869042
180499,14122,0.079623461
180500,14122,0.046763922
180501,14122,0.001182251
180504,14103,0.011022932
180505,6005,0.00000885
180506,14103,0.099983686
180507,14103,0.06691328
180508,14103,0.010226326
180509,14108,0.019599667
180510,14108,0.00742019
180511,14108,0.002925326
180512,14108,0.009361119
180513,14087,0.0058556
180514,14087,0.0310601
180515,14087,0.023743816
180516,14087,0.006110876
180518,14085,0.00000281
180525,14049,0.00000759
180526,14049,0.001254232
180527,14049,0.000601718
180529,14056,0.002817339
180534,14056,0.001106826
180535,14056,0.069147542
180536,14056,0.020603552
180537,14056,0.020644941
180538,14049,0.00001
180539,14049,0.002834752
180540,14049,0.003983187
180541,14049,0.001061813
180543,16068,0.005900495
180544,16068,0.01686086
180545,16068,0.033103566
180546,16068,0.042056601
180547,16068,0.0298797
180548,16068,0.025644995
180549,16068,0.0000644
180552,16058,0.002592891
180554,16058,0.001748009
180555,16058,0.005714948
180556,16058,0.011548469
180557,16102,0.022891507
180558,16102,0.026839667
180559,16102,0.020776203
180560,16102,0.014351895
180562,16102,0.000000296
180563,16090,0.00040952
180564,16090,0.063253069
180565,16090,0.097174907
180566,16090,0.060283261
180567,16079,0.000979837
180568,16079,0.011743596
180569,16066,0.014799113
180570,16066,0.019765669
180571,16066,0.022573127
180572,16066,0.005872625
180574,16066,0.020641606
180575,16066,0.012776846
180576,16066,0.000306045
180577,16066,0.014790434
180578,16039,0.000191254
180579,16039,0.00379872
180580,16039,0.020973221
180581,16001,0.006520752
180582,16001,0.032860938
180583,16001,0.055589608
180584,16001,0.078111061
180585,16001,0.041523558
180586,16001,0.010609627
180587,16049,0.02134716
180588,16049,0.002066044
180589,16049,0.000542731
180597,16101,0.029265143
180598,16101,0.158655524
180599,16101,0.002971988
180612,16047,0.036439317
180613,16047,0.104764905
180614,16047,0.071348445
180615,16047,0.071592263
180616,16112,0.012135175
180617,16112,0.025370322
180618,16112,0.024667755
180619,16112,0.022681521
180620,16112,0.029994709
180621,16112,0.033892101
180622,16112,0.028926103
180623,15111,0.020021639
180624,15111,0.020457582
180625,15111,0.021702988
180626,15111,0.011450146
180627,15114,0.021353139
180628,15114,0.019316388
180629,15114,0.011740843
180630,15114,0.011384815
180631,15114,0.006494428
180632,15114,0.018509291
180633,15005,0.002174055
180634,15005,0.019227438
180635,15005,0.022546197
180636,15005,0.018775616
180637,15005,0.01760336
180638,15005,0.01533176
180639,15005,0.018172253
180640,15005,0.012981252
180641,15087,0.028663038
180642,15087,0.006286691
180643,15087,0.072640533
180644,15087,0.065861641
180645,15067,0.040403962
180646,15067,0.104970626
180647,15067,0.088483776
180648,15067,0.101875157
180649,15067,0.00341737
180650,15115,0.08749495
180652,15057,0.043350253
180653,15057,0.285977777
180654,15057,0.121934281
180667,15031,0.026432377
180668,15031,0.140779149
180669,15029,0.044320823
180670,15099,0.056807072
180671,15099,0.013598479
180672,15099,0.006621784
180673,15099,0.002619048
180679,21180,0.005909379
180680,21180,0.021583729
180681,21180,0.039142424
180682,21180,0.013767271
180683,29012,0.053296254
180684,29012,0.069005507
180685,29012,0.067768483
180686,29012,0.078398461
180687,29012,0.029352402
180688,29012,0.002862099
180689,29014,0.052784765
180690,29014,0.00000397
180691,29040,0.075555966
180692,29040,0.096123643
180693,29040,0.091700278
180694,29005,0.002904036
180695,29005,0.054385435
180696,29005,0.129847845
180697,29005,0.236075815
180698,29005,0.015545883
180699,29031,0.000559087
180700,29013,0.00191089
180701,29013,0.012843133
180702,29013,0.021371065
180703,29013,0.014298523
180704,29004,0.016916971
180705,29004,0.048129215
180706,29004,0.061561181
180707,29004,0.061487187
180708,29004,0.062757418
180709,29004,0.026947457
180710,21094,0.013761974
180711,21094,0.032576686
180712,21094,0.005633709
180713,21094,0.034499869
180714,21094,0.007080299
180715,21108,0.011125243
180716,21170,0.01538122
180717,21170,0.0205816
180718,21170,0.032461194
180719,21170,0.039287202
180720,21170,0.035278484
180721,21170,0.023989032
180722,21170,0.008579644
180723,21067,0.004440969
180724,21067,0.006935553
180725,21067,0.001720154
180726,30025,0.003239453
180727,30025,0.042425557
180728,30025,0.041793109
180729,30025,0.040352918
180730,30025,0.011681527
180731,30079,0.052438489
180732,30079,0.079658266
180733,30025,0.002529631
180734,30025,0.019366477
180735,30025,0.002442604
180736,30092,0.015119416
180737,30038,0.002124553
180738,30038,0.039263539
180739,30038,0.034359692
180740,30038,0.041782231
180741,30038,0.033748621
180742,30065,0.015133414
180743,30065,0.003012429
180744,30065,0.015861689
180745,30017,0.003353486
180746,30017,0.031421451
180747,30065,0.024632236
180748,30065,0.026973777
180749,30065,0.024720164
180750,30065,0.021418659
180751,30065,0.0000961
180752,30134,0.025517059
180753,30134,0.025517059
180754,30134,0.025517059
180755,30126,0.000133423
180756,30016,0.0001716
180757,30016,0.060957226
180758,30016,0.090556571
180759,30016,9.14E-08
181513,14043,0.000796361
181514,14043,0.000232171
181518,14043,0.001032942
181519,14043,0.00000289
181520,14043,0.004088394
181521,14043,0.008919773
181522,14043,0.010558421
181523,14043,0.002402841
181524,14043,0.001804002
181525,14043,0.005775203
181526,14043,0.004075028
181527,14043,0.00779593
181528,14043,0.013232617
181529,14043,0.014909445
181530,14021,0.000377186
181531,14021,0.003455325
181532,14021,0.001230741
181533,14021,0.000803446
181534,14021,0.00104469
181535,14027,0.031583553
181536,14027,0.013871193
181538,14027,0.011037199
181539,14027,0.000606458
181542,14027,0.00017388
181543,14027,0.011740666
181546,14027,0.011249103
181547,6008,0.010799953
