GRIDCODE,CVENTMUN,POB  RURAL EN CELL,POB_TOTxMUN,Frur
128915,30003,6,26014,0.00023065
128916,30003,5,26014,0.0001922
128917,30003,31,26014,0.00119167
128918,30003,3,26014,0.00011532
128919,30003,3,26014,0.00011532
128920,30145,7,5063,0.00138258
128921,30145,2,5063,0.00039502
128922,30145,97,5063,0.0191586
128923,30172,6,10544,0.00056904
128924,30089,4,6895,0.00058013
128925,30089,6,6895,0.0008702
128926,30089,142,6895,0.02059463
128927,30089,4,6895,0.00058013
128928,30048,5,20122,0.00024848
128929,30199,103,1081,0.09528215
128930,30048,2,20122,0.000099394
128931,30108,774,42348,0.01827713
128932,30108,1189,42348,0.02807689
128934,30108,21,42348,0.00049589
128935,30108,217,42348,0.00512421
128936,30082,98,4754,0.02061422
128937,30082,45,4754,0.00946571
128938,30082,79,4754,0.01661759
128939,30082,101,4754,0.02124527
128940,30111,4,6485,0.00061681
128941,30111,5,6485,0.00077101
128942,30111,2,6485,0.0003084
128943,30111,153,6485,0.02359291
128944,30061,1,34733,0.000028791
128945,30061,7,34733,0.00020154
128946,30061,2,34733,0.000057582
128947,30061,8,34733,0.00023033
128948,30061,6,34733,0.00017275
128951,27008,20,117437,0.0001703
128952,27008,30,117437,0.00025546
128957,27008,267,117437,0.00227356
128958,27008,413,117437,0.00351678
128960,27008,1164,117437,0.0099117
128961,27008,930,117437,0.00791914
128963,27008,267,117437,0.00227356
128964,27008,522,117437,0.00444494
128965,27008,40,117437,0.00034061
128966,27008,6,117437,0.000051091
128968,27008,2195,117437,0.01869087
129693,16008,131,21796,0.00601028
129694,16008,32,21796,0.00146816
129695,16008,2,21796,0.00009176
129696,16008,4,21796,0.00018352
129697,16008,2,21796,0.00009176
129698,16008,6,21796,0.00027528
129699,16008,8,21796,0.00036704
129701,16010,16,8890,0.00179978
129702,16010,6,8890,0.00067492
129703,16010,10,8890,0.00112486
129704,16010,7,8890,0.0007874
129705,16010,14,8890,0.0015748
129707,16010,6,8890,0.00067492
129708,16010,4,8890,0.00044994
129710,16010,2,8890,0.00022497
129711,16010,1,8890,0.00011249
129712,16010,6,8890,0.00067492
129713,16010,19,8890,0.00213723
129715,16052,21,12509,0.00167879
129717,16052,6,12509,0.00047966
129719,16052,2,12509,0.00015989
129720,16052,7,12509,0.0005596
129723,12068,14,19756,0.00070865
129724,12068,9,19756,0.00045556
129726,12068,5,19756,0.00025309
129731,12068,131,19756,0.0066309
129732,12068,77,19756,0.00389755
129733,12016,8,11552,0.00069252
129736,12016,17,11552,0.00147161
129737,12016,11,11552,0.00095222
129743,12016,61,11552,0.00528047
129745,12016,169,11552,0.0146295
129747,12016,12,11552,0.00103878
129748,12016,36,11552,0.00311634
129752,12073,7,15559,0.0004499
129753,12022,12,32509,0.00036913
129754,12022,2,32509,0.000061521
129755,12022,6,32509,0.00018456
129760,12073,6,15559,0.00038563
129763,12022,57,32509,0.00175336
129764,12022,48,32509,0.00147651
129765,12022,17,32509,0.00052293
129766,12022,9,32509,0.00027685
129767,12022,27,32509,0.00083054
129772,12022,1,32509,0.000030761
129773,12022,60,32509,0.00184564
129779,12003,931,23023,0.04043782
129782,12003,119,23023,0.00516874
129783,12003,365,23023,0.01585371
129784,12054,384,23690,0.01620937
129785,12054,73,23690,0.00308147
129786,12003,428,23023,0.01859011
129787,12054,209,23690,0.00882229
129788,12054,1278,23690,0.05394681
129789,12007,604,13496,0.044754
129793,12007,44,13496,0.00326023
129794,12007,9,13496,0.00066686
129795,12007,46,13496,0.00340842
129802,12006,6,5352,0.00112108
129803,12006,451,5352,0.08426756
129806,12026,530,6847,0.07740616
129807,12017,149,8053,0.01850242
129808,12017,758,8053,0.09412641
129814,12059,1252,21274,0.05885118
129815,12059,968,21274,0.04550155
129826,12034,4,14102,0.00028365
129827,12008,145,5548,0.02613554
129830,12008,6,5548,0.00108147
129831,12008,2,5548,0.00036049
129850,21056,2,475,0.00421053
129855,21024,118,386,0.30569948
129857,21155,3,2796,0.00107296
129858,21155,17,2796,0.00608011
129861,21113,344,3264,0.10539216
129863,21066,3,4081,0.00073511
129864,21066,86,4081,0.02107327
129866,21141,209,2553,0.08186447
129867,21141,508,2553,0.19898159
129868,21003,46,14897,0.00308787
129869,21003,134,14897,0.0089951
129872,21112,2,6761,0.00029581
129873,21112,74,6761,0.01094513
129874,20340,5,1420,0.00352113
129878,20340,153,1420,0.10774648
129879,20340,10,1420,0.00704225
129882,20459,263,2561,0.10269426
129883,20340,4,1420,0.0028169
129884,20340,1,1420,0.00070423
129885,21027,45,3762,0.01196172
129891,21027,12,3762,0.00318979
129892,20548,8,927,0.00862999
129900,20545,612,1368,0.44736842
129902,20244,22,1844,0.01193059
129903,20244,47,1844,0.02548807
129904,20206,193,893,0.21612542
129905,20206,133,893,0.14893617
129906,20058,130,12459,0.01043422
129907,20058,232,12459,0.01862108
129908,20058,154,12459,0.01236054
129909,20058,40,12459,0.00321053
129910,20041,1345,17506,0.0768308
129911,20041,705,17506,0.04027191
129912,20040,297,4375,0.06788571
129913,20040,212,4375,0.04845714
129920,20134,929,20664,0.04495741
129921,20134,1273,20664,0.06160472
129922,20134,240,20664,0.0116144
129923,20134,58,20664,0.00280681
129924,20232,105,15225,0.00689655
129925,20232,5,15225,0.00032841
129926,20232,276,15225,0.01812808
129927,20232,344,15225,0.02259442
129928,20232,108,15225,0.0070936
129930,20184,1195,47444,0.02518759
129931,20184,4,47444,0.00008431
129932,20184,26,47444,0.00054802
129933,20184,13,47444,0.00027401
129934,20184,11,47444,0.00023185
129935,20184,217,47444,0.00457381
129936,20184,100,47444,0.00210775
129937,20184,8,47444,0.00016862
129938,20184,298,47444,0.00628109
129939,20184,339,47444,0.00714527
129940,20184,166,47444,0.00349886
129941,20044,15,10050,0.00149254
129942,20044,2,10050,0.00019901
129943,20044,2,10050,0.00019901
129944,20044,19,10050,0.00189055
129945,20044,92,10050,0.00915423
129946,30169,390,14124,0.02761257
129947,30169,9,14124,0.00063721
129948,30169,4,14124,0.00028321
129949,30169,203,14124,0.0143727
129950,30169,9,14124,0.00063721
129951,30169,3,14124,0.0002124
129953,30077,106,15918,0.00665913
129954,30077,4,15918,0.00025129
129955,30077,4,15918,0.00025129
129956,30077,61,15918,0.00383214
129957,30077,2,15918,0.00012564
129958,30077,3,15918,0.00018847
129959,30077,5,15918,0.00031411
129960,30094,162,19140,0.00846395
129961,30094,9,19140,0.00047022
129962,30094,518,19140,0.02706374
129964,30094,6,19140,0.00031348
129966,30094,2,19140,0.00010449
129967,30094,196,19140,0.01024033
129968,30003,1,26014,0.000038441
129969,30003,90,26014,0.00345968
129970,30003,1,26014,0.000038441
129971,30003,8,26014,0.00030753
129972,30003,2,26014,0.000076882
129973,30003,2,26014,0.000076882
129974,30003,1,26014,0.000038441
129976,30003,35,26014,0.00134543
129977,30003,7,26014,0.00026909
129978,30003,6,26014,0.00023065
129979,30003,2,26014,0.000076882
129980,30145,7,5063,0.00138258
129981,30145,1,5063,0.00019751
129982,30145,469,5063,0.09263283
129983,30089,3,6895,0.0004351
129984,30089,104,6895,0.01508339
129985,30089,1,6895,0.00014503
129986,30059,1,7667,0.00013043
129987,30120,29,40,0.725
129988,30048,5,20122,0.00024848
129989,30048,2,20122,0.000099394
129993,30108,1,42348,0.000023614
129995,30108,16,42348,0.00037782
129997,30082,95,4754,0.01998317
129998,30111,27,6485,0.00416345
129999,30111,8,6485,0.00123362
130000,30111,48,6485,0.0074017
130001,30111,5,6485,0.00077101
130002,30111,11,6485,0.00169622
130004,30061,7,34733,0.00020154
130005,30061,3,34733,0.000086373
130006,30061,26,34733,0.00074857
130014,27008,763,117437,0.0064971
130015,27008,1086,117437,0.00924751
130016,27008,470,117437,0.00400215
130017,27008,1,117437,8.5152E-06
130020,27008,130,117437,0.00110698
130021,27008,1407,117437,0.01198089
130023,27008,208,117437,0.00177116
130024,27008,3,117437,0.000025546
130025,27008,245,117437,0.00208623
130026,27008,2467,117437,0.02100701
130748,16008,3,21796,0.00013764
130749,16008,2,21796,0.00009176
130750,16008,116,21796,0.00532208
130751,16008,20,21796,0.0009176
130752,16008,275,21796,0.01261699
130753,16008,27,21796,0.00123876
130754,16008,1,21796,0.00004588
130755,16008,5,21796,0.0002294
130756,16008,12,21796,0.00055056
130758,16008,17,21796,0.00077996
130760,16010,19,8890,0.00213723
130761,16010,15,8890,0.00168729
130762,16010,58,8890,0.00652418
130763,16010,16,8890,0.00179978
130764,16010,3,8890,0.00033746
130765,16010,5,8890,0.00056243
130766,16010,18,8890,0.00202475
130767,16010,7,8890,0.0007874
130769,16010,11,8890,0.00123735
130770,16010,1,8890,0.00011249
130771,16010,10,8890,0.00112486
130772,16010,11,8890,0.00123735
130773,16010,20,8890,0.00224972
130774,16010,2,8890,0.00022497
130781,16052,9,12509,0.00071948
130785,12068,12,19756,0.00060741
130787,12068,18,19756,0.00091112
130795,12016,432,11552,0.03739612
130798,12016,117,11552,0.01012812
130800,12016,30,11552,0.00259695
130801,12016,18,11552,0.00155817
130804,12016,21,11552,0.00181787
130805,12016,20,11552,0.0017313
130813,12073,7,15559,0.0004499
130815,12073,10,15559,0.00064272
130816,12073,6,15559,0.00038563
130817,12073,12,15559,0.00077126
130818,12073,20,15559,0.00128543
130819,12073,4,15559,0.00025709
130821,12073,3,15559,0.00019281
130822,12073,1,15559,0.000064272
130823,12022,4,32509,0.00012304
130824,12022,6,32509,0.00018456
130826,12022,6,32509,0.00018456
130827,12022,27,32509,0.00083054
130832,12022,412,32509,0.01267341
130837,12003,373,23023,0.01620119
130838,12003,264,23023,0.01146679
130839,12003,782,23023,0.03396603
130840,12003,922,23023,0.04004691
130843,12003,327,23023,0.01420319
130844,12054,187,23690,0.00789363
130845,12003,657,23023,0.02853668
130846,12054,669,23690,0.02823976
130851,12007,20,13496,0.00148192
130853,12007,216,13496,0.01600474
130854,12007,3,13496,0.00022229
130855,12006,456,5352,0.08520179
130857,12006,434,5352,0.08109118
130858,12058,403,30220,0.01333554
130860,12058,5,30220,0.00016545
130861,12006,85,5352,0.01588191
130862,12006,231,5352,0.04316144
130863,12026,540,6847,0.07886666
130866,12026,266,6847,0.03884913
130869,12017,326,8053,0.04048181
130873,12059,385,21274,0.01809721
130874,12059,2,21274,0.000094012
130876,12059,193,21274,0.00907211
130879,12034,794,14102,0.05630407
130888,12008,612,5548,0.11031002
130902,21047,254,4693,0.05412316
130908,21047,1,4693,0.00021308
130909,21056,4,475,0.00842105
130911,21056,467,475,0.9831579
130915,21024,245,386,0.63471503
130917,21113,241,3264,0.07383578
130918,21113,104,3264,0.03186275
130920,21113,75,3264,0.02297794
130922,21139,60,1689,0.03552398
130923,21139,31,1689,0.01835406
130924,21139,256,1689,0.15156898
130925,21139,610,1689,0.36116045
130926,21139,216,1689,0.12788632
130927,21003,320,14897,0.02148084
130929,21112,60,6761,0.00887443
130935,20022,2,487,0.00410678
130936,20022,16,487,0.03285421
130938,20459,343,2561,0.13393206
130940,20340,206,1420,0.14507042
130943,21209,19,5520,0.00344203
130944,21027,116,3762,0.03083466
130945,21027,18,3762,0.00478469
130961,20545,12,1368,0.00877193
130964,20244,111,1844,0.06019523
130965,20234,108,7174,0.01505436
130966,20234,867,7174,0.12085308
130967,20234,227,7174,0.03164204
130968,20041,365,17506,0.02084999
130969,20396,422,1551,0.27208253
130970,20040,76,4375,0.01737143
130971,20040,243,4375,0.05554286
130972,20041,81,17506,0.00462699
130973,20171,29,17381,0.00166849
130976,20171,317,17381,0.01823831
130977,20171,19,17381,0.00109315
130978,20171,281,17381,0.01616708
130979,20134,126,20664,0.00609756
130980,20134,236,20664,0.01142083
130981,20134,989,20664,0.04786101
130982,20134,473,20664,0.02289005
130983,20232,667,15225,0.04380952
130984,20232,633,15225,0.04157636
130985,20232,16,15225,0.0010509
130986,20232,385,15225,0.02528736
130992,20184,4,47444,0.00008431
130995,20184,67,47444,0.00141219
130996,20184,33,47444,0.00069556
130997,20184,283,47444,0.00596493
130998,20184,19,47444,0.00040047
130999,20184,12,47444,0.00025293
131000,20044,3,10050,0.00029851
131001,20044,3,10050,0.00029851
131002,20044,7,10050,0.00069652
131003,20044,2,10050,0.00019901
131004,20044,4,10050,0.00039801
131005,30169,21,14124,0.00148683
131008,30169,12,14124,0.00084962
131009,30169,46,14124,0.00325687
131010,30169,74,14124,0.00523931
131012,30077,204,15918,0.01281568
131013,30077,7,15918,0.00043975
131015,30077,7,15918,0.00043975
131016,30077,4,15918,0.00025129
131017,30077,4,15918,0.00025129
131018,30094,5,19140,0.00026123
131019,30094,2,19140,0.00010449
131020,30094,4,19140,0.00020899
131021,30094,11,19140,0.00057471
131023,30094,1,19140,0.000052247
131026,30094,33,19140,0.00172414
131027,30003,2,26014,0.000076882
131028,30003,1,26014,0.000038441
131029,30003,4,26014,0.00015376
131030,30003,3,26014,0.00011532
131031,30003,7,26014,0.00026909
131032,30003,5,26014,0.0001922
131033,30003,74,26014,0.00284462
131034,30003,20,26014,0.00076882
131035,30003,777,26014,0.02986853
131036,30003,10,26014,0.00038441
131037,30003,13,26014,0.00049973
131038,30003,7,26014,0.00026909
131039,30145,36,5063,0.00711041
131040,30145,4,5063,0.00079005
131041,30145,4,5063,0.00079005
131042,30145,5,5063,0.00098756
131043,30089,5,6895,0.00072516
131044,30089,2,6895,0.00029007
131045,30059,4,7667,0.00052172
131047,30048,103,20122,0.00511878
131048,30048,36,20122,0.00178909
131049,30048,5,20122,0.00024848
131051,30108,4,42348,0.000094456
131053,30108,39,42348,0.00092094
131054,30082,246,4754,0.0517459
131055,30082,1,4754,0.00021035
131056,30082,2,4754,0.0004207
131057,30111,4,6485,0.00061681
131058,30111,9,6485,0.00138782
131059,30111,19,6485,0.00292984
131060,30111,9,6485,0.00138782
131061,30111,5,6485,0.00077101
131062,30111,7,6485,0.00107941
131065,30204,754,6561,0.11492151
131066,30204,196,6561,0.0298735
131067,27008,100,117437,0.00085152
131072,27008,1,117437,8.5152E-06
131075,27008,305,117437,0.00259714
131081,27008,1087,117437,0.00925603
131082,27008,239,117437,0.00203513
131083,27008,99,117437,0.00084301
131804,16008,71,21796,0.00325748
131806,16008,47,21796,0.00215636
131808,16008,46,21796,0.00211048
131809,16008,6,21796,0.00027528
131814,16008,15,21796,0.0006882
131815,16008,2,21796,0.00009176
131816,16008,36,21796,0.00165168
131817,16008,8,21796,0.00036704
131818,16008,8,21796,0.00036704
131819,16010,6,8890,0.00067492
131820,16010,6,8890,0.00067492
131821,16010,13,8890,0.00146232
131822,16010,25,8890,0.00281215
131823,16010,10,8890,0.00112486
131824,16010,6,8890,0.00067492
131829,16010,23,8890,0.00258718
131832,16010,13,8890,0.00146232
131834,16010,4,8890,0.00044994
131837,16052,27,12509,0.00215845
131838,16052,86,12509,0.00687505
131839,16052,36,12509,0.00287793
131845,16010,6,8890,0.00067492
131846,16010,8,8890,0.00089989
131850,12068,70,19756,0.00354323
131858,12016,54,11552,0.00467452
131863,12016,47,11552,0.00406856
131864,12016,80,11552,0.00692521
131873,12073,6,15559,0.00038563
131874,12073,23,15559,0.00147824
131876,12073,26,15559,0.00167106
131877,12073,6,15559,0.00038563
131878,12073,2,15559,0.00012854
131879,12073,37,15559,0.00237805
131880,12073,18,15559,0.00115689
131881,12073,5,15559,0.00032136
131883,12022,15,32509,0.00046141
131885,12022,3,32509,0.000092282
131886,12022,1123,32509,0.03454428
131887,12022,153,32509,0.00470639
131890,12022,474,32509,0.01458058
131891,12022,247,32509,0.0075979
131896,12003,37,23023,0.00160709
131898,12067,1411,9400,0.15010638
131899,12003,1472,23023,0.06393606
131903,12003,666,23023,0.02892759
131905,12003,231,23023,0.01003345
131906,12007,1290,13496,0.09558388
131908,12007,2,13496,0.00014819
131909,12007,3,13496,0.00022229
131910,12007,15,13496,0.00111144
131911,12007,23,13496,0.00170421
131912,12007,60,13496,0.00444576
131913,12058,45,30220,0.00148908
131914,12006,30,5352,0.00560538
131915,12006,2,5352,0.00037369
131916,12006,5,5352,0.00093423
131920,12006,108,5352,0.02017937
131922,12058,208,30220,0.00688286
131924,12026,969,6847,0.14152183
131928,12017,966,8053,0.1199553
131929,12017,466,8053,0.05786663
131933,12035,1,16475,0.000060698
131938,12059,366,21274,0.0172041
131939,12034,931,14102,0.066019
131945,12008,388,5548,0.06993511
131948,12008,49,5548,0.00883201
131963,21047,18,4693,0.0038355
131964,21047,13,4693,0.00277008
131969,21047,226,4693,0.04815683
131973,21024,7,386,0.01813472
131974,21024,12,386,0.03108808
131977,21113,28,3264,0.00857843
131979,21113,66,3264,0.02022059
131980,21113,45,3264,0.01378677
131982,21139,138,1689,0.08170515
131983,21003,39,14897,0.00261798
131984,21003,8,14897,0.00053702
131985,21003,5,14897,0.00033564
131986,21003,20,14897,0.00134255
131988,21127,161,2614,0.06159143
131989,21127,558,2614,0.21346595
131991,21127,77,2614,0.02945677
131994,20022,2,487,0.00410678
131996,20022,315,487,0.64681725
131998,20459,127,2561,0.04959
132000,20340,177,1420,0.12464789
132001,20340,2,1420,0.00140845
132002,21209,447,5520,0.08097826
132003,21209,243,5520,0.04402174
132004,21027,53,3762,0.01408825
132005,21027,115,3762,0.03056885
132018,20244,128,1844,0.06941432
132019,20545,8,1368,0.00584795
132020,20545,73,1368,0.05336257
132022,20244,384,1844,0.20824295
132023,20244,317,1844,0.17190889
132024,20163,318,737,0.43147897
132025,20234,163,7174,0.02272094
132026,20234,70,7174,0.00975746
132027,20234,25,7174,0.00348481
132028,20041,32,17506,0.00182795
132029,20041,341,17506,0.01947904
132030,20041,11,17506,0.00062836
132031,20041,786,17506,0.04489889
132032,20171,38,17381,0.0021863
132033,20171,82,17381,0.0047178
132034,20171,7,17381,0.00040274
132035,20171,10,17381,0.00057534
132036,20171,178,17381,0.01024107
132037,20171,31,17381,0.00178356
132038,20309,660,6867,0.09611184
132039,20134,417,20664,0.02018002
132040,20134,69,20664,0.00333914
132042,20278,1992,29998,0.06640443
132043,20232,593,15225,0.0389491
132044,20232,172,15225,0.01129721
132047,20232,1619,15225,0.10633826
132049,20184,1339,47444,0.02822275
132051,20184,975,47444,0.02055054
132052,20184,8,47444,0.00016862
132053,20184,6,47444,0.00012647
132054,20184,32,47444,0.00067448
132055,20184,197,47444,0.00415226
132056,20184,889,47444,0.01873788
132057,20184,2,47444,0.000042155
132058,20184,4,47444,0.00008431
132059,20044,12,10050,0.00119403
132060,20044,17,10050,0.00169154
132061,20044,1,10050,0.000099503
132062,20044,3,10050,0.00029851
132063,20044,5,10050,0.00049751
132064,20044,192,10050,0.01910448
132066,30169,6,14124,0.00042481
132067,30169,2,14124,0.0001416
132068,30169,45,14124,0.00318607
132069,30169,861,14124,0.06096007
132071,30077,3,15918,0.00018847
132072,30077,2,15918,0.00012564
132073,30077,1,15918,0.000062822
132074,30077,3,15918,0.00018847
132075,30077,6,15918,0.00037693
132076,30094,6,19140,0.00031348
132077,30094,10,19140,0.00052247
132079,30094,2,19140,0.00010449
132080,30094,129,19140,0.00673981
132081,30094,5,19140,0.00026123
132082,30094,1,19140,0.000052247
132083,30094,4,19140,0.00020899
132086,30073,4,29251,0.00013675
132087,30003,6,26014,0.00023065
132088,30003,1,26014,0.000038441
132089,30003,5,26014,0.0001922
132091,30003,5,26014,0.0001922
132092,30003,5,26014,0.0001922
132093,30003,7,26014,0.00026909
132095,30003,2,26014,0.000076882
132096,30003,1,26014,0.000038441
132097,30003,588,26014,0.02260321
132098,30149,7,13698,0.00051102
132099,30145,602,5063,0.11890184
132100,30059,220,7667,0.02869441
132101,30059,8,7667,0.00104343
132102,30059,1,7667,0.00013043
132103,30059,4,7667,0.00052172
132104,30059,4,7667,0.00052172
132105,30059,3,7667,0.00039129
132106,30048,70,20122,0.00347878
132107,30048,239,20122,0.01187755
132108,30048,6,20122,0.00029818
132110,30108,6,42348,0.00014168
132112,30082,249,4754,0.05237695
132113,30082,34,4754,0.00715187
132114,30082,4,4754,0.0008414
132115,30082,6,4754,0.0012621
132116,30082,5,4754,0.00105175
132117,30111,7,6485,0.00107941
132120,30111,6,6485,0.00092521
132121,30204,3,6561,0.00045725
132122,30204,60,6561,0.00914495
132123,30204,490,6561,0.07468374
132124,30204,320,6561,0.04877305
132125,30204,318,6561,0.04846822
132130,27008,72,117437,0.0006131
132136,27008,604,117437,0.00514318
132138,27008,1495,117437,0.01273023
132139,27008,457,117437,0.00389145
132141,27008,1245,117437,0.01060143
132143,27002,251,87804,0.00285864
132144,27002,468,87804,0.00533005
132145,27002,177,87804,0.00201585
132860,16008,5,21796,0.0002294
132861,16008,551,21796,0.02527987
132863,16008,9,21796,0.00041292
132865,16008,16,21796,0.00073408
132866,16008,34,21796,0.00155992
132867,16008,5,21796,0.0002294
132868,16008,5,21796,0.0002294
132869,16008,22,21796,0.00100936
132870,16008,34,21796,0.00155992
132873,16008,6,21796,0.00027528
132874,16008,11,21796,0.00050468
132875,16008,28,21796,0.00128464
132876,16008,7,21796,0.00032116
132877,16008,9,21796,0.00041292
132879,16010,6,8890,0.00067492
132880,16010,12,8890,0.00134983
132881,16010,57,8890,0.0064117
132882,16010,6,8890,0.00067492
132883,16010,17,8890,0.00191226
132884,16010,8,8890,0.00089989
132888,16010,13,8890,0.00146232
132891,16010,6,8890,0.00067492
132892,16010,10,8890,0.00112486
132893,16010,2,8890,0.00022497
132895,16010,1,8890,0.00011249
132896,16010,4,8890,0.00044994
132897,16052,6,12509,0.00047966
132898,16010,32,8890,0.00359955
132899,16010,10,8890,0.00112486
132902,16010,6,8890,0.00067492
132903,16010,6,8890,0.00067492
132904,16010,19,8890,0.00213723
132908,16010,3,8890,0.00033746
132909,12068,78,19756,0.00394817
132911,12016,4,11552,0.00034626
132912,12016,8,11552,0.00069252
132913,12016,18,11552,0.00155817
132914,12016,28,11552,0.00242382
132916,12016,17,11552,0.00147161
132919,12016,272,11552,0.02354571
132923,12016,115,11552,0.00995499
132929,12073,2,15559,0.00012854
132931,12073,5,15559,0.00032136
132932,12073,8,15559,0.00051417
132935,12073,15,15559,0.00096407
132936,12073,13,15559,0.00083553
132937,12073,3,15559,0.00019281
132938,12073,6,15559,0.00038563
132939,12073,33,15559,0.00212096
132942,12022,26,32509,0.00079978
132944,12022,1622,32509,0.04989388
132945,12022,17,32509,0.00052293
132946,12022,2,32509,0.000061521
132947,12022,335,32509,0.01030484
132948,12022,796,32509,0.02448553
132950,12022,154,32509,0.00473715
132951,12022,2,32509,0.000061521
132953,12022,36,32509,0.00110739
132956,12003,35,23023,0.00152022
132957,12067,182,9400,0.0193617
132958,12067,21,9400,0.00223404
132959,12067,258,9400,0.02744681
132965,12007,6,13496,0.00044458
132966,12007,48,13496,0.00355661
132967,12007,273,13496,0.02022822
132968,12007,166,13496,0.01229994
132969,12007,96,13496,0.00711322
132970,12007,12,13496,0.00088915
132972,12007,2,13496,0.00014819
132973,12058,27,30220,0.00089345
132974,12058,17,30220,0.00056254
132975,12058,257,30220,0.0085043
132976,12006,81,5352,0.01513453
132978,12058,467,30220,0.01545334
132979,12058,446,30220,0.01475844
132980,12026,757,6847,0.11055937
132984,12026,877,6847,0.12808529
132985,12017,149,8053,0.01850242
132986,12017,12,8053,0.00149013
132987,12017,521,8053,0.06469639
132994,12059,925,21274,0.04348031
132998,12034,253,14102,0.01794072
132999,12034,561,14102,0.03978159
133000,12034,374,14102,0.02652106
133004,12034,1111,14102,0.07878315
133009,12008,336,5548,0.06056237
133015,21087,1135,5640,0.20124114
133018,21032,501,785,0.63821656
133022,21047,2,4693,0.00042617
133034,21024,3,386,0.00777202
133037,21113,81,3264,0.02481618
133038,21009,36,798,0.04511278
133039,21009,23,798,0.02882206
133041,21003,210,14897,0.0140968
133042,21003,795,14897,0.05336645
133043,21003,3,14897,0.00020138
133044,21003,83,14897,0.00557159
133045,21003,798,14897,0.05356783
133049,21127,86,2614,0.03289977
133050,21127,773,2614,0.29571538
133053,20459,208,2561,0.08121827
133055,20459,120,2561,0.0468567
133056,20459,107,2561,0.04178055
133057,20459,8,2561,0.00312378
133058,20459,8,2561,0.00312378
133061,21027,2,3762,0.00053163
133062,21209,31,5520,0.00561594
133063,21027,8,3762,0.00212653
133064,21027,10,3762,0.00265816
133065,21027,60,3762,0.01594896
133066,21027,10,3762,0.00265816
133067,21027,427,3762,0.11350346
133076,21035,258,9240,0.02792208
133078,21035,2081,9240,0.22521645
133080,20545,133,1368,0.09722222
133081,20545,9,1368,0.00657895
133082,20434,129,3886,0.03319609
133083,20434,200,3886,0.0514668
133084,20163,328,737,0.44504749
133085,20163,9,737,0.01221167
133086,20249,140,825,0.16969697
133087,20029,61,3452,0.01767092
133088,20041,173,17506,0.00988233
133089,20041,204,17506,0.01165315
133090,20171,296,17381,0.01703009
133091,20171,58,17381,0.00333698
133092,20171,336,17381,0.01933145
133093,20171,168,17381,0.00966573
133094,20171,123,17381,0.00707669
133095,20171,67,17381,0.00385478
133096,20171,39,17381,0.00224383
133097,20309,639,6867,0.09305374
133098,20309,66,6867,0.00961118
133099,20278,286,29998,0.00953397
133100,20278,1553,29998,0.05177012
133101,20278,53,29998,0.00176678
133102,20278,896,29998,0.02986866
133105,20278,912,29998,0.03040203
133106,20184,571,47444,0.01203524
133109,20184,109,47444,0.00229745
133110,20184,8,47444,0.00016862
133111,20184,5,47444,0.00010539
133112,20184,473,47444,0.00996965
133113,20184,1016,47444,0.02141472
133114,20184,289,47444,0.00609139
133115,20184,408,47444,0.00859961
133116,30119,6,591,0.01015228
133117,20184,2,47444,0.000042155
133118,20044,2,10050,0.00019901
133119,20044,4,10050,0.00039801
133120,20044,5,10050,0.00049751
133121,20044,45,10050,0.00447761
133122,20044,5,10050,0.00049751
133123,30054,2,7550,0.0002649
133125,30169,1266,14124,0.08963466
133126,30169,30,14124,0.00212404
133127,30169,3,14124,0.0002124
133128,30169,86,14124,0.00608893
133130,30077,553,15918,0.03474055
133131,30077,6,15918,0.00037693
133132,30077,3,15918,0.00018847
133133,30077,6,15918,0.00037693
133134,30077,1,15918,0.000062822
133135,30094,840,19140,0.04388715
133137,30094,2,19140,0.00010449
133138,30094,5,19140,0.00026123
133139,30094,187,19140,0.00977012
133140,30094,4,19140,0.00020899
133144,30073,385,29251,0.01316194
133145,30073,2,29251,0.000068374
133146,30073,1,29251,0.000034187
133147,30003,1,26014,0.000038441
133148,30003,1,26014,0.000038441
133149,30003,1,26014,0.000038441
133150,30003,11,26014,0.00042285
133152,30003,3,26014,0.00011532
133153,30003,24,26014,0.00092258
133154,30003,190,26014,0.00730376
133155,30003,5,26014,0.0001922
133156,30003,2,26014,0.000076882
133157,30104,651,8105,0.08032079
133159,30059,4,7667,0.00052172
133160,30059,3,7667,0.00039129
133161,30059,8,7667,0.00104343
133162,30059,2,7667,0.00026086
133163,30059,20,7667,0.00260858
133164,30059,5,7667,0.00065215
133165,30059,7,7667,0.000913
133166,30048,2465,20122,0.12250273
133167,30108,5,42348,0.00011807
133172,30048,1,20122,0.000049697
133173,30206,11,1805,0.00609418
133174,30082,6,4754,0.0012621
133175,30082,805,4754,0.16933109
133176,30082,18,4754,0.00378629
133179,30204,175,6561,0.02667276
133180,30204,3,6561,0.00045725
133181,30204,6,6561,0.0009145
133183,30204,4,6561,0.00060966
133184,30204,15,6561,0.00228624
133185,27008,269,117437,0.00229059
133187,27008,21,117437,0.00017882
133193,27008,11,117437,0.000093667
133194,27008,245,117437,0.00208623
133195,27008,1415,117437,0.01204901
133196,27008,908,117437,0.00773181
133198,27008,475,117437,0.00404472
133199,27008,1402,117437,0.01193832
133204,27002,206,87804,0.00234614
133916,16008,23,21796,0.00105524
133917,16008,590,21796,0.02706919
133918,16008,9,21796,0.00041292
133920,16008,165,21796,0.0075702
133923,16008,3,21796,0.00013764
