GRIDCODE,CVENTMUN,Fb
157330,15082,0.015072848
157331,15080,0.001900535
157332,15080,0.012272151
157333,15080,0.010145644
157334,15004,0.010632588
157335,15004,0.072454455
157336,15004,0.02194764
157337,15004,0.024478247
157338,15004,0.015648326
157339,15004,0.043024565
157340,15004,0.010276884
157341,15021,0.00704202
157342,15021,0.013167103
157343,15040,0.086298445
157344,15040,0.1025673
157345,15040,0.080289994
157346,15040,7.99E-05
157347,15119,0.019449068
157348,15052,0.002240594
157349,15052,0.052321847
157350,15052,0.065573799
157351,15052,0.044182982
157352,15052,0.036262486
157353,17015,0.070183764
157354,17015,0.061680107
157355,17015,0.064901473
157356,17007,0.002635019
157357,17007,0.045981427
157358,17007,0.019175483
157361,17008,0.007376158
157362,17008,0.035662071
157363,17011,0.04871261
157364,17029,0.009679314
157365,17029,0.089939252
157366,17029,0.074537584
157367,17006,0.351682426
157372,17030,0.16740831
157373,17030,0.145653934
157375,17016,0.002173686
157377,17022,0.002967374
157378,17022,0.000811857
157379,21022,0.015116749
157380,21022,0.056434198
157381,21022,0.006789405
157382,21022,0.011693312
157383,21022,0.033427795
157384,21019,0.002572213
157385,21019,0.007663512
157388,21069,0.064629226
157389,21019,0.061969632
157390,21019,0.159918604
157391,21019,0.068056157
157392,21019,0.00010083
157393,21121,0.031430874
157394,21121,0.00280724
157395,21114,6.74E-06
157396,21114,0.003171809
157397,21114,0.00057541
157398,21150,0.004787884
157399,21193,0.0339286
157400,21193,0.019059637
157401,21153,0.000284205
157402,21153,0.02081223
157403,21153,0.03196556
157404,21153,0.049501025
157405,21020,0.202385182
157407,21171,0.293674096
157408,21189,0.097728109
157413,21154,0.004903862
157414,21154,0.03270861
157415,21110,0.04492617
157416,21110,0.068781044
157417,21110,0.026689293
157420,21110,0.002146636
157421,21110,0.051692729
157422,21099,0.012325581
157423,21099,0.000655038
157424,21110,0.001276147
157426,30018,0.188465438
157427,30018,0.11150504
157428,30099,0.059317783
157429,30006,0.000190583
157430,30006,0.000396686
157431,30030,0.114182132
157432,30030,0.384006295
157433,30030,0.092895489
157434,30135,0.075789003
157435,30135,0.163582695
157436,30085,0.063624343
157437,30085,0.05670676
157438,30085,0.041753731
157439,30113,0.116646601
157441,30014,0.00011514
157442,30014,0.16153555
157443,30014,0.085568218
157444,30052,0.032443194
157449,30031,1.56E-05
157450,30031,0.014052199
157451,30031,0.068862855
157452,30031,0.098473488
157453,30031,0.068432096
157454,30031,0.044232471
157455,30031,0.030949202
157456,30031,0.010740596
157457,30049,0.027609822
157458,30049,0.019009618
157459,30049,0.001867398
157460,30181,0.015734453
157461,30181,0.013941326
157462,30181,0.00955335
157463,30181,0.007119462
157466,30181,0.000715781
157470,30181,0.00339811
157471,30181,0.015137748
157472,30075,0.015842977
157473,30075,0.026846726
157474,30075,0.025440261
157475,30075,0.036141608
157476,30011,0.004374287
157477,30011,0.006975319
157478,30011,0.010603851
157479,30011,0.00754637
157480,30011,0.00841607
157481,30011,0.007645452
157482,30011,0.011092602
157483,30011,0.012061597
157484,30011,0.008819959
157485,30011,0.003463561
157486,30011,0.000171189
157498,30015,0.000192999
157501,30141,5.93E-05
158249,6001,5.43E-06
158250,6001,0.00343125
158259,6009,0.017825174
158260,6006,0.00092395
158261,6006,0.0064005
158262,6006,0.018162579
158263,6006,0.021810548
158264,6006,0.012917427
158265,6002,0.000236265
158266,6002,0.006103244
158267,6002,0.000352017
158268,6002,0.000114725
158269,16026,0.009101245
158270,16026,0.009101245
158271,16026,0.008989594
158272,16026,0.005434555
158273,16026,0.00810313
158274,16015,0.000831492
158275,16015,0.003161421
158276,16015,0.003236751
158277,16015,0.003236751
158278,16015,0.003236751
158279,16015,0.003236751
158280,16015,0.003236751
158281,16015,0.003236751
158282,16015,0.003236751
158283,16015,0.003236751
158284,16015,0.003236751
158285,16015,0.003236751
158286,16015,0.003236751
158287,16015,0.003236751
158288,16015,0.003236751
158289,16002,0.000841542
158290,16002,0.0060337
158291,16002,0.007365904
158292,16002,0.007365904
158293,16002,0.001982168
158294,16002,0.003588037
158295,16002,0.004287938
158296,16002,0.007257451
158297,16002,0.007365904
158298,16002,0.00663364
158299,16002,0.001037685
158300,16006,0.003899861
158301,16006,0.006401168
158302,16006,0.008355074
158303,16006,0.00821895
158304,16006,0.008455745
158305,16006,0.008455745
158306,16006,0.007262084
158307,16006,0.004479568
158308,16006,0.00202144
158309,16006,0.006471465
158310,16006,0.001496142
158311,16064,0.017337232
158312,16064,0.015258346
158313,16006,3.35E-06
158314,16055,0.002311114
158315,16055,0.019926365
158316,16055,0.002510697
158318,16035,4.10E-07
158319,16035,0.001289933
158320,16035,0.004615125
158321,16035,0.00329698
158322,16035,0.00322139
158323,16035,0.004752985
158324,16035,0.005795699
158325,16035,0.005801548
158326,16035,0.005801548
158327,16035,0.005753378
158328,16035,0.005688638
158329,16035,0.004709347
158330,16035,0.002150614
158331,16035,0.003425011
158332,16035,0.005381446
158333,16035,0.004464449
158334,16029,0.001313947
158335,16029,0.007491994
158336,16029,0.002282793
158337,16097,0.005206357
158338,16097,0.007489878
158339,16097,0.007468822
158340,16097,0.006186073
158341,16097,0.005353716
158342,16097,0.004081286
158343,16097,0.007066162
158344,16097,0.007489878
158345,16097,0.006411302
158346,16097,0.007489878
158347,16097,0.004436533
158348,16097,0.007489878
158349,16013,0.005141517
158350,16013,0.010580369
158351,16013,0.009263973
158352,16013,0.01088675
158353,16013,0.010917392
158354,16013,0.010545118
158355,16013,0.007989412
158356,16013,0.010527189
158357,16013,0.010917392
158358,16013,0.005671556
158359,16013,0.010897883
158360,16013,0.006497335
158361,16092,0.006553642
158362,16092,0.005697128
158363,16092,0.004542263
158364,16092,0.006479708
158365,16092,0.003565047
158366,16092,0.003788152
158367,16092,0.006553642
158368,16092,0.006553642
158369,16092,0.006553642
158370,12027,0.000206179
158371,15123,0.014001508
158372,15123,0.014241893
158373,15123,0.014241893
158374,15123,0.014241893
158375,15123,0.014138622
158376,15123,0.008727489
158377,15123,0.012795366
158378,15123,0.014241893
158379,15123,0.014241893
158380,15123,0.01300828
158381,15123,0.009389471
158382,15082,1.53E-05
158383,15082,0.012494743
158384,15082,0.015072848
158385,15082,0.015072848
158386,15082,0.007118371
158387,15082,0.010019673
158388,15082,0.010815858
158389,15082,0.013306664
158390,15082,0.012744524
158391,15082,0.007416511
158392,15097,0.056020464
158393,15004,0.010173408
158394,15004,0.040563449
158395,15004,0.052199742
158396,15004,0.024601596
158397,15004,0.040864702
158398,15004,0.000584648
158399,15021,0.002483539
158400,15021,0.037396228
158401,15021,0.008229562
158402,15040,0.062839654
158403,15040,0.068701491
158404,15040,0.008567532
158405,15113,0.006798505
158406,15119,0.029180276
158407,15052,0.017805579
158408,15052,0.055697858
158409,15052,0.062385696
158410,15052,0.046864431
158411,15052,0.03105783
158412,15063,0.008137312
158413,15063,9.51E-07
158414,17015,0.061432013
158415,17007,0.028853876
158416,17007,0.026877968
158417,17007,0.000553687
158418,17018,0.017328492
158420,17011,0.006590362
158421,17011,0.096206921
158422,17011,0.297142215
158423,17029,0.071768859
158424,17029,0.007384789
158425,17029,0.020751401
158426,17006,0.001106933
158432,17016,0.001655535
158433,17016,0.022459213
158435,17016,0.184972956
158436,17016,0.134510816
158437,17022,0.038178117
158438,17022,0.00099017
158439,21022,0.00445218
158440,21188,0.030844137
158441,21188,0.0123263
158442,21022,0.002167095
158443,21019,0.005724514
158444,21019,0.024264364
158447,21019,0.010581669
158448,21019,0.093269211
158449,21019,0.126260111
158450,21019,0.051730701
158451,21019,0.000367138
158452,21114,0.04436023
158453,21114,0.047953707
158454,21114,0.045448467
158455,21114,0.042444824
158456,21114,0.019628974
158457,21193,0.037992459
158458,21193,0.034834778
158459,21193,0.021591607
158460,21153,0.005801706
158461,21153,0.07570631
158462,21153,0.060091011
158463,21153,0.032847803
158464,21153,0.016439789
158466,21182,0.880956473
158467,21189,0.025902839
158472,21154,0.098351445
158473,21110,0.000474476
158474,21110,0.042827206
158475,21110,0.013749152
158476,21110,0.000715386
158479,21110,0.013231756
158480,21110,0.027453454
158481,21110,0.014820439
158482,21110,8.42E-05
158483,21063,0.057916094
158485,21063,0.049970998
158486,30099,0.11905653
158487,30099,0.060021362
158488,30099,0.104533813
158489,30115,0.128932452
158490,30030,0.005889543
158491,30074,0.114213119
158492,30074,0.41060486
158493,30074,0.076535502
158494,30085,0.028988147
158495,30085,0.142556894
158496,30085,0.068103952
158497,30085,0.001286326
158500,30014,0.14104391
158501,30014,0.328830063
158502,30014,0.01617751
158510,30031,0.014012839
158511,30031,0.038340191
158512,30031,0.009098509
158515,30049,0.000833829
158516,30049,0.01839187
158517,30049,0.025986531
158518,30049,0.027442562
158519,30049,0.022850179
158520,30049,0.018233388
158521,30049,0.024016952
158522,30049,0.008255964
158523,30181,0.009361771
158524,30181,0.006482497
158525,30181,0.006289289
158527,30181,0.000182254
158529,30181,0.00031643
158530,30181,0.013209792
158531,30181,0.016097779
158532,30011,0.000269521
158533,30011,0.001821547
158534,30011,0.002676438
158535,30011,0.012546436
158536,30011,0.012882483
158537,30011,0.003235564
158538,30011,8.30E-05
158539,30011,0.003531879
158540,30011,0.004839601
158541,30011,0.008224333
158542,30011,0.000843944
159307,6001,0.002626164
159308,6001,0.00889654
159309,6001,0.017277129
159310,6001,0.001290487
159316,6009,0.00259081
159317,6009,0.017800632
159318,6006,0.003291153
159319,6006,0.025679979
159320,6006,0.027530369
159321,6006,0.024661164
159322,6006,0.01504036
159323,6006,0.029549582
159324,6006,0.0299827
159325,6002,0.015164301
159326,6002,0.018162066
159327,6002,0.002491869
159328,16026,0.008782426
159329,16026,0.009101245
159330,16026,0.009101245
159331,16026,0.009101245
159332,16015,0.000252216
159333,16015,0.001286633
159334,16015,0.00316826
159335,16015,0.003236751
159336,16015,0.003236751
159337,16015,0.003236751
159338,16015,0.003236751
159339,14087,0.00069369
159340,14087,0.003030871
159341,14087,0.000922728
159342,16015,0.003236751
159343,16015,0.003236751
159344,16015,0.003236751
159345,16015,0.003236751
159346,16015,0.003236751
159347,16015,0.003236751
159348,16015,0.003236751
159349,16002,0.000461893
159350,16002,0.005360857
159351,16002,0.006823559
159352,16002,0.001078981
159353,16002,0.004238128
159354,16002,0.003986822
159355,16002,0.005037763
159356,16002,0.005995328
159357,16002,0.00215277
159358,16002,0.000995906
159359,16006,0.000574976
159360,16006,0.005147241
159361,16006,0.008455745
159362,16006,0.008455745
159363,16006,0.008455745
159364,16006,0.006820956
159365,16006,0.005258834
159366,16006,0.002458247
159367,16006,0.001409244
159368,16006,0.001359455
159369,16006,0.000913957
159370,16064,0.029207091
159371,16064,0.025510893
159372,16064,0.015897349
159373,16064,5.48E-05
159378,16035,0.001336971
159379,16035,0.003703586
159380,16035,0.005801548
159381,16035,0.005801548
159382,16035,0.005673286
159383,16035,0.004785568
159384,16035,0.004020085
159385,16035,0.004615197
159386,16035,0.003724693
159387,16035,0.004477982
159388,16035,0.002286448
159389,16035,0.003692058
159390,16035,0.004575796
159391,16035,0.003932223
159392,16035,0.005297712
159393,16029,0.00244747
159394,16029,0.009858186
159395,16029,0.00119086
159396,16097,0.006694527
159397,16097,0.00746019
159398,16097,0.007397187
159399,16097,0.005467397
159400,16097,0.00428484
159401,16097,0.003755457
159402,16097,0.005199524
159403,16097,0.004451396
159404,16097,0.005055708
159405,16097,0.00726527
159406,16097,0.007489878
159407,16097,0.007489878
159408,16013,0.001279689
159409,16013,0.010917392
159410,16013,0.010524985
159411,16013,0.009544838
159412,16013,0.010307595
159413,16013,0.010772525
159414,16013,0.005389564
159415,16013,0.008615409
159416,16013,0.007392236
159417,16013,0.00857077
159418,16013,0.010917392
159419,16013,0.010101523
159420,16013,0.002672629
159421,16092,0.006553642
159422,16092,0.006553642
159423,16092,0.006553642
159424,16092,0.003699978
159425,16092,0.006011359
159426,16092,0.006553642
159427,16092,0.006553642
159428,16092,0.006553642
159429,16092,0.006553642
159430,15123,0.003365748
159431,15123,0.012638379
159432,15123,0.014241893
159433,15123,0.014241893
159434,15123,0.007193602
159435,15123,0.010339434
159436,15123,0.014034158
159437,15123,0.014241893
159438,15123,0.014241893
159439,15123,0.005877133
159440,15123,1.67E-06
159441,15123,0.001338784
159442,15082,0.011134959
159443,15082,0.015072848
159444,15082,0.015072848
159445,15082,0.010111029
159446,15077,0.000859939
159447,15077,0.040435268
159448,15077,0.020859566
159449,15082,0.012244353
159450,15082,0.013531322
159451,15082,0.000271156
159452,15097,0.055202338
159453,15097,0.018430141
159454,15004,0.016281644
159455,15004,0.000132292
159456,15021,0.015572076
159457,15021,0.025730701
159458,15021,0.001035324
159459,15021,0.026440869
159460,15021,0.017313651
159461,15040,0.003036245
159462,15113,0.003275899
159463,15088,0.001537979
159464,15088,0.00801842
159465,15088,0.036604546
159466,15052,0.012230129
159467,15052,0.055839454
159468,15052,0.023074436
159469,15052,0.004652629
159470,15052,0.027647577
159471,15063,0.032837477
159472,15063,0.029950446
159473,15063,0.011624965
159474,17007,0.098883104
159475,17007,0.069057717
159476,17007,0.018248912
159477,17007,2.16E-06
159480,17011,0.199584059
159481,17011,0.005220709
159482,17020,0.006155008
159485,17029,0.001997319
159486,17026,0.000103133
159487,17002,0.000645097
159493,17016,0.061344212
159494,17016,0.140016566
159495,17016,0.00270883
159496,17022,0.008145456
159497,17022,0.009604427
159498,21188,0.03037591
159499,21188,0.01391787
159500,21188,0.001753657
159501,21022,2.85E-05
159508,21019,0.022514758
159509,21019,0.009649306
159510,21106,0.135537804
159511,21106,0.024643964
159512,21114,0.043594278
159513,21114,0.032883209
159514,21114,0.022944328
159515,21114,0.023048424
159516,21114,0.002325792
159517,21193,0.036781514
159518,21153,0.008537301
159519,21153,0.029007161
159520,21153,0.085594446
159521,21153,0.047328716
159522,21153,0.059653312
159523,21153,0.041551777
159524,21097,0.017955718
159525,21151,0.59421125
159530,21154,0.00535165
159531,21154,0.210521897
159532,21110,0.000889619
159533,21154,0.007220772
159537,21110,0.017032518
159538,21110,0.05196019
159539,21110,0.001091601
159542,21063,0.396383484
159544,21023,0.004263228
159545,21023,0.017648961
159546,30099,0.017078192
159547,30099,0.108900665
159548,30099,0.011532618
159549,30081,0.031361098
159550,30081,0.027447465
159551,30081,0.002268569
159552,30118,0.052806436
159553,30085,0.034543109
159554,30085,0.109954522
159555,30085,0.110449175
159556,30085,0.011687969
159559,30014,0.129936648
159560,30014,0.136792961
159569,30031,0.057155432
159570,30031,0.098433705
159571,30031,0.033697964
159572,30031,0.032488534
159573,30031,0.072813345
159574,30031,0.006769884
159575,30049,0.024470127
159576,30049,0.006228443
159577,30049,0.023274966
159578,30049,0.027719138
159579,30049,0.027719138
159580,30049,0.027719138
159581,30049,0.019606244
159582,30049,0.010144762
159583,30049,0.001890555
159584,30181,0.015141569
159585,30181,0.014453264
159586,30181,0.01270349
159587,30181,0.001593252
159588,30181,0.000823617
159589,30181,0.004821024
159590,30181,0.010727189
159591,30011,0.01011118
159592,30011,0.014213654
159593,30011,0.014400812
159594,30011,0.014400812
159595,30011,0.006876984
159596,30011,0.003582858
159597,30011,0.007329256
159598,30011,0.005698136
159599,30011,0.001598617
160364,6007,0.00035835
160365,6001,0.004193208
160366,6001,0.020979935
160367,6001,0.017693644
160368,6001,0.022235803
160369,6001,0.024106201
160370,6001,0.014078876
160371,6001,0.015681284
160372,6009,0.003553636
160375,6009,0.0091898
160376,6009,0.022914574
160377,6006,0.007600889
160378,6006,0.023671379
160379,6006,0.01828329
160380,6006,0.014304796
160381,6006,0.028953361
160382,6006,0.0299827
160383,6006,0.0299827
160384,6002,0.018127308
160385,6002,0.018537901
160386,6002,0.010842631
160387,16026,0.003448136
160388,16026,0.008988115
160389,16026,0.008857449
160390,16015,7.39E-05
160391,16015,0.001236563
160392,16015,0.002999296
160393,16015,0.002741816
160394,16015,0.003178113
160395,16015,0.003236751
160396,16015,0.003236751
160397,14087,0.000649353
160398,14087,0.005998867
160399,14087,0.007231214
160400,14087,0.006148379
160401,14087,0.000357211
160402,16015,0.003236751
160403,16015,0.003236751
160404,16015,0.003236751
160405,16015,0.002779547
160406,16015,0.003222386
160407,16015,0.002011961
160408,16015,0.000246554
160409,16002,5.87E-06
160410,16002,0.000459411
160411,16089,0.011338497
160412,16002,0.003553639
160413,16002,0.003641119
160414,16002,0.004497845
160415,16002,0.007015305
160416,16002,0.001175802
160417,16002,0.000685373
160418,16002,0.000656829
160419,16006,0.004683438
160420,16006,0.008455745
160421,16006,0.007364854
160422,16006,0.006907677
160423,16006,0.001764097
160424,16006,0.002897686
160425,16006,0.002937165
160426,16006,0.003479382
160427,16006,0.003569414
160428,16006,0.002068662
160429,16064,0.016702688
160430,16064,0.011207922
160431,16064,0.002030261
160432,16055,0.004468567
160433,16055,0.009413922
160436,16055,0.0021645
160437,16035,0.001240568
160438,16035,0.005007239
160439,16035,0.005657414
160440,16035,0.005801548
160441,16035,0.005306382
160442,16035,0.003787038
160443,16035,0.004295632
160444,16035,0.003824734
160445,16035,0.003613267
160446,16035,0.000866592
160447,16035,0.001301005
160448,16035,0.005167895
160449,16009,9.35E-05
160450,16009,0.009728143
160451,16009,0.003323028
160452,16029,0.000585357
160453,16029,0.002581564
160454,16029,0.000196585
160455,16097,0.003548067
160456,16097,0.005630138
160457,16097,0.006400869
160458,16097,0.00514174
160459,16097,0.00620252
160460,16097,0.007025855
160461,16097,0.007411538
160462,16097,0.006813119
160463,16097,0.007345801
160464,16097,0.007239657
160465,16057,0.004191244
160466,16057,0.012400967
160467,16013,5.09E-05
160468,16013,0.004175498
160469,16013,0.00872341
160470,16013,0.00718876
160471,16013,0.008300345
160472,16013,0.009331552
160473,16013,0.010510197
160474,16013,0.00940378
160475,16013,0.005710798
160476,16013,0.003605847
160477,16013,0.010912528
160478,16013,0.007935206
160479,16013,0.004997084
160480,16092,0.006553642
160481,16092,0.006553642
160482,16092,0.006553642
160483,16092,0.004034075
160484,16092,0.006553642
160485,16092,0.006553642
160486,16092,0.006553642
160487,16092,0.006553642
160488,16092,0.006553642
160489,16092,0.006341772
160490,15123,0.001995412
160491,15123,0.013432183
160492,15123,0.013922963
160493,15123,0.012125963
160494,15123,0.014241893
160495,15123,0.014241893
160496,15123,0.011280026
160497,15123,0.011817939
160498,15123,0.01226584
160499,15123,0.001876394
160500,15123,0.008567184
160501,15082,0.00887032
160502,15082,0.015072848
160503,15082,0.009985999
160504,15082,0.011385177
160505,15077,0.010319466
160506,15077,0.069135558
160507,15077,0.078722278
160508,15077,0.062152816
160509,15077,0.035718829
160510,15097,0.127593978
160511,15097,0.04252652
160512,15097,0.027255176
160513,15097,0.017573294
160514,15021,0.015649035
160515,15021,0.049091364
160516,15021,0.02155559
160517,15021,0.006558796
160518,15021,0.038353492
160519,15021,0.005496235
160520,15113,0.030295207
160521,15113,0.019060283
160522,15088,0.004290174
160523,15088,0.018011885
160524,15088,0.001266415
160525,15052,0.005446473
160526,15052,0.058238773
160527,15052,0.014574805
160528,15052,0.001947996
160529,15052,0.000346111
160530,15063,0.028989089
160531,15063,0.031155711
160532,15063,0.031609267
160533,15063,0.000650794
160534,17007,0.077202278
160535,17007,0.075546125
160536,17007,0.00055847
160538,17020,0.003822726
160539,17020,0.041869717
160540,17020,0.039605557
160541,17020,0.042226262
160542,17020,0.029299181
160543,17020,0.010731725
160544,17026,0.086531629
160545,17026,0.198028522
160546,17002,0.003238926
160547,17002,1.09E-05
160548,17002,0.006322862
160549,17002,0.272853742
160551,17030,0.003070488
160552,17016,0.01030181
160553,17016,0.105693547
160554,17016,0.001919388
160555,17022,0.130495692
160556,17022,0.014259566
160557,21188,0.045277292
160558,21188,0.012225729
160563,21019,0.025829466
160564,21019,0.00293979
160565,21019,0.006198859
160566,21148,0.017288273
160567,21106,0.063734004
160568,21106,0.102556954
160569,21106,0.096313403
160570,21106,0.009216954
160571,21114,0.00916294
160572,21114,0.025356629
160573,21114,0.007451119
160574,21114,0.014064818
160575,21114,0.008127691
160576,21040,0.02594647
160577,21040,0.056307643
160578,21040,0.006996159
160579,21153,0.06581048
160580,21153,0.041774336
160581,21153,0.069656873
160582,21153,0.051889883
160583,21097,0.423035429
160584,21097,0.436834982
160588,21154,0.002807722
160589,21154,0.112790566
160590,21154,0.087818882
160591,21110,0.000740553
160593,21115,0.000655211
160594,21110,0.000451306
160595,21110,0.020708967
160596,21045,4.45E-05
160597,21045,0.001681614
160602,21023,0.002331969
160603,21023,0.0070195
160604,21023,0.021307589
160605,21023,0.014302897
160606,21023,0.000290212
160607,30081,0.060093434
160608,30081,0.215017659
160609,30081,0.189757632
160610,30081,0.060499852
160611,30022,0.012006477
160612,30085,0.013163512
160613,30085,0.058060049
160614,30068,0.657731355
160615,30068,0.003314851
160627,30031,0.002430341
160628,30031,0.052069395
160629,30031,0.074612698
160630,30031,0.031266118
160631,30031,0.038348542
160632,30031,0.008530255
160633,30049,0.000942655
160634,30049,0.00027731
160636,30049,0.001896804
160637,30049,0.014386786
160638,30049,0.022048352
160639,30049,0.02476986
160640,30049,0.027719138
160641,30049,0.027719138
160642,30049,0.02475595
160643,30049,0.010718617
160644,30105,0.021232557
160645,30105,0.000327564
160646,30181,0.015189788
160647,30181,0.014060254
160648,30181,0.012365557
160649,30181,0.012201804
160650,30011,0.007629021
160651,30011,0.012547865
160652,30011,0.004540209
160653,30011,0.006253327
160654,30011,0.008893056
160655,30011,0.002716494
161422,6007,0.000834242
161423,6007,0.004841536
161424,6001,0.002902082
161425,6001,0.030609802
161426,6001,0.012347607
161427,6001,0.029492796
161428,6001,0.03766039
161429,6001,0.026892004
161430,6001,0.002250812
161433,6009,0.003038426
161434,6009,0.010737549
161435,6009,0.022914574
161436,6006,0.017590918
161437,6006,0.029916768
161438,6006,0.011077887
161439,6006,0.008797116
161440,6006,0.027425844
161441,6006,0.0299827
161442,6002,1.15E-05
161443,6002,0.017500207
161444,6002,0.013047802
161445,6002,0.007536577
161446,6002,0.006845833
161447,14065,0.004196047
161448,14065,0.004394932
161449,14065,0.007058987
161450,14065,0.003617343
161451,14065,0.003383292
161452,14065,0.005302476
161453,14065,4.47E-05
161454,16015,0.003236751
161455,16015,0.003236751
161456,14087,0.003680688
161457,14087,0.007231214
161458,14087,0.007231214
161459,14087,0.007231214
161460,14087,0.004603662
161461,14087,0.000173627
161462,16015,0.003236751
161463,16015,0.002083901
161464,16015,6.43E-05
161465,16015,0.001045733
161466,16015,0.000747662
161467,16089,0.013763815
161468,16089,0.012230086
161469,16089,0.017064132
161470,16089,0.024573217
161471,16089,0.022091015
161472,16089,1.49E-07
161473,16002,0.001524977
161474,16002,0.003767176
161475,16002,0.003369993
161476,16002,0.006038187
161477,16002,0.002404448
161478,16006,0.00644734
161479,16006,0.004300285
161480,16006,0.003989352
161481,16006,0.001842518
161482,16006,0.002668988
161483,16006,0.004637788
161484,16006,0.001630639
161485,16006,0.0001726
161486,16006,0.006432567
161487,16006,0.00511973
161488,16064,0.008972841
161489,16064,0.007688162
161491,16055,0.005690657
161492,16055,0.007050703
161495,16055,0.020379222
161496,16035,0.000606894
161497,16035,0.003612808
161498,16035,0.004486409
161499,16035,0.00570602
161500,16035,0.004403011
161501,16035,0.005045241
161502,16035,0.005437647
161503,16035,0.00283419
161504,16035,0.004549759
161505,16035,0.004247761
161506,16035,0.005355059
161507,16009,0.000411137
161508,16009,0.00879851
161509,16009,0.02615197
161510,16009,0.023808634
161511,16009,0.001530574
161512,16097,0.007489878
161513,16097,0.007489878
161514,16097,0.007466955
161515,16097,0.005567058
161516,16097,0.00597527
161517,16097,0.007212858
161518,16097,0.007379727
161519,16097,0.004299178
161520,16097,0.005007399
161521,16097,0.00380237
161522,16097,0.007489878
161523,16057,0.003094672
161524,16057,0.016425572
161525,16057,0.01490745
161526,16057,0.010897398
161527,16013,0.001793282
161528,16013,0.008340863
161529,16013,0.010223323
161530,16013,0.010670708
161531,16013,0.009002393
161532,16013,0.00467853
161533,16013,0.007632189
161534,16013,0.007828018
161535,16013,0.010318377
161536,16013,0.010914413
161537,16013,0.006520256
161538,16013,0.007147814
161539,16092,0.006553642
161540,16092,0.006553642
161541,16092,0.006553642
161542,16092,0.003457833
161543,16092,0.006553642
161544,16092,0.006553642
161545,16092,0.006553642
161546,16092,0.006553642
161547,16092,0.006553642
161548,16092,0.00647693
161549,15123,0.000115524
161550,15123,0.012351279
161551,15123,0.014241893
161552,15123,0.014241893
161553,15123,0.014241893
161554,15123,0.013983904
161555,15123,0.012994288
161556,15123,0.014241893
161557,15123,0.014241893
161558,15123,0.013147319
161559,15082,0.000297386
161560,15082,0.011367186
161561,15082,0.015072848
161562,15082,0.013338923
161563,15082,0.014741377
161564,15082,0.014991983
161565,15077,0.002463451
161566,15077,0.05166392
161567,15077,0.080946711
161568,15077,0.070714367
161569,15077,0.027886568
161570,15097,0.061931693
161571,15097,0.06537644
161572,15021,0.001179411
161573,15021,0.009100079
161574,15021,0.033988885
161575,15021,0.049547565
161576,15021,0.018787875
161577,15021,0.020101886
161578,15021,0.006992992
161579,15113,0.042835801
161580,15113,0.024507735
161581,15088,0.009506222
161582,15088,0.048954144
161583,15088,0.002019112
161584,15088,0.023552691
161585,15052,0.006064886
161586,15052,0.02245165
161587,15052,0.016501032
161588,15063,0.018884089
161589,15063,0.021756846
161590,15063,0.024152419
161591,15063,0.029446639
161592,15063,0.021982198
161593,17007,0.067162359
161594,17007,0.018243314
161597,17007,0.001017798
161598,17020,0.024136883
161599,17020,0.016065651
161600,17020,0.045375418
161601,17020,0.024309106
161602,17020,0.03538124
161603,17020,0.008500999
161604,17026,0.14327599
161605,17002,5.13E-05
161606,17002,0.000359267
161608,17002,0.090049209
161609,15094,0.046012952
161610,15015,0.043580457
161611,15015,0.006831773
161612,15034,0.052988666
161613,15034,0.114865195
161614,15034,0.003520152
161615,17022,0.059782807
161616,21188,0.08598738
161617,21188,0.025822061
161618,21019,0.000869285
161622,21019,0.004760259
161623,21019,0.013956645
161624,21019,0.066135653
161625,21019,0.000852668
161626,21106,0.037901481
161627,21106,0.120410808
161628,21106,0.033028648
161629,21106,0.008572275
161630,21114,0.027037894
161631,21114,0.010929945
161632,21114,0.016002443
161633,21114,0.039104845
161634,21040,0.003830796
161635,21040,0.020060461
161636,21040,0.037967908
161637,21040,0.036709456
161638,21040,0.015541116
161639,21040,0.01814794
161640,21153,0.021148517
161641,21153,0.001604331
161642,21097,0.09267942
161643,21097,0.029494451
161648,21154,0.010940681
161652,21115,0.005036705
161653,21110,0.001253632
161654,21110,0.054226085
161655,21045,0.003862391
161658,21045,0.005955188
161659,21045,0.00016634
161660,21045,0.017829994
161661,21023,0.081423432
161662,21023,0.030396802
161664,21023,0.035489603
161665,21023,0.003743744
161666,30081,0.102305199
161667,30081,0.168275432
161668,30081,0.113946167
161669,30081,0.020076645
161670,30022,0.143102236
161672,30085,0.015234213
161673,30068,0.306562516
161687,30031,0.0055745
161688,30031,0.013922236
161689,30031,0.006903623
161690,30049,0.007827236
161691,30049,0.008216151
161692,30049,0.010815615
161693,30049,0.001521936
161694,30049,0.005251776
161696,30049,0.012040245
161697,30049,0.005469842
161698,30049,0.010612557
161699,30049,0.026230961
161700,30049,0.027719138
161701,30049,0.023488853
161702,30049,0.009345934
161703,30105,0.038543469
161704,30105,0.016319196
161705,30181,0.016097779
161706,30181,0.015595389
161707,30181,0.016097779
161708,30181,0.014797571
161709,30011,0.006383019
161710,30011,0.012655593
161711,30011,0.002892163
161712,30011,0.003486918
161713,30011,6.57E-07
162477,6007,7.80E-05
162478,6007,0.00046683
162479,6007,0.000417204
162480,6007,0.000640062
162481,6007,0.002847371
162482,6007,0.004479006
162483,6007,0.002055774
162484,6001,0.004370947
162485,6001,0.016298973
