GRIDCODE,CVENTMUN,Furb,Frur,Fpob,Purb_T,Prur_T,P_tot
208245,21107,0,0.27512305,0.23047848,0,2683,2683
208246,21072,0.49943311,0.15755835,0.1959972,881,2194,3075
208247,21072,0,0.25263914,0.22423354,0,3518,3518
208248,30203,0,0.28199354,0.21438142,0,2880,2880
208249,21192,0,0.20719458,0.14825339,0,887,887
208250,21192,0,0.08502686,0.06083904,0,364,364
208251,21088,0,0.2618099,0.20008699,0,920,920
208252,21025,0,0.05971003,0.03839078,0,313,313
208253,21025,0.10821024,0.04254102,0.06598798,315,223,538
208254,21025,0.26897973,0.16940099,0.20495523,783,888,1671
208255,21076,0,0.00084293,0.00067444,0,18,18
208256,21076,0,0.00140489,0.00112406,0,30,30
208257,21076,0,0.00070245,0.00056203,0,15,15
208258,21076,0,0.01742062,0.01393833,0,372,372
208259,21002,0,0.13569375,0.08467923,0,755,755
208260,21002,0,0.05553559,0.0346568,0,309,309
208261,21002,0,0.01365924,0.008524,0,76,76
208262,21002,0,0.02659957,0.01659937,0,148,148
208263,30183,0,0.00185982,0.00060258,0,35,35
208264,30102,0,0.0009498,0.00020719,0,21,21
208265,30102,0,0.02329263,0.005081,0,515,515
208266,30102,0.00059308,0.00651289,0.00188441,47,144,191
208267,30102,0.00262467,0.08037087,0.01958405,208,1777,1985
208268,30102,0,0.02066938,0.00450877,0,457,457
208269,30109,0,0.06394769,0.03668208,0,2308,2308
208270,30109,0,0.00058185,0.00033376,0,21,21
208271,30109,0,0.02014297,0.01155454,0,727,727
208272,30114,0,0.07715604,0.05363946,0,535,535
208273,30114,0,0.00129795,0.00090235,0,9,9
208275,30114,0,0.00533603,0.00370965,0,37,37
208276,30114,0,0.01096049,0.00761981,0,76,76
208277,30114,0,0.00201904,0.00140365,0,14,14
208278,30114,0,0.01456591,0.01012633,0,101,101
208279,30192,0,0.00081156,0.00025587,0,5,5
208280,30192,0,0.0115241,0.00363339,0,71,71
209037,14020,0,0.00278674,0.00189451,0,19,19
209038,14100,0,0.00285522,0.00145515,0,51,51
209039,14100,0,0.00319113,0.00162634,0,57,57
209040,14100,0,0.00033591,0.00017119,0,6,6
209044,14100,0,0.01298847,0.00661949,0,232,232
209048,14084,0,0.01489858,0.00575989,0,83,83
209049,14084,0,0.00125651,0.00048577,0,7,7
209050,14084,0,0.00233351,0.00090215,0,13,13
209051,14084,0,0.00089751,0.00034698,0,5,5
209053,14084,0,0.00179501,0.00069396,0,10,10
209055,14084,0,0.06856938,0.02650937,0,382,382
209056,14084,0,0.04182373,0.01616933,0,233,233
209059,14084,0,0.01400108,0.00541291,0,78,78
209065,14028,0,0.00108933,0.00046062,0,1,1
209066,14028,0,0.00653595,0.0027637,0,6,6
209069,14028,0.07980846,0.09694989,0.08705666,100,89,189
209070,14028,0.61691939,0.00762527,0.35928144,773,7,780
209072,14017,0,0.10442804,0.04469362,0,566,566
209073,14090,0,0.00128205,0.00042547,0,3,3
209075,14090,0,0.32521368,0.10792795,0,761,761
209078,14090,0.07302059,0.02008547,0.05545313,344,47,391
209080,14090,0,0.03675214,0.01219685,0,86,86
209082,14088,0.72097073,0.00135428,0.40034997,6625,10,6635
209083,14088,0.10403744,0.03805526,0.07463947,956,281,1237
209084,14088,0,0.00135428,0.00060339,0,10,10
209085,14088,0,0.22372698,0.0996802,0,1652,1652
209088,14088,0,0.00162514,0.00072407,0,12,12
209089,14088,0,0.01990791,0.00886985,0,147,147
209090,14010,0,0.19866444,0.03576259,0,238,238
209093,14010,0,0.3706177,0.06671675,0,444,444
209094,14010,0,0.01001669,0.00180316,0,12,12
209095,14010,0,0.02086811,0.00375657,0,25,25
209098,14119,0.000055,0,0.0000358,1,0,1
209099,14119,0.01001541,0.0007195,0.00677395,182,7,189
209100,14119,0,0.02374345,0.00827927,0,231,231
209105,14050,0,0.00030665,0.0000712,0,3,3
209107,14107,0,0.03711067,0.00886637,0,56,56
209108,14107,0.73060121,0,0.55604813,3512,0,3512
209109,14107,0,0.05831677,0.01393287,0,88,88
209110,14107,0,0.19814447,0.04734009,0,299,299
209133,16103,0,0.04966611,0.01014623,0,238,238
209138,16105,0,0.25271318,0.07723085,0,1467,1467
209143,16086,0,0.12344583,0.04579599,0,695,695
209144,16086,0,0.08614565,0.03195836,0,485,485
209147,16030,0.30698016,0.13917355,0.22800467,2089,842,2931
209148,16030,0,0.00363636,0.0017114,0,22,22
209149,16028,0,0.10733513,0.05733285,0,319,319
209151,16109,0,0.17461539,0.06991069,0,227,227
209153,16109,0,0.04307692,0.01724669,0,56,56
209155,16060,0,0.18410312,0.08928013,0,857,857
209156,11023,0,0.00227275,0.00142728,0,214,214
209157,11023,0,0.00539513,0.00338811,0,508,508
209158,11023,0,0.01074778,0.00674955,0,1012,1012
209159,16067,0,0.09734898,0.07832624,0,1344,1344
209160,11023,0,0.00591553,0.00371492,0,557,557
209161,11023,0,0.00500218,0.00314134,0,471,471
209162,11023,0,0.00216655,0.00136058,0,204,204
209163,11023,0,0.00813518,0.00510885,0,766,766
209164,11023,0,0.00429062,0.00269448,0,404,404
209166,16113,0.00822811,0.00120292,0.0045746,101,16,117
209167,16113,0.16505092,0,0.07921489,2026,0,2026
209170,16071,0,0.07117884,0.03181155,0,2158,2158
209171,16071,0,0.03453394,0.01543406,0,1047,1047
209173,16071,0,0.02592519,0.0115866,0,786,786
209174,16071,0,0.03054291,0.01365037,0,926,926
209176,11046,0,0.02457326,0.01212173,0,858,858
209177,11046,0,0.0145492,0.00717697,0,508,508
209179,11046,0,0.00538435,0.00265604,0,188,188
209180,11046,0,0.04871692,0.02403153,0,1701,1701
209181,11046,0,0.04416313,0.0217852,0,1542,1542
209182,11046,0,0.01830107,0.00902772,0,639,639
209183,11046,0.35384487,0.00163249,0.18010229,12691,57,12748
209184,11046,0.3169018,0.00025776,0.1607047,11366,9,11375
209185,11046,0,0.00020048,0.0000989,0,7,7
209186,11028,0,0.0011676,0.00036062,0,35,35
209187,11028,0,0.0281225,0.00868589,0,843,843
209188,11036,0,0.21789474,0.09310345,0,621,621
209189,11028,0.05065744,0,0.03501144,3398,0,3398
209191,11028,0.00266854,0.00723913,0.0040802,179,217,396
209192,11028,0.39373565,0,0.27212686,26411,0,26411
209193,11028,0.09562002,0.00076728,0.0663239,6414,23,6437
209194,11028,0.04883867,0.00003336,0.03376471,3276,1,3277
209195,11028,0,0.0030024,0.00092732,0,90,90
209196,11039,0,0.08639377,0.0461612,0,1642,1642
209197,11039,0,0.04593286,0.02454246,0,873,873
209199,11002,0,0.00618818,0.00232963,0,254,254
209201,11019,0,0.0000992,0.0000787,0,4,4
209202,11019,0,0.01698993,0.01347576,0,685,685
209204,11019,0,0.02274418,0.01803982,0,917,917
209205,11019,0,0.01252542,0.00993469,0,505,505
209206,11019,0,0.00751525,0.00596081,0,303,303
209207,11019,0,0.00726723,0.00576409,0,293,293
209209,11010,0.00223658,0.00026086,0.0009409,9,2,11
209210,11010,0.99776342,0.10356072,0.41134206,4015,794,4809
209211,16031,0,0.00506802,0.00468615,0,76,76
209212,16031,0,0.00353428,0.00326797,0,53,53
209213,16031,0,0.02934116,0.02713035,0,440,440
209214,16031,0,0.01640437,0.01516833,0,246,246
209216,16031,0,0.00806882,0.00746085,0,121,121
209217,22001,0.42140816,0.02304629,0.07235076,3244,1256,4500
209218,22001,0.39776565,0.01300941,0.06062993,3062,709,3771
209219,22001,0,0.00201839,0.00176857,0,110,110
209220,22001,0,0.01044056,0.00914835,0,569,569
209221,22001,0,0.00638544,0.00559513,0,348,348
209222,22001,0,0.00755977,0.00662411,0,412,412
209223,22001,0,0.01277088,0.01119025,0,696,696
209224,15003,0,0.00647464,0.00566673,0,254,254
209225,15003,0,0.0027275,0.00238717,0,107,107
209226,15003,0.04970499,0,0.00620217,278,0,278
209227,15003,0,0.01361203,0.01191353,0,534,534
209228,15003,0,0.0227377,0.0199005,0,892,892
209229,15071,0,0.01284458,0.00999846,0,130,130
209230,15071,0,0.01669796,0.012998,0,169,169
209231,13044,0,0.00020547,0.0001915,0,3,3
209232,13044,0,0.00205465,0.00191498,0,30,30
209233,13044,0,0.03431272,0.03198008,0,501,501
209234,13044,0,0.00410931,0.00382995,0,60,60
209235,13044,0,0.01746456,0.01627729,0,255,255
209236,13044,0,0.00753373,0.00702158,0,110,110
209237,13044,0,0.00760222,0.00708541,0,111,111
209238,13044,0,0.0106842,0.00995787,0,156,156
209239,13044,0,0.00760222,0.00708541,0,111,111
209240,13017,0,0.05118865,0.04351724,0,534,534
209241,13017,0,0.02626534,0.02232907,0,274,274
209244,13064,1,0.28822496,0.34808853,836,2624,3460
209245,13064,0,0.00186731,0.00171026,0,17,17
209246,13067,0.10620971,0,0.07168884,3443,0,3443
209247,13067,0.00259123,0.28513773,0.09442605,84,4451,4535
209248,13067,0.34926119,0.08622678,0.2637683,11322,1346,12668
209249,13067,0.07856989,0.11005766,0.08880421,2547,1718,4265
209250,13041,0,0.07474581,0.02540038,0,1088,1088
209251,13041,0.07327251,0.10298159,0.08336835,2072,1499,3571
209252,13041,0,0.0011679,0.00039688,0,17,17
209254,13005,0.02809476,0.00093487,0.02298446,389,3,392
209255,13005,0.01386682,0.49049548,0.10354735,192,1574,1766
209256,13005,0.11743464,0,0.09533861,1626,0,1626
209257,13005,0.03257258,0.05765036,0.03729112,451,185,636
209258,13003,0.00071204,0,0.00049725,27,0,27
209259,13003,0.02980036,0,0.0208107,1130,0,1130
209260,13052,0,0.03776874,0.02230402,0,715,715
209261,13009,0,0.12402188,0.10308507,0,1791,1791
209262,13009,0,0.00713247,0.0059284,0,103,103
209263,13009,0,0.03219999,0.02676413,0,465,465
209264,13038,0,0.04533938,0.04260652,0,340,340
209265,13052,0.00937072,0,0.00383692,123,0,123
209266,13038,0,0.24629951,0.23145363,0,1847,1847
209268,13039,0,0.26991927,0.0554674,0,769,769
209269,13039,0,0.01263601,0.00259665,0,36,36
209270,13045,0.60769231,0.18717658,0.2359701,632,1483,2115
209271,13045,0,0.02234002,0.01974785,0,177,177
209272,13024,0,0.00150204,0.00145501,0,25,25
209273,13024,0,0.018385,0.01780934,0,306,306
209274,13024,0,0.01712329,0.01658713,0,285,285
209275,13001,0,0.00111834,0.00109578,0,22,22
209276,13001,0,0.01672428,0.01638691,0,329,329
209277,13001,0,0.05068117,0.04965881,0,997,997
209278,13001,0,0.01957096,0.01917617,0,385,385
209279,13001,0,0.08992477,0.08811077,0,1769,1769
209280,13077,0,0.06714859,0.00827253,0,1254,1254
209281,13077,0.02313578,0.04931727,0.02636127,3075,921,3996
209282,13002,0,0.00591691,0.00344972,0,140,140
209283,13002,0,0.08013186,0.04671907,0,1896,1896
209284,13002,0,0.05122353,0.02986472,0,1212,1212
209285,13002,0.23791514,0.09893918,0.15688835,4026,2341,6367
209286,13002,0.11948942,0.00735387,0.05411133,2022,174,2196
209287,13002,0.11133436,0,0.04642338,1884,0,1884
209288,13002,0,0.00507164,0.0029569,0,120,120
209289,21071,0.03736056,0.01296562,0.03039293,2609,362,2971
209290,21071,0.23967179,0.00924069,0.17385656,16737,258,16995
209291,21071,0.07868773,0.03746418,0.06691355,5495,1046,6541
209292,21071,0,0.10454871,0.02986098,0,2919,2919
209293,21071,0,0.02485673,0.00709953,0,694,694
209294,21183,0.21165946,0.04309095,0.12957732,2153,416,2569
209295,21183,0.01120724,0.1146675,0.0615858,114,1107,1221
209296,21183,0,0.22260203,0.10839302,0,2149,2149
209297,21183,0,0.0103584,0.00504388,0,100,100
209298,21184,0,0.04396371,0.03933812,0,252,252
209299,21184,0,0.27494766,0.24601936,0,1576,1576
209300,21123,0,0.18773739,0.16796117,0,692,692
209301,21068,0,0.016481,0.01399326,0,108,108
209302,21068,0,0.2380589,0.2021249,0,1560,1560
209303,21089,0.04220652,0.06200177,0.05424329,215,490,705
209304,21089,0,0.01050234,0.00638609,0,83,83
209305,21072,0,0.09486535,0.08419912,0,1321,1321
209306,30203,0,0.14089885,0.10711627,0,1439,1439
209307,30203,1,0.06031528,0.28561858,3221,616,3837
209308,30203,0,0.14168217,0.10771178,0,1447,1447
209309,21192,0,0.00140154,0.00100284,0,6,6
209310,21192,0,0.06120065,0.04379074,0,262,262
209311,21025,0,0.26535673,0.17061205,0,1391,1391
209313,21025,0,0.02556276,0.01643567,0,134,134
209314,21076,0,0.03484125,0.02787665,0,744,744
209315,21076,0,0.00833568,0.00666941,0,178,178
209316,21076,0,0.00388686,0.0031099,0,83,83
209317,21076,0,0.00917861,0.00734385,0,196,196
209318,21002,0,0.04529116,0.0282638,0,252,252
209319,21002,0.47941527,0.00503235,0.1833782,1607,28,1635
209320,21002,0.52058473,0.02426312,0.21085689,1745,135,1880
209321,21002,0,0.09974838,0.06224765,0,555,555
209322,21002,0,0.04618979,0.02882459,0,257,257
209323,30102,0,0.00221619,0.00048344,0,49,49
209324,30102,0,0.00090457,0.00019732,0,20,20
209325,30102,0,0.00266848,0.0005821,0,59,59
209326,30102,0,0.05115332,0.01115847,0,1131,1131
209327,30102,0,0.09868838,0.02152765,0,2182,2182
209328,30102,0.02875782,0.00090457,0.02268198,2279,20,2299
209329,30102,0.0050853,0,0.00397601,403,0,403
209330,30109,0,0.01158151,0.00664346,0,418,418
209331,30114,0,0.14479377,0.10066172,0,1004,1004
209332,30114,0,0.01139314,0.00792059,0,79,79
209333,30114,0,0.00620133,0.00431121,0,43,43
209334,30114,0,0.02942025,0.02045318,0,204,204
209335,30114,0,0.0025959,0.00180469,0,18,18
209336,30114,0,0.00605711,0.00421095,0,42,42
209337,30114,0,0.00922988,0.00641668,0,64,64
209338,30192,0,0.06102905,0.0192416,0,376,376
210089,14020,0,0.00762687,0.00518496,0,52,52
210090,14100,0,0.01343635,0.00684775,0,240,240
210091,14020,0,0.00630684,0.00428757,0,43,43
210096,14020,0,0.01012027,0.00688005,0,69,69
210102,14020,0,0.00190672,0.00129624,0,13,13
210103,14020,0,0.00102669,0.00069798,0,7,7
210106,14084,0,0.03464369,0.01339348,0,193,193
210107,14084,0,0.01292407,0.00499653,0,72,72
210108,14084,0,0.00394902,0.00152672,0,22,22
210109,14084,0,0.00430802,0.00166551,0,24,24
210110,14084,0,0.00197451,0.00076336,0,11,11
210111,14084,0,0.000718,0.00027759,0,4,4
210124,14028,0,0.01525055,0.00644864,0,14,14
210126,14028,0,0.00653595,0.0027637,0,6,6
210127,14028,0,0.00762527,0.00322432,0,7,7
210128,14028,0.09018356,0.0043573,0.05389222,113,4,117
210129,14028,0.21308859,0.0043573,0.12482727,267,4,271
210132,14017,0,0.04612546,0.019741,0,250,250
210134,14011,0,0.06950317,0.0487037,0,263,263
210137,14090,0.92549353,0.01367521,0.62289037,4360,32,4392
210138,14090,0.00127362,0.08247863,0.02822295,6,193,199
210139,14090,0,0.00213675,0.00070912,0,5,5
210141,14088,0.17499184,0.000948,0.09744766,1608,7,1615
210143,14088,0,0.12621885,0.05623605,0,932,932
210145,14088,0,0.16495125,0.07349303,0,1218,1218
210147,14088,0,0.03710726,0.01653292,0,274,274
210157,14119,0.11088488,0.03350807,0.0839038,2015,326,2341
210158,14119,0.87904468,0.00092507,0.57284685,15974,9,15983
210163,14050,0,0.12869263,0.02986101,0,1259,1259
210164,14050,0,0.00909741,0.00211091,0,89,89
210165,14050,0,0.21711132,0.05037712,0,2124,2124
210188,14047,0,0.0023948,0.00030593,0,7,7
210189,14047,0,0.20971605,0.02679079,0,613,613
210190,14047,0,0.00068423,0.0000874,0,2,2
210191,16011,0,0.57623318,0.16887262,0,1799,1799
210192,16011,0,0.00128123,0.00037548,0,4,4
210194,16105,0,0.0005168,0.00015794,0,3,3
210195,16105,0.16808188,0,0.11671493,2217,0,2217
210196,16105,0.01675512,0.0005168,0.01179258,221,3,224
210201,16086,0,0.10159858,0.03769109,0,572,572
210204,16086,0,0.23712256,0.08796784,0,1335,1335
210205,16030,0,0.12396694,0.05834306,0,750,750
210206,16030,0,0.04132231,0.01944769,0,250,250
210208,16069,0,0.00756783,0.00123524,0,123,123
210209,16069,0,0.02344183,0.00382622,0,381,381
210212,16060,0,0.12438239,0.06031878,0,579,579
210214,11023,0,0.00039295,0.00024677,0,37,37
210215,11023,0,0.00254888,0.00160068,0,240,240
210216,11023,0,0.01559065,0.00979084,0,1468,1468
210217,11023,0,0.00232585,0.00146062,0,219,219
210218,11023,0,0.00791215,0.00496879,0,745,745
210221,11023,0,0.00127444,0.00080034,0,120,120
210223,11023,0,0.00611731,0.00384164,0,576,576
210224,11023,0,0.00225151,0.00141394,0,212,212
210225,16113,0,0.04398166,0.02287301,0,585,585
210226,16113,0.0099389,0.00353357,0.00660776,122,47,169
210227,16113,0,0.04135027,0.02150454,0,550,550
210229,16071,0,0.06286694,0.02809676,0,1906,1906
210230,16071,0,0.07197045,0.03216534,0,2182,2182
210232,16071,0,0.04027311,0.01799903,0,1221,1221
210233,16071,0,0.03499571,0.01564043,0,1061,1061
210237,11046,0,0.04112728,0.02028764,0,1436,1436
210238,11046,0,0.02245389,0.01107626,0,784,784
210239,11046,0,0.00475427,0.00234523,0,166,166
210240,11046,0,0.02783824,0.01373231,0,972,972
210241,11046,0,0.00635812,0.00313639,0,222,222
210242,11046,0.02913623,0.0001432,0.01483428,1045,5,1050
210243,11046,0.0031785,0.00031504,0.00176599,114,11,125
210244,11046,0,0.00111697,0.00055099,0,39,39
210246,11028,0.03072542,0,0.0212356,2061,0,2061
210248,11028,0.05167119,0,0.03571208,3466,0,3466
210249,11028,0.06699663,0.00013344,0.04634533,4494,4,4498
210250,11028,0,0.06818788,0.02106044,0,2044,2044
210251,11028,0.0741972,0.00146784,0.05173409,4977,44,5021
210252,11028,0.04700498,0.0010008,0.03279618,3153,30,3183
210253,11028,0.02133337,0.05901388,0.03297134,1431,1769,3200
210255,11039,0,0.0534568,0.02856259,0,1016,1016
210256,11039,0,0.08413133,0.04495235,0,1599,1599
210260,11019,0,0.00104172,0.00082625,0,42,42
210261,11019,0,0.01609703,0.01276755,0,649,649
210262,11019,0,0.01909817,0.01514794,0,770,770
210263,11019,0,0.00555583,0.00440667,0,224,224
210264,11019,0,0.01011955,0.00802644,0,408,408
210265,11019,0,0.00781289,0.00619688,0,315,315
210266,11019,0,0.01163252,0.00922647,0,469,469
210267,11010,0,0.02034694,0.0133436,0,156,156
210268,11010,0,0.04134603,0.02711488,0,317,317
210269,11010,0,0.23464197,0.15387905,0,1799,1799
210270,16031,0,0.03894372,0.03600937,0,584,584
210271,16031,0,0.01600427,0.01479837,0,240,240
210272,16031,0,0.02140571,0.01979282,0,321,321
210273,16031,0,0.03954388,0.03656431,0,593,593
210274,16031,0,0.01573753,0.01455173,0,236,236
210275,22001,0,0.00508266,0.00445359,0,277,277
210276,22001,0,0.00299088,0.00262071,0,163,163
210277,22001,0,0.00100919,0.00088429,0,55,55
210278,22001,0,0.01844071,0.01615834,0,1005,1005
210283,15003,0,0.01695131,0.01483613,0,665,665
210284,22016,0,0.00070596,0.00018618,0,45,45
210285,15003,0,0.00206475,0.00180711,0,81,81
210286,15071,0,0.03952179,0.0307645,0,400,400
210287,15071,0,0.06787867,0.05283803,0,687,687
210288,15071,0.95175286,0.06313605,0.26003692,2742,639,3381
210289,15071,0.01249566,0.08161249,0.06629749,36,826,862
210290,13044,0,0.04184645,0.03900166,0,611,611
210291,13044,0,0.03410725,0.03178859,0,498,498
210292,13044,0,0.04533936,0.04225712,0,662,662
210293,13044,0,0.02855969,0.02661815,0,417,417
210294,13044,0,0.01410862,0.0131495,0,206,206
210295,13044,0,0.03184713,0.02968211,0,465,465
210296,13044,0,0.08163824,0.07608834,0,1192,1192
210297,13017,0,0.02789494,0.02371445,0,291,291
210298,13017,0,0.0053681,0.00456361,0,56,56
210299,13017,0,0.14148773,0.1202836,0,1476,1476
210301,13017,0,0.00469709,0.00399316,0,49,49
210302,13064,0,0.00955624,0.00875252,0,87,87
210307,13067,0.0636703,0.06265215,0.06333937,2064,978,3042
210308,13041,0.08282057,0.01799945,0.06079283,2342,262,2604
210309,13041,0.10368484,0.13224787,0.11339123,2932,1925,4857
210310,13041,0.02461277,0.05818906,0.03602279,696,847,1543
210311,13041,0,0.0001374,0.0000467,0,2,2
210313,13023,0.00065463,0.09724331,0.03631161,14,1217,1231
210316,13054,0,0.04136337,0.03277088,0,1074,1074
210317,13003,0.00034284,0.00897436,0.00294665,13,147,160
210318,13003,0.05327145,0.11166056,0.07088528,2020,1829,3849
210319,13009,0.02318445,0.13011564,0.112064,68,1879,1947
210320,13009,0.16331401,0.12215221,0.12910096,479,1764,2243
210321,13009,0,0.082889,0.06889605,0,1197,1197
210322,13009,0,0.00810193,0.0067342,0,117,117
210323,13038,0,0.00773437,0.00726817,0,58,58
210324,13038,0,0.02493666,0.02343358,0,187,187
210326,13038,0.38669439,0,0.02330827,186,0,186
210327,13038,0,0.03227097,0.03032582,0,242,242
210328,13038,0,0.00520069,0.00488722,0,39,39
210329,13045,0,0.17808911,0.15742497,0,1411,1411
210330,13024,0,0.0722783,0.07001513,0,1203,1203
210331,13024,0.99814126,0.09637107,0.12460715,537,1604,2141
210332,13024,0,0.02547465,0.02467699,0,424,424
210334,13024,0,0.11145157,0.10796182,0,1855,1855
210335,13001,0,0.02236682,0.02191563,0,440,440
210336,13001,0,0.06623628,0.06490013,0,1303,1303
210337,13001,0,0.04925783,0.04826418,0,969,969
210339,13077,0,0.02099063,0.00258599,0,392,392
210340,13077,0.01299366,0.00808568,0.01238901,1727,151,1878
210341,13002,0,0.00659313,0.00384397,0,156,156
210342,13002,0,0.11647859,0.06791021,0,2756,2756
210343,13002,0,0.00143696,0.00083779,0,34,34
210344,13002,0.20659497,0.00722708,0.09035803,3496,171,3667
210345,13002,0,0.08490765,0.04950349,0,2009,2009
210346,13002,0,0.09010608,0.05253431,0,2132,2132
210347,21100,0,0.0118513,0.00978675,0,95,95
210348,21071,0.03451091,0.00676934,0.02658742,2410,189,2599
210349,21071,0.35203987,0.00945559,0.25419169,24584,264,24848
210350,21071,0.10628213,0.01489971,0.08018168,7422,416,7838
210351,21071,0,0.07335244,0.02095076,0,2048,2048
210352,21071,0.0393367,0,0.02810144,2747,0,2747
210353,21183,0,0.07944893,0.03868657,0,767,767
210354,21183,0.00285096,0.09239693,0.04645415,29,892,921
210355,21183,0.05230043,0.09146468,0.07137093,532,883,1415
210356,21183,0,0.01149783,0.00559871,0,111,111
210357,21183,0,0.0453698,0.0220922,0,438,438
210360,21089,0,0.0040491,0.00246211,0,32,32
210362,21089,0.30899097,0.07212451,0.16496115,1574,570,2144
210363,21107,0,0.03096801,0.02594279,0,302,302
210364,21107,0,0.10387613,0.08702002,0,1013,1013
210365,30050,0.30721154,0.17984469,0.21404596,1278,2038,3316
210366,30050,0.35,0.03988705,0.12316034,1456,452,1908
210367,30050,0,0.03529827,0.02581978,0,400,400
210368,21192,0,0.00140154,0.00100284,0,6,6
210369,21158,0,0.03037259,0.0253987,0,172,172
210370,21158,0,0.00300194,0.00251034,0,17,17
210371,21158,0,0.04803108,0.04016539,0,272,272
210372,21158,1,0.17764436,0.31231542,1109,1006,2115
210373,21158,0,0.03213844,0.02687537,0,182,182
210374,21076,0,0.01329962,0.01064109,0,284,284
210375,21076,0,0.00824202,0.00659448,0,176,176
210376,21002,0,0.00413372,0.00257963,0,23,23
210377,21002,0,0.00431344,0.00269179,0,24,24
210378,21002,0,0.00970525,0.00605653,0,54,54
210379,21002,0,0.00503235,0.00314042,0,28,28
210382,30102,0,0.00045228,0.0000987,0,10,10
210383,30102,0,0.00189959,0.00041437,0,42,42
210384,30102,0,0.06268657,0.0136743,0,1386,1386
210385,30102,0,0.0000905,0.0000197,0,2,2
210386,30102,0,0.04966079,0.01083289,0,1098,1098
210387,30102,0.01292146,0,0.0101028,1024,0,1024
210388,30102,0.00215778,0,0.00168709,171,0,171
210389,30211,0.17104112,0,0.08013116,2346,0,2346
210390,30114,0,0.00908567,0.00631642,0,63,63
210391,30114,0,0.00951832,0.00661721,0,66,66
210392,30114,0,0.00562446,0.00391017,0,39,39
210393,30114,0,0.00158639,0.00110287,0,11,11
210394,30114,0,0.02841073,0.01975135,0,197,197
210395,30114,0,0.01514278,0.01052737,0,105,105
210396,30114,0,0.0529276,0.03679567,0,367,367
211148,14020,0,0.06409504,0.04357364,0,437,437
211149,14020,0,0.00102669,0.00069798,0,7,7
211154,14020,0,0.02068055,0.01405923,0,141,141
211156,14020,0,0.00894691,0.00608236,0,61,61
211157,14020,0,0.00161338,0.00109682,0,11,11
211160,14020,0,0.00014667,0.0000997,0,1,1
211164,14084,0,0.05349129,0.02068008,0,298,298
211166,14084,0,0.00807754,0.00312283,0,45,45
211167,14084,0,0.00879555,0.00340042,0,49,49
211168,14084,0,0.00359002,0.00138793,0,20,20
211169,14084,0,0.01094956,0.00423317,0,61,61
211170,14084,0,0.00161551,0.00062457,0,9,9
211175,14084,0,0.00376952,0.00145732,0,21,21
211181,14012,0,0.10241433,0.06391252,0,263,263
211183,14028,0,0.17755991,0.07508061,0,163,163
211185,14028,0,0.00326797,0.00138185,0,3,3
211186,14028,0,0.16993464,0.07185629,0,156,156
211188,14028,0,0.03703704,0.01566099,0,34,34
211189,14028,0,0.01525055,0.00644864,0,14,14
211190,14011,0,0.01955603,0.0137037,0,74,74
211191,14011,0,0.00317125,0.00222222,0,12,12
211193,14011,0,0.00422833,0.00296296,0,16,16
211195,14011,0,0.01109937,0.00777778,0,42,42
211201,14088,0,0.00013543,0.0000603,0,1,1
211203,14088,0,0.00947996,0.00422374,0,70,70
211205,14088,0,0.02383532,0.01061968,0,176,176
211214,14119,0,0.14934731,0.05207699,0,1453,1453
211215,14119,0,0.00082228,0.00028673,0,8,8
211216,14119,0,0.02538802,0.00885273,0,247,247
211221,14050,0,0.00643974,0.00149424,0,63,63
211222,14050,0,0.01400388,0.00324937,0,137,137
211251,14018,0,0.0000762,0.0000311,0,2,2
211252,14018,0.03232424,0,0.01912275,1229,0,1229
211253,14018,0.00860051,0,0.00508799,327,0,327
211254,16105,0.01690675,0,0.01173993,223,0,223
211255,16105,0.58271418,0.00172265,0.40515925,7686,10,7696
211257,16086,0,0.24973357,0.09264628,0,1406,1406
211258,16086,0,0.00337478,0.00125198,0,19,19
211260,16086,0.06568196,0,0.04131524,627,0,627
211263,16106,0,0.10354356,0.02123687,0,637,637
211266,16069,0,0.07949302,0.01297501,0,1292,1292
211268,16069,0,0.01993478,0.0032538,0,324,324
211269,16069,0,0.05272873,0.00860649,0,857,857
211270,16069,0,0.01421276,0.00231984,0,231,231
211271,16069,0,0.03144035,0.00513176,0,511,511
211273,11023,0,0.000063722,0.00004,0,6,6
211274,11023,0,0.00345161,0.00216759,0,325,325
211275,11023,0,0.00805021,0.00505549,0,758,758
211276,11023,0,0.00709438,0.00445523,0,668,668
211277,11023,0,0.01409318,0.00885044,0,1327,1327
211278,11023,0,0.0018267,0.00114716,0,172,172
211280,11023,0,0.00648902,0.00407507,0,611,611
211283,11023,0,0.01642966,0.01031774,0,1547,1547
211284,16113,0,0.14780844,0.07686894,0,1966,1966
211286,16113,0,0.15442448,0.08030967,0,2054,2054
211287,16113,0,0.05428163,0.02822959,0,722,722
211289,16071,0,0.04047101,0.01808747,0,1227,1227
211290,16113,0.05515275,0,0.02647013,677,0,677
211291,16071,0,0.02549641,0.01139496,0,773,773
211292,16071,0,0.01259978,0.00563115,0,382,382
211293,11042,0.00475265,0,0.00249543,352,0,352
211294,11042,0.00153921,0,0.00080818,114,0,114
211295,11046,0,0.01214343,0.00599022,0,424,424
211297,11046,0,0.01947531,0.00960696,0,680,680
211298,11046,0,0.01652538,0.00815179,0,577,577
211299,11042,0,0.00726931,0.00345248,0,487,487
211300,11042,0,0.01276234,0.00606134,0,855,855
