GRIDCODE,CVENTMUN,Furb,Frural,FpoT,PobUrb,PobR,PubU+R,PoT
12437,frac,,,,,,,
372312,28018,,0.001993024,0.001993024,,4,4,2007
372314,28018,,0.045839562,0.045839562,,92,92,2007
372315,28018,,0.040358744,0.040358744,,81,81,2007
372329,28001,,0.000342349,0.000342349,,1,1,2921
372330,28037,,0.002265006,0.002265006,,28,28,12362
372332,28037,,0.000161786,0.000161786,,2,2,12362
372333,28037,,8.08931E-05,8.08931E-05,,1,1,12362
372339,28037,,0.001132503,0.001132503,,14,14,12362
373194,10008,,0.00022686,0.00022686,,2,2,8816
373196,10008,,0.248525408,0.248525408,,2191,2191,8816
373207,10004,,0.000113148,0.000113148,,2,2,17676
373210,10004,,0.001188052,0.001188052,,21,21,17676
373214,10031,,0.001466276,0.001466276,,4,4,2728
373219,32022,,0.072278912,0.072278912,,340,340,4704
373231,32014,,0.034989893,0.034989893,,502,502,14347
373256,32026,,0.000423934,0.000423934,,7,7,16512
373273,32026,,0.00902374,0.00902374,,149,149,16512
373279,32026,,0.010598353,0.010598353,,175,175,16512
373300,32041,,0.001964637,0.001964637,,3,3,1527
373317,19014,,0.000865408,0.000865408,,21,21,24266
373333,19007,0.232214001,,0.232214001,1224,,1224,5271
373334,19007,0.137545058,0.00051435,0.048692636,725,5,730,14992
373336,19007,,0.004114803,0.004114803,,40,40,9721
373338,19007,,0.01327024,0.01327024,,129,129,9721
373341,19007,,0.00041148,0.00041148,,4,4,9721
373343,19007,,0.007200905,0.007200905,,70,70,9721
373346,28016,,0.015400816,0.015400816,,117,117,7597
373348,28016,,0.000263262,0.000263262,,2,2,7597
373356,28016,,0.000263262,0.000263262,,2,2,7597
373359,28016,,0.000263262,0.000263262,,2,2,7597
373360,28034,,0.00130527,0.00130527,,8,8,6129
373361,28034,,0.036221243,0.036221243,,222,222,6129
373362,28034,,0.005710556,0.005710556,,35,35,6129
373363,28034,,0.000326318,0.000326318,,2,2,6129
373367,28034,,0.005873715,0.005873715,,36,36,6129
373370,28034,,0.002121064,0.002121064,,13,13,6129
373371,28034,,0.015826399,0.015826399,,97,97,6129
373378,28018,,0.037867464,0.037867464,,76,76,2007
373379,28018,,0.009466866,0.009466866,,19,19,2007
373396,28001,,0.000342349,0.000342349,,1,1,2921
373401,28037,,0.000242679,0.000242679,,3,3,12362
373405,28037,,8.08931E-05,8.08931E-05,,1,1,12362
373406,28037,,8.08931E-05,8.08931E-05,,1,1,12362
373407,28037,,0.000242679,0.000242679,,3,3,12362
374260,10008,,0.000680581,0.000680581,,6,6,8816
374261,10008,,0.00034029,0.00034029,,3,3,8816
374262,10008,,0.000907441,0.000907441,,8,8,8816
374274,10004,,0.000226296,0.000226296,,4,4,17676
374278,10004,,5.65739E-05,5.65739E-05,,1,1,17676
374287,32022,,0.077380952,0.077380952,,364,364,4704
374317,32026,,6.0562E-05,6.0562E-05,,1,1,16512
374328,32026,,0.001090116,0.001090116,,18,18,16512
374337,32026,,0.01380814,0.01380814,,228,228,16512
374352,32007,,0.003461538,0.003461538,,18,18,5200
374356,32007,,0.009615385,0.009615385,,50,50,5200
374366,32041,,0.518009168,0.518009168,,791,791,1527
374368,32041,,0.201047806,0.201047806,,307,307,1527
374379,19014,,0.000329679,0.000329679,,8,8,24266
374381,19014,,0.001730817,0.001730817,,42,42,24266
374384,19014,,0.002761065,0.002761065,,67,67,24266
374385,19017,,0.000163848,0.000163848,,5,5,30516
374390,19017,,6.55394E-05,6.55394E-05,,2,2,30516
374395,19017,,0.007897496,0.007897496,,241,241,30516
374398,19007,,0.016973562,0.016973562,,165,165,9721
374400,19007,,0.014916161,0.014916161,,145,145,9721
374404,19007,,0.003600453,0.003600453,,35,35,9721
374405,19007,,0.010801358,0.010801358,,105,105,9721
374407,19007,,0.009464047,0.009464047,,92,92,9721
374409,19007,,0.00030861,0.00030861,,3,3,9721
374410,19007,,0.000822961,0.000822961,,8,8,9721
374411,19007,,0.00020574,0.00020574,,2,2,9721
374413,28016,,0.029485323,0.029485323,,224,224,7597
374415,28016,,0.000131631,0.000131631,,1,1,7597
374423,28016,,0.000526524,0.000526524,,4,4,7597
374428,28034,,0.005873715,0.005873715,,36,36,6129
374429,28034,,0.002121064,0.002121064,,13,13,6129
374430,28034,,0.000326318,0.000326318,,2,2,6129
374431,28034,,0.023658019,0.023658019,,145,145,6129
374432,28034,,0.012236907,0.012236907,,75,75,6129
374433,28034,,0.002936858,0.002936858,,18,18,6129
374437,28034,,0.000326318,0.000326318,,2,2,6129
374440,28034,,0.008810573,0.008810573,,54,54,6129
374443,28018,,0.004982561,0.004982561,,10,10,2007
374444,28018,,0.000996512,0.000996512,,2,2,2007
374445,28018,,0.000498256,0.000498256,,1,1,2007
374451,28018,,0.000996512,0.000996512,,2,2,2007
374452,28018,,0.036870952,0.036870952,,74,74,2007
374455,28018,,0.000498256,0.000498256,,1,1,2007
374472,28037,,0.000404465,0.000404465,,5,5,12362
375325,10020,,0.00027027,0.00027027,,2,2,7400
375330,10008,,0.056828494,0.056828494,,501,501,8816
375336,10004,,0.024439919,0.024439919,,432,432,17676
375339,10004,,0.005035076,0.005035076,,89,89,17676
375340,10004,,0.030380177,0.030380177,,537,537,17676
375351,10031,,0.207111437,0.207111437,,565,565,2728
375360,32014,,0.000278804,0.000278804,,4,4,14347
375363,32014,,0.017285844,0.017285844,,248,248,14347
375364,32014,,0.007458005,0.007458005,,107,107,14347
375392,32026,,0.000242248,0.000242248,,4,4,16512
375397,32026,,0.000484496,0.000484496,,8,8,16512
375410,32026,,0.013323643,0.013323643,,220,220,16512
375421,32007,,0.005576923,0.005576923,,29,29,5200
375422,32007,,0.005576923,0.005576923,,29,29,5200
375423,32007,,0.002115385,0.002115385,,11,11,5200
375430,32007,,0.009038462,0.009038462,,47,47,5200
375436,32041,,0.001964637,0.001964637,,3,3,1527
375446,24044,,0.003745318,0.003745318,,19,19,5073
375453,19017,,0.000819242,0.000819242,,25,25,30516
375454,19017,,0.000458776,0.000458776,,14,14,30516
375459,19017,,0.010453533,0.010453533,,319,319,30516
375470,19007,,0.003086102,0.003086102,,30,30,9721
375472,19007,,0.001337311,0.001337311,,13,13,9721
375473,19007,,0.008435346,0.008435346,,82,82,9721
375475,19007,,0.00041148,0.00041148,,4,4,9721
375477,19007,,0.001440181,0.001440181,,14,14,9721
375478,19007,,0.009669787,0.009669787,,94,94,9721
375479,19007,,0.00020574,0.00020574,,2,2,9721
375482,28016,,0.003422404,0.003422404,,26,26,7597
375482,28042,,0.000485791,0.000485791,,2,2,4117
375483,28016,,0.006976438,0.006976438,,53,53,7597
375483,28042,,0.002186058,0.002186058,,9,9,4117
375484,28016,,0.006449914,0.006449914,,49,49,7597
375489,28016,,0.006055022,0.006055022,,46,46,7597
375496,28034,,0.001631588,0.001631588,,10,10,6129
375497,28034,,0.00783162,0.00783162,,48,48,6129
375498,28034,,0.002936858,0.002936858,,18,18,6129
375499,28034,,0.000652635,0.000652635,,4,4,6129
375500,28034,,0.028715941,0.028715941,,176,176,6129
375504,28034,,0.000489476,0.000489476,,3,3,6129
375505,28034,,0.024147496,0.024147496,,148,148,6129
375513,28018,,0.002491281,0.002491281,,5,5,2007
375514,28018,,0.008470354,0.008470354,,17,17,2007
375522,28018,,0.000498256,0.000498256,,1,1,2007
375525,28001,,0.000684697,0.000684697,,2,2,2921
375535,28037,,0.000161786,0.000161786,,2,2,12362
375541,28037,,0.000161786,0.000161786,,2,2,12362
376396,10008,0.012195559,0.00022686,0.009320071,340,2,342,36695
376397,10008,,0.00034029,0.00034029,,3,3,8816
376398,10008,,0.00011343,0.00011343,,1,1,8816
376406,10004,,0.000113148,0.000113148,,2,2,17676
376407,10004,,5.65739E-05,5.65739E-05,,1,1,17676
376409,10004,,5.65739E-05,5.65739E-05,,1,1,17676
376418,10031,,0.001466276,0.001466276,,4,4,2728
376435,32014,,0.012476476,0.012476476,,179,179,14347
376441,10027,,0.020723957,0.020723957,,75,75,3619
376444,10027,,0.026526665,0.026526665,,96,96,3619
376450,10027,,0.006355347,0.006355347,,23,23,3619
376451,10027,,0.01436861,0.01436861,,52,52,3619
376455,32026,,0.06280281,0.06280281,,1037,1037,16512
376467,32026,,0.00030281,0.00030281,,5,5,16512
376487,32026,,0.000726744,0.000726744,,12,12,16512
376488,32007,,0.013461538,0.013461538,,70,70,5200
376494,32007,,0.010769231,0.010769231,,56,56,5200
376500,32007,,0.006538462,0.006538462,,34,34,5200
376503,32041,,0.002619515,0.002619515,,4,4,1527
376516,19014,,0.002266546,0.002266546,,55,55,24266
376522,19017,,0.002490497,0.002490497,,76,76,30516
376523,19017,,3.27697E-05,3.27697E-05,,1,1,30516
376524,19017,,0.000852012,0.000852012,,26,26,30516
376538,19007,,0.00041148,0.00041148,,4,4,9721
376539,19007,,0.00020574,0.00020574,,2,2,9721
376541,19007,,0.002057402,0.002057402,,20,20,9721
376542,19030,,0.038336582,0.038336582,,59,59,1539
376546,19007,,0.002674622,0.002674622,,26,26,9721
376547,19007,,0.011109968,0.011109968,,108,108,9721
376550,28042,,0.021374787,0.021374787,,88,88,4117
376551,28042,,0.041292203,0.041292203,,170,170,4117
376552,28042,,0.000971581,0.000971581,,4,4,4117
376553,28042,,0.02696138,0.02696138,,111,111,4117
376554,28042,,0.033762448,0.033762448,,139,139,4117
376556,28042,,0.005586592,0.005586592,,23,23,4117
376557,28042,,0.000485791,0.000485791,,2,2,4117
376558,28042,,0.000485791,0.000485791,,2,2,4117
376559,28016,,0.016190602,0.016190602,,123,123,7597
376559,28042,,0.008015545,0.008015545,,33,33,4117
376562,28034,,0.00913689,0.00913689,,56,56,6129
376563,28034,,0.038668625,0.038668625,,237,237,6129
376564,28034,,0.07456355,0.07456355,,457,457,6129
376566,28034,,0.027573829,0.027573829,,169,169,6129
376568,28034,,0.029694893,0.029694893,,182,182,6129
376569,28034,,0.000652635,0.000652635,,4,4,6129
376572,28034,,0.00130527,0.00130527,,8,8,6129
376578,28018,,0.003986049,0.003986049,,8,8,2007
376588,28018,,0.003986049,0.003986049,,8,8,2007
376589,28018,,0.035376183,0.035376183,,71,71,2007
376595,28001,,0.000342349,0.000342349,,1,1,2921
376596,28001,,0.000342349,0.000342349,,1,1,2921
376609,28037,,8.08931E-05,8.08931E-05,,1,1,12362
377462,10008,,0.039473684,0.039473684,,348,348,8816
377463,10008,0.002654328,,0.002654328,74,,74,27879
377464,10008,0.584848811,,0.584848811,16305,,16305,27879
377465,10008,0.001076079,0.000567151,0.000953808,30,5,35,36695
377466,10008,,0.247731397,0.247731397,,2184,2184,8816
377472,10004,,0.113091197,0.113091197,,1999,1999,17676
377478,10004,,0.003847024,0.003847024,,68,68,17676
377481,10004,,0.000226296,0.000226296,,4,4,17676
377485,10031,,0.000366569,0.000366569,,1,1,2728
377497,10006,,0.08424319,0.08424319,,733,733,8701
377506,10027,,0.001657917,0.001657917,,6,6,3619
377509,10027,,0.011052777,0.011052777,,40,40,3619
377519,32026,,0.003936531,0.003936531,,65,65,16512
377532,32026,,0.005935078,0.005935078,,98,98,16512
377541,32026,,0.000423934,0.000423934,,7,7,16512
377556,32007,,0.002307692,0.002307692,,12,12,5200
377567,32007,,0.032307692,0.032307692,,168,168,5200
377574,32041,,0.004584152,0.004584152,,7,7,1527
377590,19017,,0.007078254,0.007078254,,216,216,30516
377591,19017,,0.000294927,0.000294927,,9,9,30516
377597,19017,,0.005144842,0.005144842,,157,157,30516
377602,19007,,0.010492748,0.010492748,,102,102,9721
377604,19007,,0.006480815,0.006480815,,63,63,9721
377608,19007,,0.011418578,0.011418578,,111,111,9721
377610,19030,,0.022092268,0.022092268,,34,34,1539
377612,19007,,0.00020574,0.00020574,,2,2,9721
377614,19007,,0.00061722,0.00061722,,6,6,9721
377615,19007,,0.00020574,0.00020574,,2,2,9721
377617,28042,,0.012630556,0.012630556,,52,52,4117
377618,28042,,0.0155453,0.0155453,,64,64,4117
377619,28042,,0.002671848,0.002671848,,11,11,4117
377620,28042,,0.047850376,0.047850376,,197,197,4117
377621,28042,,0.002671848,0.002671848,,11,11,4117
377622,28042,,0.006558173,0.006558173,,27,27,4117
377626,28042,,0.032062181,0.032062181,,132,132,4117
377629,28034,,0.001957905,0.001957905,,12,12,6129
377630,28034,,0.002121064,0.002121064,,13,13,6129
377631,28034,,0.005384239,0.005384239,,33,33,6129
377632,28034,,0.000978953,0.000978953,,6,6,6129
377633,28034,,0.000326318,0.000326318,,2,2,6129
377634,28034,,0.000326318,0.000326318,,2,2,6129
377636,28034,,0.001142111,0.001142111,,7,7,6129
377639,28034,,0.020394844,0.020394844,,125,125,6129
377640,28034,,0.004405286,0.004405286,,27,27,6129
377653,28018,,0.042850025,0.042850025,,86,86,2007
377656,28018,,0.000498256,0.000498256,,1,1,2007
377657,28018,,0.006477329,0.006477329,,13,13,2007
377663,28001,,0.001027046,0.001027046,,3,3,2921
377664,28001,,0.000684697,0.000684697,,2,2,2921
377674,28037,,0.000323572,0.000323572,,4,4,12362
378531,10008,,0.059097096,0.059097096,,521,521,8816
378532,10008,0.069837512,0.00022686,0.053113503,1947,2,1949,36695
378534,10008,,0.057055354,0.057055354,,503,503,8816
378536,10008,0.097528606,,0.097528606,2719,,2719,27879
378557,10031,0.312578145,,0.312578145,1250,,1250,3999
378558,10031,0.687421855,,0.687421855,2749,,2749,3999
378574,10027,,0.022934512,0.022934512,,83,83,3619
378579,10027,,0.052224371,0.052224371,,189,189,3619
378584,10027,,0.016855485,0.016855485,,61,61,3619
378596,32026,,0.003573159,0.003573159,,59,59,16512
378597,32026,,0.015685562,0.015685562,,259,259,16512
378607,32026,,0.001877422,0.001877422,,31,31,16512
378608,32026,,0.004784399,0.004784399,,79,79,16512
378609,32026,,0.00030281,0.00030281,,5,5,16512
378613,32026,,0.017562984,0.017562984,,290,290,16512
378622,32026,,0.005087209,0.005087209,,84,84,16512
378624,32007,,0.000961538,0.000961538,,5,5,5200
378626,32007,,0.001538462,0.001538462,,8,8,5200
378634,32007,,0.062692308,0.062692308,,326,326,5200
378638,32041,,0.000654879,0.000654879,,1,1,1527
378640,32041,,0.001309758,0.001309758,,2,2,1527
378651,19017,,0.000884782,0.000884782,,27,27,30516
378654,19017,,0.005112072,0.005112072,,156,156,30516
378662,19017,,0.004128982,0.004128982,,126,126,30516
378667,19017,,0.001212479,0.001212479,,37,37,30516
378669,19017,,0.000393236,0.000393236,,12,12,30516
378671,19007,,0.001028701,0.001028701,,10,10,9721
378674,19007,,0.005863594,0.005863594,,57,57,9721
378674,19017,,0.001835103,0.001835103,,56,56,30516
378675,19007,,0.001954531,0.001954531,,19,19,9721
378677,19030,,0.003248863,0.003248863,,5,5,1539
378678,19030,,0.021442495,0.021442495,,33,33,1539
378680,19030,,0.035087719,0.035087719,,54,54,1539
378682,19007,,0.00030861,0.00030861,,3,3,9721
378685,28042,,0.000728686,0.000728686,,3,3,4117
378686,28042,,0.002671848,0.002671848,,11,11,4117
378687,28042,0.245980707,0.001700267,0.05838463,306,7,313,5361
378688,28042,0.640675241,0.001457372,0.149785488,797,6,803,5361
378689,28042,,0.000242895,0.000242895,,1,1,4117
378694,28042,,0.014816614,0.014816614,,61,61,4117
378695,28042,,0.051008016,0.051008016,,210,210,4117
378696,28042,,0.002914744,0.002914744,,12,12,4117
378700,28034,,0.000489476,0.000489476,,3,3,6129
378701,28034,,0.017621145,0.017621145,,108,108,6129
378702,28034,,0.010768478,0.010768478,,66,66,6129
378704,28034,,0.001142111,0.001142111,,7,7,6129
378708,28034,,0.017294828,0.017294828,,106,106,6129
378709,28034,,0.004405286,0.004405286,,27,27,6129
378727,28010,,0.001150748,0.001150748,,1,1,869
378733,28035,,0.000114692,0.000114692,,2,2,17438
378742,28035,,0.004530336,0.004530336,,79,79,17438
379601,10008,0.06488755,0.002495463,0.049897806,1809,22,1831,36695
379614,10004,,0.004695632,0.004695632,,83,83,17676
379633,10006,,0.022181358,0.022181358,,193,193,8701
379636,10006,,0.000804505,0.000804505,,7,7,8701
379646,10027,,0.007736944,0.007736944,,28,28,3619
379649,10027,,0.017960763,0.017960763,,65,65,3619
379651,10027,,0.024316109,0.024316109,,88,88,3619
379652,10027,,0.000276319,0.000276319,,1,1,3619
379655,10027,,0.018789721,0.018789721,,68,68,3619
379661,32026,,0.025375484,0.025375484,,419,419,16512
379666,32026,,0.000181686,0.000181686,,3,3,16512
379668,32026,,0.000121124,0.000121124,,2,2,16512
379673,32026,,0.001877422,0.001877422,,31,31,16512
379676,32026,,0.000363372,0.000363372,,6,6,16512
379703,32007,,0.000961538,0.000961538,,5,5,5200
379705,32041,,0.095612312,0.095612312,,146,146,1527
379706,32041,,0.001309758,0.001309758,,2,2,1527
379709,32041,0.416496945,,0.416496945,409,,409,982
379710,32041,0.023421589,,0.023421589,23,,23,982
379718,19017,,0.000753703,0.000753703,,23,23,30516
379737,19017,,0.000196618,0.000196618,,6,6,30516
379738,19017,,0.00213003,0.00213003,,65,65,30516
379745,19030,,0.055230669,0.055230669,,85,85,1539
379746,19030,,0.059779077,0.059779077,,92,92,1539
379747,19030,,0.01754386,0.01754386,,27,27,1539
379749,28020,,0.010526316,0.010526316,,18,18,1710
379750,19007,,0.001440181,0.001440181,,14,14,9721
379751,28020,,0.026315789,0.026315789,,45,45,1710
379752,28042,,0.025504008,0.025504008,,105,105,4117
379753,28042,,0.001457372,0.001457372,,6,6,4117
379754,28042,,0.015788195,0.015788195,,65,65,4117
379755,28042,0.080385852,0.002186058,0.020332028,100,9,109,5361
379756,28042,0.032154341,0.000485791,0.007834359,40,2,42,5361
379762,28042,,0.033033762,0.033033762,,136,136,4117
379765,28042,,0.001457372,0.001457372,,6,6,4117
379767,28034,,0.004405286,0.004405286,,27,27,6129
379769,28034,,0.000815794,0.000815794,,5,5,6129
379770,28034,,0.037363355,0.037363355,,229,229,6129
379771,28034,,0.000326318,0.000326318,,2,2,6129
379776,28034,,0.012236907,0.012236907,,75,75,6129
379788,28010,,0.004602992,0.004602992,,4,4,869
379794,28010,,0.004602992,0.004602992,,4,4,869
379806,28035,,0.000172038,0.000172038,,3,3,17438
379807,28035,,5.7346E-05,5.7346E-05,,1,1,17438
380669,10008,0.025180243,,0.025180243,702,,702,27879
380674,10004,,5.65739E-05,5.65739E-05,,1,1,17676
380677,10004,,0.000565739,0.000565739,,10,10,17676
380688,10031,,0.031524927,0.031524927,,86,86,2728
380698,10031,,0.01356305,0.01356305,,37,37,2728
380703,10006,,0.014366165,0.014366165,,125,125,8701
380715,10027,,0.004144791,0.004144791,,15,15,3619
380718,10027,,0.06714562,0.06714562,,243,243,3619
380725,32026,,0.001635174,0.001635174,,27,27,16512
380752,32026,,0.001695736,0.001695736,,28,28,16512
380754,32026,,0.000484496,0.000484496,,8,8,16512
380755,32026,,0.001029554,0.001029554,,17,17,16512
380760,32007,,0.034615385,0.034615385,,180,180,5200
380762,32007,,0.022115385,0.022115385,,115,115,5200
380773,32041,,0.070726916,0.070726916,,108,108,1527
380777,32041,0.559063136,,0.559063136,549,,549,982
380778,32041,0,,0,0,,0,982
380786,19017,,0.001769564,0.001769564,,54,54,30516
380787,19017,,0.001769564,0.001769564,,54,54,30516
380800,19017,,0.000229388,0.000229388,,7,7,30516
380801,19017,,0.000262158,0.000262158,,8,8,30516
380806,19017,,9.83091E-05,9.83091E-05,,3,3,30516
380807,19017,,0.000720933,0.000720933,,22,22,30516
380809,19017,,9.83091E-05,9.83091E-05,,3,3,30516
380810,19017,,9.83091E-05,9.83091E-05,,3,3,30516
380811,19030,,0.004548408,0.004548408,,7,7,1539
380812,19030,,0.098765432,0.098765432,,152,152,1539
380814,19030,,0.06302794,0.06302794,,97,97,1539
380815,19030,,0.004548408,0.004548408,,7,7,1539
380817,28020,,0.019298246,0.019298246,,33,33,1710
380818,28020,,0.001169591,0.001169591,,2,2,1710
380819,28020,,0.007017544,0.007017544,,12,12,1710
380820,28020,,0.020467836,0.020467836,,35,35,1710
380820,28042,,0.002671848,0.002671848,,11,11,4117
380821,28042,,0.022103473,0.022103473,,91,91,4117
380822,28042,,0.00364343,0.00364343,,15,15,4117
380824,28042,,0.000728686,0.000728686,,3,3,4117
380825,28042,,0.095457858,0.095457858,,393,393,4117
380826,28042,,0.002671848,0.002671848,,11,11,4117
380827,28042,,0.116346855,0.116346855,,479,479,4117
380828,28042,,0.005100802,0.005100802,,21,21,4117
380829,28042,,0.008987127,0.008987127,,37,37,4117
380833,28042,,0.005343697,0.005343697,,22,22,4117
380834,28034,,0.026431718,0.026431718,,162,162,6129
380835,28034,,0.074400392,0.074400392,,456,456,6129
380836,28034,,0.000326318,0.000326318,,2,2,6129
380837,28034,,0.016152717,0.016152717,,99,99,6129
380840,28034,,0.004894763,0.004894763,,30,30,6129
380844,28034,,0.001142111,0.001142111,,7,7,6129
380848,28034,,0.001631588,0.001631588,,10,10,6129
380849,28034,,0.000489476,0.000489476,,3,3,6129
380854,28010,,0.057537399,0.057537399,,50,50,869
380856,28010,,0.02301496,0.02301496,,20,20,869
380857,28010,,0.265822785,0.265822785,,231,231,869
380866,28010,,0.02301496,0.02301496,,20,20,869
380877,28035,,0.004989104,0.004989104,,87,87,17438
380882,28035,,0.035726574,0.035726574,,623,623,17438
381741,10021,,0.156135971,0.156135971,,813,813,5207
381745,10004,,0.002715547,0.002715547,,48,48,17676
381746,10004,,0.008542657,0.008542657,,151,151,17676
381747,10004,,0.000226296,0.000226296,,4,4,17676
381748,10004,,0.008768952,0.008768952,,155,155,17676
381750,10004,,0.000226296,0.000226296,,4,4,17676
381753,10004,,0.000113148,0.000113148,,2,2,17676
381758,10031,,0.226539589,0.226539589,,618,618,2728
381759,10031,,0.081378299,0.081378299,,222,222,2728
381763,10031,,0.001099707,0.001099707,,3,3,2728
381785,10027,,0.034816248,0.034816248,,126,126,3619
381786,10027,,0.00967118,0.00967118,,35,35,3619
381788,10027,,0.046974302,0.046974302,,170,170,3619
381805,32026,,0.031007752,0.031007752,,512,512,16512
381817,32026,,0.007025194,0.007025194,,116,116,16512
381821,32026,,0.004481589,0.004481589,,74,74,16512
381823,32026,,0.005450581,0.005450581,,90,90,16512
381826,32026,,0.005813953,0.005813953,,96,96,16512
381828,32007,,0.038076923,0.038076923,,198,198,5200
381829,32007,,0.018269231,0.018269231,,95,95,5200
381840,32041,,0.008513425,0.008513425,,13,13,1527
381841,32041,,0.007203667,0.007203667,,11,11,1527
381845,32041,,0.001964637,0.001964637,,3,3,1527
381846,32041,,0.001309758,0.001309758,,2,2,1527
381847,32041,,0.001309758,0.001309758,,2,2,1527
381848,19017,,0.004358369,0.004358369,,133,133,30516
381865,19017,,0.000557085,0.000557085,,17,17,30516
381870,19017,,0.002785424,0.002785424,,85,85,30516
381874,19017,,9.83091E-05,9.83091E-05,,3,3,30516
381878,19017,,0.000327697,0.000327697,,10,10,30516
381879,19017,,0.00209726,0.00209726,,64,64,30516
381880,19030,,0.025990903,0.025990903,,40,40,1539
381881,19030,,0.04288499,0.04288499,,66,66,1539
381882,19030,,0.020792723,0.020792723,,32,32,1539
381886,28020,,0.033333333,0.033333333,,57,57,1710
381887,28020,0.343195266,0.015204678,0.069335938,116,26,142,2048
381888,28020,0.044378698,0.086549708,0.079589844,15,148,163,2048
381890,28042,,0.000242895,0.000242895,,1,1,4117
381891,28042,,0.010444498,0.010444498,,43,43,4117
381893,28020,,0.044444444,0.044444444,,76,76,1710
381893,28042,,0.000971581,0.000971581,,4,4,4117
381896,28042,,0.000485791,0.000485791,,2,2,4117
381899,28042,,0.01190187,0.01190187,,49,49,4117
381901,28042,,0.002428953,0.002428953,,10,10,4117
381902,28034,,0.00261054,0.00261054,,16,16,6129
381906,28034,,0.018600098,0.018600098,,114,114,6129
381911,28034,,0.000163159,0.000163159,,1,1,6129
381919,28036,,0.412114014,0.412114014,,347,347,842
381931,28010,,0.016110472,0.016110472,,14,14,869
381937,28010,,0.02301496,0.02301496,,20,20,869
381940,28035,,0.000114692,0.000114692,,2,2,17438
381945,28035,,0.000114692,0.000114692,,2,2,17438
381950,28035,,0.040142218,0.040142218,,700,700,17438
382803,10008,,0.075544465,0.075544465,,666,666,8816
382806,10008,,0.014972777,0.014972777,,132,132,8816
382810,10004,,0.016236705,0.016236705,,287,287,17676
382810,10021,,0.000768197,0.000768197,,4,4,5207
382815,10004,,0.000961756,0.000961756,,17,17,17676
382823,10004,,0.000565739,0.000565739,,10,10,17676
382830,10031,,0.141495601,0.141495601,,386,386,2728
382835,10006,,0.031490633,0.031490633,,274,274,8701
382846,10027,,0.003315833,0.003315833,,12,12,3619
382848,10027,,0.000276319,0.000276319,,1,1,3619
382856,10027,,0.020171318,0.020171318,,73,73,3619
382859,10027,,0.002210555,0.002210555,,8,8,3619
382859,32026,,0.00151405,0.00151405,,25,25,16512
382867,32026,,0.00060562,0.00060562,,10,10,16512
382868,32026,,0.002059109,0.002059109,,34,34,16512
382869,32026,,6.0562E-05,6.0562E-05,,1,1,16512
382871,32026,,0.000121124,0.000121124,,2,2,16512
382872,32026,,0.019561531,0.019561531,,323,323,16512
382883,32026,,0.000242248,0.000242248,,4,4,16512
382884,32026,,0.013687016,0.013687016,,226,226,16512
382885,32026,,0.000726744,0.000726744,,12,12,16512
382892,32026,,0.000787306,0.000787306,,13,13,16512
382893,32026,,0.003452035,0.003452035,,57,57,16512
382896,32007,,0.011538462,0.011538462,,60,60,5200
382897,32007,,0.059230769,0.059230769,,308,308,5200
382903,32007,,0.069038462,0.069038462,,359,359,5200
382920,19017,,0.003014812,0.003014812,,92,92,30516
382921,19017,,0.002523266,0.002523266,,77,77,30516
382927,19017,,0.003571897,0.003571897,,109,109,30516
382933,19017,,0.001015861,0.001015861,,31,31,30516
382934,19017,,0.08051514,0.08051514,,2457,2457,30516
382937,19017,,0.004554988,0.004554988,,139,139,30516
382945,19017,,0.000196618,0.000196618,,6,6,30516
382949,19030,,0.066276803,0.066276803,,102,102,1539
382954,28020,,0.030409357,0.030409357,,52,52,1710
382955,28020,0.372781065,0.016959064,0.075683594,126,29,155,2048
382956,28020,0.23964497,0.003508772,0.042480469,81,6,87,2048
382957,28020,,0.064327485,0.064327485,,110,110,1710
382958,28020,,0.443859649,0.443859649,,759,759,1710
382959,28020,,0.048538012,0.048538012,,83,83,1710
382967,28042,,0.002914744,0.002914744,,12,12,4117
382969,28042,,0.040320622,0.040320622,,166,166,4117
382970,28042,,0.000242895,0.000242895,,1,1,4117
382976,28034,,0.000489476,0.000489476,,3,3,6129
382977,28034,,0.025615924,0.025615924,,157,157,6129
382983,28036,,0.010688836,0.010688836,,9,9,842
382999,28010,,0.049482163,0.049482163,,43,43,869
383004,28010,,0.004602992,0.004602992,,4,4,869
383010,28035,,0.000114692,0.000114692,,2,2,17438
383879,10021,,0.343575955,0.343575955,,1789,1789,5207
383880,10004,,0.000113148,0.000113148,,2,2,17676
383881,10004,,0.002319529,0.002319529,,41,41,17676
383907,10006,,0.01677968,0.01677968,,146,146,8701
383917,10027,0.329044118,,0.329044118,537,,537,1632
383918,10027,,0.001381597,0.001381597,,5,5,3619
383919,10027,,0.001934236,0.001934236,,7,7,3619
383932,32026,,0.002664729,0.002664729,,44,44,16512
383944,32026,,0.00811531,0.00811531,,134,134,16512
383954,32026,,0.003694283,0.003694283,,61,61,16512
383960,32026,,0.000666182,0.000666182,,11,11,16512
383962,32007,0.01966739,0.051730769,0.033429633,136,269,405,12115
383963,32007,0.98033261,,0.98033261,6779,,6779,6915
383964,32007,,0.324038462,0.324038462,,1685,1685,5200
383965,32007,,0.0025,0.0025,,13,13,5200
383970,32007,,0.004807692,0.004807692,,25,25,5200
383979,05030,,0.005216719,0.005216719,,81,81,15527
383982,05030,,0.010884266,0.010884266,,169,169,15527
