GRIDCODE,CVENTMUN,Furb,Frural,FpoT,PobUrb,PobR,PubU+R,PoT
12437,frac,,,,,,,
439433,10036,,0.0172761,0.0172761,,163,163,9435
439507,05027,,0.011538929,0.011538929,,95,95,8233
439508,05027,,0.009231143,0.009231143,,76,76,8233
439511,05027,,0.000971699,0.000971699,,8,8,8233
439515,05027,,0.004979959,0.004979959,,41,41,8233
439523,19037,,0.005188067,0.005188067,,4,4,771
439528,19037,,0.006485084,0.006485084,,5,5,771
439534,19045,,0.000228624,0.000228624,,1,1,4374
439535,19045,,0.002972108,0.002972108,,13,13,4374
439536,19045,,0.005258345,0.005258345,,23,23,4374
439537,19012,,0.008316008,0.008316008,,4,4,481
439538,19045,,0.000228624,0.000228624,,1,1,4374
439541,19045,,0.001600366,0.001600366,,7,7,4374
439542,19012,,0.004158004,0.004158004,,2,2,481
439546,19028,,0.02020202,0.02020202,,2,2,99
439549,19028,,0.01010101,0.01010101,,1,1,99
439555,19011,,0.018302829,0.018302829,,11,11,601
439563,19035,,0.003478261,0.003478261,,2,2,575
439572,19003,,0.003846154,0.003846154,,3,3,780
439572,19015,,0.252688172,0.252688172,,141,141,558
439578,19015,,0.007168459,0.007168459,,4,4,558
439579,19015,,0.010752688,0.010752688,,6,6,558
439580,19015,,0.003584229,0.003584229,,2,2,558
439581,19015,,0.001792115,0.001792115,,1,1,558
439582,28007,,0.002455997,0.002455997,,12,12,4886
439584,28007,,0.000204666,0.000204666,,1,1,4886
439586,19020,,0.001360544,0.001360544,,2,2,1470
439587,19020,,0.010204082,0.010204082,,15,15,1470
439588,19020,,0.006122449,0.006122449,,9,9,1470
439589,19020,,0.004081633,0.004081633,,6,6,1470
439594,28032,,0.000454201,0.000454201,,6,6,13210
439595,28032,,0.0001514,0.0001514,,2,2,13210
439596,28032,,0.001968206,0.001968206,,26,26,13210
439598,28032,,0.0001514,0.0001514,,2,2,13210
439599,28032,0.00906216,,0.00906216,6267,,6267,691557
439601,28032,,0.000302801,0.000302801,,4,4,13210
439602,28032,0.009014441,0.013020439,0.009089529,6234,172,6406,704767
439603,28032,0.048163781,0.017789553,0.047594453,33308,235,33543,704767
439604,28032,0.066097227,0.000681302,0.064871085,45710,9,45719,704767
439605,28032,0.009722987,0.086979561,0.011171068,6724,1149,7873,704767
439606,28032,0.005230227,0.004163512,0.005210233,3617,55,3672,704767
439607,28032,,0.001135503,0.001135503,,15,15,13210
439607,28033,,0.00036704,0.00036704,,4,4,10898
439608,28033,0.153315349,9.176E-05,0.140711331,18641,1,18642,132484
439609,28033,0.241080388,0.0004588,0.221287099,29312,5,29317,132484
439610,28033,0.252364581,0.00036704,0.231635518,30684,4,30688,132484
439611,28033,0.002747027,0.038355662,0.005676157,334,418,752,132484
439612,28033,,0.00036704,0.00036704,,4,4,10898
439613,28033,,0.060745091,0.060745091,,662,662,10898
439614,28033,,0.012112314,0.012112314,,132,132,10898
439615,28033,,0.02037071,0.02037071,,222,222,10898
439616,28022,,0.010654725,0.010654725,,276,276,25904
439617,28022,,0.00019302,0.00019302,,5,5,25904
439618,28022,0.00093591,,0.00093591,483,,483,516075
439619,28022,,0.000154416,0.000154416,,4,4,25904
439620,28022,,0.014978382,0.014978382,,388,388,25904
439621,28022,,0.000386041,0.000386041,,10,10,25904
439622,28022,,0.000424645,0.000424645,,11,11,25904
439623,28022,,0.002972514,0.002972514,,77,77,25904
439624,28022,,0.000463249,0.000463249,,12,12,25904
439625,28022,,0.018336936,0.018336936,,475,475,25904
440483,10013,,0.001119463,0.001119463,,7,7,6253
440568,05027,,0.007166282,0.007166282,,59,59,8233
440588,19037,,0.006485084,0.006485084,,5,5,771
440594,19037,,0.084306096,0.084306096,,65,65,771
440602,19045,,0.004572474,0.004572474,,20,20,4374
440603,19045,,0.307498857,0.307498857,,1345,1345,4374
440605,19045,,0.003657979,0.003657979,,16,16,4374
440610,19045,,0.001371742,0.001371742,,6,6,4374
440624,19011,,0.019966722,0.019966722,,12,12,601
440625,19011,,0.008319468,0.008319468,,5,5,601
440626,19011,,0.03327787,0.03327787,,20,20,601
440628,19035,0.025330396,0.005217391,0.01753203,23,3,26,1483
440629,19035,0.539647577,0.029565217,0.341874579,490,17,507,1483
440632,19035,,0.00173913,0.00173913,,1,1,575
440635,19027,,0.007920792,0.007920792,,4,4,505
440638,19003,,0.003846154,0.003846154,,3,3,780
440640,19003,0.041467305,0.657692308,0.383084577,26,513,539,1407
440642,19015,,0.007168459,0.007168459,,4,4,558
440647,19015,,0.005376344,0.005376344,,3,3,558
440648,19015,,0.005376344,0.005376344,,3,3,558
440648,28007,,0.001841998,0.001841998,,9,9,4886
440649,28007,,0.003479329,0.003479329,,17,17,4886
440650,28007,,0.000409333,0.000409333,,2,2,4886
440651,28007,,0.001841998,0.001841998,,9,9,4886
440652,28007,,0.000409333,0.000409333,,2,2,4886
440654,19020,,0.005442177,0.005442177,,8,8,1470
440655,19020,,0.002721088,0.002721088,,4,4,1470
440656,19020,,0.007482993,0.007482993,,11,11,1470
440656,28015,,0.000831025,0.000831025,,3,3,3610
440659,19020,,0.002721088,0.002721088,,4,4,1470
440660,28015,,0.00166205,0.00166205,,6,6,3610
440661,19020,,0.000680272,0.000680272,,1,1,1470
440664,28032,,0.000227101,0.000227101,,3,3,13210
440665,28032,,0.000454201,0.000454201,,6,6,13210
440666,28032,0.001801731,0.001286904,0.001792082,1246,17,1263,704767
440667,28032,0.059014658,0.000227101,0.057912757,40812,3,40815,704767
440668,28032,0.016251733,,0.016251733,11239,,11239,691557
440669,28032,0.02117396,0.001438304,0.020804039,14643,19,14662,704767
440670,28032,0.030661247,0.001286904,0.030110661,21204,17,21221,704767
440671,28032,0.066020588,,0.066020588,45657,,45657,691557
440672,28032,0.085953869,,0.085953869,59442,,59442,691557
440673,28032,0.008167078,,0.008167078,5648,,5648,691557
440674,28032,7.51926E-05,0.019303558,0.000435605,52,255,307,704767
440675,28032,,0.012036336,0.012036336,,159,159,13210
440675,28033,0.001784745,,0.001784745,217,,217,121586
440676,28033,0.087633445,0.004037438,0.080756922,10655,44,10699,132484
440677,28033,0.045243696,0.003853918,0.041839015,5501,42,5543,132484
440678,28033,0.121050121,0.001284639,0.111198333,14718,14,14732,132484
440679,28033,,0.00018352,0.00018352,,2,2,10898
440681,28033,,0.02000367,0.02000367,,218,218,10898
440682,28033,,0.008808956,0.008808956,,96,96,10898
440683,28022,,3.86041E-05,3.86041E-05,,1,1,25904
440684,28022,,0.000617665,0.000617665,,16,16,25904
440685,28022,,0.000231624,0.000231624,,6,6,25904
440687,28022,,0.002316245,0.002316245,,60,60,25904
440688,28022,,0.001080914,0.001080914,,28,28,25904
440689,28022,,0.010191476,0.010191476,,264,264,25904
440690,28022,,0.005250154,0.005250154,,136,136,25904
440691,28022,,0.012391909,0.012391909,,321,321,25904
440692,28022,,0.013318406,0.013318406,,345,345,25904
441567,10036,0.034335497,,0.034335497,402,,402,11708
441568,10036,0.000597882,,0.000597882,7,,7,11708
441569,10036,,0.02427133,0.02427133,,229,229,9435
441572,05009,,4.54649E-05,4.54649E-05,,1,1,21995
441608,05007,,0.100862069,0.100862069,,234,234,2320
441639,05027,,0.002186323,0.002186323,,18,18,8233
441640,05027,,0.001457549,0.001457549,,12,12,8233
441655,19037,,0.002594034,0.002594034,,2,2,771
441668,19045,,0.001600366,0.001600366,,7,7,4374
441669,19045,,0.001371742,0.001371742,,6,6,4374
441670,19045,,0.006858711,0.006858711,,30,30,4374
441671,19045,,0.011888432,0.011888432,,52,52,4374
441672,19045,,0.011431184,0.011431184,,50,50,4374
441673,19045,,0.005258345,0.005258345,,23,23,4374
441674,19045,,0.011202561,0.011202561,,49,49,4374
441678,19045,,0.001828989,0.001828989,,8,8,4374
441680,19028,,0.060606061,0.060606061,,6,6,99
441691,19011,,0.006655574,0.006655574,,4,4,601
441693,19011,,0.054908486,0.054908486,,33,33,601
441694,19011,0.246624128,0.014975042,0.227656676,1662,9,1671,7340
441695,19011,0.063956077,0.003327787,0.058991826,431,2,433,7340
441695,19035,,0.422608696,0.422608696,,243,243,575
441696,19035,0.004405286,0.514782609,0.20229265,4,296,300,1483
441697,19035,0.43061674,0.022608696,0.272420769,391,13,404,1483
441702,19027,,0.001980198,0.001980198,,1,1,505
441703,19003,,0.002564103,0.002564103,,2,2,780
441706,19003,,0.001282051,0.001282051,,1,1,780
441708,19003,0.913875598,0.055128205,0.437810945,573,43,616,1407
441709,19003,0.044657097,,0.044657097,28,,28,627
441709,19015,,0.003584229,0.003584229,,2,2,558
441710,28025,,0.020117611,0.020117611,,65,65,3231
441711,28025,,0.146394305,0.146394305,,473,473,3231
441712,19015,,0.001792115,0.001792115,,1,1,558
441713,19015,,0.003584229,0.003584229,,2,2,558
441716,28007,,0.000409333,0.000409333,,2,2,4886
441717,28007,,0.000409333,0.000409333,,2,2,4886
441718,28007,,0.001841998,0.001841998,,9,9,4886
441719,28007,,0.001841998,0.001841998,,9,9,4886
441720,28007,,0.001637331,0.001637331,,8,8,4886
441724,28015,,0.01468144,0.01468144,,53,53,3610
441725,28015,,0.003601108,0.003601108,,13,13,3610
441728,28015,,0.027977839,0.027977839,,101,101,3610
441733,28032,1.44601E-06,0.001286904,2.55404E-05,1,17,18,704767
441734,28032,0.013236798,0.000227101,0.012992947,9154,3,9157,704767
441735,28032,0.038637451,7.57002E-05,0.037914658,26720,1,26721,704767
441736,28032,0.043034775,,0.043034775,29761,,29761,691557
441737,28032,0.067468047,0.074110522,0.067592552,46658,979,47637,704767
441738,28032,0.039986581,,0.039986581,27653,,27653,691557
441739,28032,0.02308125,,0.02308125,15962,,15962,691557
441740,28032,0.035645652,0.000378501,0.034984612,24651,5,24656,704767
441741,28032,0.010463346,,0.010463346,7236,,7236,691557
441742,28032,4.33804E-06,0.018395155,0.000349052,3,243,246,704767
441743,28032,,0.000605602,0.000605602,,8,8,13210
441743,28033,,0.004404478,0.004404478,,48,48,10898
441744,28033,,0.006790237,0.006790237,,74,74,10898
441745,28033,,0.009726555,0.009726555,,106,106,10898
441746,28033,,0.00055056,0.00055056,,6,6,10898
441747,28033,,0.010001835,0.010001835,,109,109,10898
441748,28033,,0.00055056,0.00055056,,6,6,10898
441749,28033,0.010058724,0.029087906,0.011624045,1223,317,1540,132484
441750,28033,0.031467439,0.02128831,0.030630114,3826,232,4058,132484
441753,28022,,0.000347437,0.000347437,,9,9,25904
441754,28022,,0.010693329,0.010693329,,277,277,25904
441756,28022,,0.009264978,0.009264978,,240,240,25904
441757,28022,,0.000656269,0.000656269,,17,17,25904
441758,28022,,0.011040766,0.011040766,,286,286,25904
442625,10013,,0.000319846,0.000319846,,2,2,6253
442626,10036,,0.00063593,0.00063593,,6,6,9435
442634,10036,,0.00381558,0.00381558,,36,36,9435
442635,10036,0.606593782,,0.606593782,7102,,7102,11708
442636,10036,0.135804578,0.000105988,0.075249492,1590,1,1591,21143
442637,10036,,0.069210387,0.069210387,,653,653,9435
442705,05027,,0.000121462,0.000121462,,1,1,8233
442714,05027,,0.013725252,0.013725252,,113,113,8233
442716,05027,,0.000364387,0.000364387,,3,3,8233
442719,19037,,0.001297017,0.001297017,,1,1,771
442721,19037,,0.007782101,0.007782101,,6,6,771
442723,19037,,0.022049287,0.022049287,,17,17,771
442725,19037,,0.001297017,0.001297017,,1,1,771
442727,19037,,0.012970169,0.012970169,,10,10,771
442728,19037,,0.001297017,0.001297017,,1,1,771
442736,19045,,0.015546411,0.015546411,,68,68,4374
442737,19045,,0.001600366,0.001600366,,7,7,4374
442738,19045,,0.021033379,0.021033379,,92,92,4374
442739,19045,,0.011202561,0.011202561,,49,49,4374
442741,19045,,0.000228624,0.000228624,,1,1,4374
442742,19045,,0.11476909,0.11476909,,502,502,4374
442745,19045,,0.000457247,0.000457247,,2,2,4374
442751,19028,,0.01010101,0.01010101,,1,1,99
442752,19028,,0.01010101,0.01010101,,1,1,99
442760,19011,,0.003327787,0.003327787,,2,2,601
442761,19011,0.004896869,,0.004896869,33,,33,6739
442762,19011,0.421130732,0.073211314,0.392643052,2838,44,2882,7340
442763,19011,0.263392195,0.004991681,0.242234332,1775,3,1778,7340
442777,19003,,0.188461538,0.188461538,,147,147,780
442780,28025,,0.004642526,0.004642526,,15,15,3231
442781,19015,,0.010752688,0.010752688,,6,6,558
442781,28025,,0.008047044,0.008047044,,26,26,3231
442782,28007,,0.002046664,0.002046664,,10,10,4886
442783,28007,,0.000818666,0.000818666,,4,4,4886
442784,28007,,0.062627916,0.062627916,,306,306,4886
442785,28007,,0.000409333,0.000409333,,2,2,4886
442786,28007,,0.000818666,0.000818666,,4,4,4886
442787,28007,,0.000613999,0.000613999,,3,3,4886
442789,28007,,0.00225133,0.00225133,,11,11,4886
442792,28015,,0.002770083,0.002770083,,10,10,3610
442794,28015,,0.000831025,0.000831025,,3,3,3610
442796,28015,,0.001385042,0.001385042,,5,5,3610
442802,28032,0.003917248,0.000681302,0.003856594,2709,9,2718,704767
442803,28032,0.015217835,,0.015217835,10524,,10524,691557
442804,28032,0.039505059,,0.039505059,27320,,27320,691557
442805,28032,0.061694119,0.001059803,0.060557603,42665,14,42679,704767
442806,28032,0.058008234,,0.058008234,40116,,40116,691557
442807,28032,0.029043159,,0.029043159,20085,,20085,691557
442808,28032,0.003709022,,0.003709022,2565,,2565,691557
442809,28032,,7.57002E-05,7.57002E-05,,1,1,13210
442810,28032,,7.57002E-05,7.57002E-05,,1,1,13210
442812,28033,,0.00018352,0.00018352,,2,2,10898
442816,28033,,0.001559919,0.001559919,,17,17,10898
442817,28033,0.005938184,9.176E-05,0.005457263,722,1,723,132484
442818,28033,0.037027289,,0.037027289,4502,,4502,121586
442819,28033,,0.015323913,0.015323913,,167,167,10898
442819,28040,,0.001245109,0.001245109,,7,7,5622
442820,28022,,0.00691013,0.00691013,,179,179,25904
442821,28022,,3.86041E-05,3.86041E-05,,1,1,25904
442822,28022,,3.86041E-05,3.86041E-05,,1,1,25904
443682,10013,,0.039341116,0.039341116,,246,246,6253
443693,10036,,0.003073662,0.003073662,,29,29,9435
443702,10036,,0.039957605,0.039957605,,377,377,9435
443703,10036,,0.000211977,0.000211977,,2,2,9435
443704,10036,,0.037731849,0.037731849,,356,356,9435
443705,10036,,0.012082671,0.012082671,,114,114,9435
443750,05033,,0.001003156,0.001003156,,41,41,40871
443788,19037,,0.001297017,0.001297017,,1,1,771
443791,19037,,0.001297017,0.001297017,,1,1,771
443792,19037,,0.002594034,0.002594034,,2,2,771
443803,19045,,0.005944216,0.005944216,,26,26,4374
443805,19045,,0.001371742,0.001371742,,6,6,4374
443806,19045,,0.01486054,0.01486054,,65,65,4374
443807,19045,,0.027206219,0.027206219,,119,119,4374
443810,19045,,0.094878829,0.094878829,,415,415,4374
443811,19045,,0.000685871,0.000685871,,3,3,4374
443812,19045,,0.001143118,0.001143118,,5,5,4374
443814,19045,,0.000457247,0.000457247,,2,2,4374
443821,19011,,0.001663894,0.001663894,,1,1,601
443825,19011,,0.001663894,0.001663894,,1,1,601
443828,19011,,0.004991681,0.004991681,,3,3,601
443830,19011,,0.018302829,0.018302829,,11,11,601
443831,19011,,0.019966722,0.019966722,,12,12,601
443836,19023,,0.005208333,0.005208333,,2,2,384
443843,19003,,0.001282051,0.001282051,,1,1,780
443845,28025,,0.000928505,0.000928505,,3,3,3231
443846,28025,,0.000619003,0.000619003,,2,2,3231
443847,28025,,0.001238007,0.001238007,,4,4,3231
443848,28025,,0.001547509,0.001547509,,5,5,3231
443849,28025,,0.016713092,0.016713092,,54,54,3231
443851,28007,,0.001227998,0.001227998,,6,6,4886
443852,28007,,0.00225133,0.00225133,,11,11,4886
443853,28007,,0.001023332,0.001023332,,5,5,4886
443854,28007,,0.001432665,0.001432665,,7,7,4886
443855,28007,,0.000613999,0.000613999,,3,3,4886
443856,28007,,0.000204666,0.000204666,,1,1,4886
443861,28015,,0.113573407,0.113573407,,410,410,3610
443864,28015,,0.000277008,0.000277008,,1,1,3610
443870,28032,,0.000378501,0.000378501,,5,5,13210
443871,28032,1.59061E-05,0.00317941,7.52022E-05,11,42,53,704767
443873,28032,0.026759906,,0.026759906,18506,,18506,691557
443874,28032,0.02750894,,0.02750894,19024,,19024,691557
443875,28032,0.010091721,,0.010091721,6979,,6979,691557
444770,10036,,0.010492846,0.010492846,,99,99,9435
444772,10036,,0.00127186,0.00127186,,12,12,9435
444795,05033,,4.89345E-05,4.89345E-05,,2,2,40871
444813,05007,,0.046982759,0.046982759,,109,109,2320
444858,19037,,0.014267185,0.014267185,,11,11,771
444861,19037,,0.003891051,0.003891051,,3,3,771
444870,19045,,0.007315958,0.007315958,,32,32,4374
444871,19045,,0.000228624,0.000228624,,1,1,4374
444877,19045,,0.001143118,0.001143118,,5,5,4374
444878,19045,,0.005715592,0.005715592,,25,25,4374
444879,19045,,0.000457247,0.000457247,,2,2,4374
444882,19045,,0.002057613,0.002057613,,9,9,4374
444896,19011,,0.016638935,0.016638935,,10,10,601
444897,19011,,0.021630616,0.021630616,,13,13,601
444898,19011,,0.006655574,0.006655574,,4,4,601
444899,19011,,0.044925125,0.044925125,,27,27,601
444900,19011,,0.001663894,0.001663894,,1,1,601
444904,19023,,0.0078125,0.0078125,,3,3,384
444913,28025,,0.000928505,0.000928505,,3,3,3231
444917,28025,,0.039306716,0.039306716,,127,127,3231
444918,28025,,0.000309502,0.000309502,,1,1,3231
444920,28007,,0.000613999,0.000613999,,3,3,4886
444921,28007,,0.008186656,0.008186656,,40,40,4886
444925,28007,,0.000409333,0.000409333,,2,2,4886
444927,28007,,0.004093328,0.004093328,,20,20,4886
444929,28015,,0.002493075,0.002493075,,9,9,3610
444934,28015,,0.017728532,0.017728532,,64,64,3610
444934,28032,,0.002725208,0.002725208,,36,36,13210
444935,28032,,0.032551098,0.032551098,,430,430,13210
444936,28032,,0.0001514,0.0001514,,2,2,13210
444937,28032,,7.57002E-05,7.57002E-05,,1,1,13210
444938,28032,,0.000454201,0.000454201,,6,6,13210
444939,28032,,0.000605602,0.000605602,,8,8,13210
444940,28032,0.000501766,0.000454201,0.000500875,347,6,353,704767
444941,28032,0.001272491,0.039818319,0.001994986,880,526,1406,704767
444942,28032,5.49485E-05,,5.49485E-05,38,,38,691557
444943,28032,1.59061E-05,,1.59061E-05,11,,11,691557
445819,10013,,0.003678234,0.003678234,,23,23,6253
445831,10036,,0.00127186,0.00127186,,12,12,9435
445896,05027,,0.000607312,0.000607312,,5,5,8233
445899,05027,,0.005951658,0.005951658,,49,49,8233
445906,05027,,0.000242925,0.000242925,,2,2,8233
445914,05027,,0.006194583,0.006194583,,51,51,8233
445918,05027,,0.007166282,0.007166282,,59,59,8233
445923,19037,,0.001297017,0.001297017,,1,1,771
445929,19037,,0.047989624,0.047989624,,37,37,771
445930,19037,,0.006485084,0.006485084,,5,5,771
445937,19045,,0.001143118,0.001143118,,5,5,4374
445938,19045,,0.000457247,0.000457247,,2,2,4374
445942,19045,,0.000457247,0.000457247,,2,2,4374
445945,19045,,0.000914495,0.000914495,,4,4,4374
445946,19045,,0.000228624,0.000228624,,1,1,4374
445948,19045,,0.000914495,0.000914495,,4,4,4374
445949,19045,,0.000685871,0.000685871,,3,3,4374
445950,19045,,0.000228624,0.000228624,,1,1,4374
445962,19002,,0.001536098,0.001536098,,2,2,1302
445963,19011,,0.004991681,0.004991681,,3,3,601
445964,19011,,0.004991681,0.004991681,,3,3,601
445965,19011,,0.106489185,0.106489185,,64,64,601
445966,19011,,0.001663894,0.001663894,,1,1,601
445967,19011,,0.001663894,0.001663894,,1,1,601
445969,19011,,0.178036606,0.178036606,,107,107,601
445969,19023,,0.002604167,0.002604167,,1,1,384
445971,19023,,0.018229167,0.018229167,,7,7,384
445972,19023,,0.005208333,0.005208333,,2,2,384
445981,28025,,0.00371402,0.00371402,,12,12,3231
445982,28025,,0.028783658,0.028783658,,93,93,3231
445983,28025,,0.000309502,0.000309502,,1,1,3231
445985,28025,,0.008356546,0.008356546,,27,27,3231
445986,28025,,0.000928505,0.000928505,,3,3,3231
445988,28007,,0.001227998,0.001227998,,6,6,4886
445989,28007,0.092795883,0.001023332,0.065695636,1082,5,1087,16546
445990,28007,0.007118353,0.002046664,0.005620694,83,10,93,16546
445992,28007,,0.000613999,0.000613999,,3,3,4886
445996,28015,,0.000277008,0.000277008,,1,1,3610
445997,28015,,0.001385042,0.001385042,,5,5,3610
445998,28015,,0.032963989,0.032963989,,119,119,3610
445999,28015,,0.009695291,0.009695291,,35,35,3610
446000,28015,,0.038781163,0.038781163,,140,140,3610
446001,28015,,0.004155125,0.004155125,,15,15,3610
446002,28015,,0.001385042,0.001385042,,5,5,3610
