GRIDCODE,CVENTMUN,Fb,
383006,28035,0.036754707,
383007,28035,0.012559677,
383008,28035,0.013010661,
383009,28035,0.005948932,
383010,28035,0.009201969,
383011,28035,0.005842702,
383012,28035,0.004987693,
383013,28035,0.004919638,
383014,28035,0.007488027,
383015,28035,0.001576916,
383016,28035,0.000113503,
383017,28035,0.002421525,
383018,28035,0.00788186,
383019,28035,4.30965E-05,
383020,28035,0.000683405,
383021,28035,0.000447818,
383869,10008,0.198538769,
383869,10021,0.020032163,
383870,10008,0.075813326,
383871,10008,0.024687784,
383872,10008,0.000280855,
383873,10008,0.000114938,
383874,10008,0.009652931,
383875,10008,0.00985108,
383875,10021,0.00989307,
383876,10021,0.014335118,
383877,10021,0.011215974,
383878,10021,0.013402674,
383879,10004,0.000155577,
383879,10021,0.007318876,
383880,10004,0.00263652,
383880,10021,0.001367796,
383881,10004,0.002801651,
383882,10004,0.002361583,
383883,10004,0.004747865,
383884,10004,0.004594664,
383885,10004,0.004651577,
383886,10004,0.004688955,
383887,10004,0.004821535,
383888,10004,0.004835475,
383889,10004,0.004577146,
383890,10004,0.004359716,
383891,10004,0.004793234,
383892,10004,0.00432783,
383892,10031,0.001756502,
383893,10004,0.000198321,
383893,10031,0.028715878,
383894,10031,0.02993024,
383895,10004,3.29912E-05,
383895,10031,0.027413695,
383896,10031,0.027326384,
383897,10031,0.012165795,
383898,10006,0.000680031,
383898,10031,0.023593041,
383899,10006,0.006755214,
383899,10031,0.002227491,
383900,10006,0.016942919,
383901,10006,0.017376086,
383902,10006,0.025244423,
383903,10006,0.014212094,
383904,10006,0.005869659,
383905,10006,0.007487201,
383906,10006,0.005335508,
383907,10006,0.003791733,
383908,10006,0.005192166,
383909,10006,0.004116638,
383909,10027,0.002063297,
383910,10006,2.74348E-05,
383910,10027,0.009421159,
383911,10027,0.004025474,
383912,10027,0.004171814,
383913,10027,0.005275293,
383914,10027,0.006050444,
383915,10027,0.006600845,
383916,10027,0.005598647,
383917,10027,0.00377752,
383918,10027,0.007580157,
383919,10027,0.007830916,
383920,10027,0.005333378,
383921,10027,0.005036595,
383922,10027,0.00776978,
383923,10027,0.005470493,
383924,10027,0.004845354,
383925,10027,0.007162934,
383926,10027,0.02554415,
383927,10027,0.002947144,
383927,32026,0.02598173,
383928,32026,0.030707177,
383929,32026,0.035529011,
383930,32026,0.027055214,
383931,32026,0.013563901,
383932,32026,0.006418696,
383933,32026,0.001366621,
383934,32026,0.001028556,
383935,32026,0.002208586,
383936,32026,0.004549903,
383937,32026,0.033770896,
383938,32026,0.037020056,
383939,32026,0.001228614,
383940,32026,0.001042224,
383941,32026,0.001189085,
383942,32026,0.001480885,
383943,32026,0.002168698,
383944,32026,0.001309162,
383945,32026,0.000761512,
383946,32026,0.001354643,
383947,32026,0.000854217,
383948,32026,0.001095143,
383949,32026,0.003512671,
383950,32026,0.000761994,
383951,32026,0.000701179,
383952,32026,0.002265758,
383953,32026,0.000702874,
383954,32026,0.001261089,
383955,32026,0.000835148,
383956,32026,0.005579938,
383957,32026,0.092381984,
383958,32026,0.066685782,
383959,32026,0.041751174,
383960,32026,0.028862518,
383961,32007,0.11168834,
383961,32026,0.043959389,
383962,32007,0.228036278,
383962,32026,0.000850542,
383963,32007,0.022373401,
383964,32007,0.006225516,
383965,32007,0.004164249,
383966,32007,0.004506767,
383967,32007,0.004814151,
383968,32007,0.010668384,
383969,32007,0.041106731,
383970,32007,0.030905794,
383971,32007,0.00710658,
383972,05030,0.000222256,
383972,32007,0.403386095,
383973,05030,0.010580156,
383973,32007,0.057110564,
383974,05030,0.028429957,
383974,32007,8.04317E-06,
383975,05030,0.022062494,
383976,05030,0.015371788,
383977,05030,0.003136675,
383978,05030,0.00275835,
383979,05030,0.002308101,
383980,05030,0.002401304,
383981,05030,0.00269723,
383982,05030,0.002473306,
383983,05030,0.016778805,
383983,19017,0.004752493,
383984,19017,0.02040284,
383985,19017,0.003022808,
383986,19017,0.003749543,
383987,19017,0.002448654,
383988,19017,0.002548654,
383989,19017,0.004010356,
383990,19017,0.005575088,
383991,19017,0.003553166,
383992,19017,0.002937192,
383993,19017,0.003257812,
383994,19017,0.004330327,
383995,19017,0.010132109,
383996,19017,0.004896833,
383997,19017,0.003340434,
383998,19017,0.002793939,
383999,19017,0.002617898,
384000,19017,0.001513388,
384001,19017,0.002258468,
384002,19017,0.002218863,
384003,19017,0.000582782,
384004,19017,0.000444318,
384005,19017,0.002953263,
384006,19017,0.004624175,
384007,19017,0.008915744,
384008,19017,0.009131475,
384009,19017,0.00819165,
384010,19017,0.005426952,
384011,19017,0.003491795,
384012,19017,0.008802936,
384013,19017,0.006833062,
384014,19017,0.014573767,
384015,19017,0.008129355,
384015,19030,0.023606711,
384016,19030,0.15410529,
384017,19030,0.04398451,
384017,19033,8.19427E-05,
384018,19030,0.012148518,
384018,19033,0.033243787,
384019,19033,0.045366053,
384020,19033,0.081987182,
384021,19033,0.071507208,
384021,28020,0.009021311,
384022,19033,0.005833134,
384022,28020,0.022728999,
384023,19033,0.000544314,
384023,28020,0.065426962,
384024,28020,0.060449096,
384025,19033,0.000245774,
384025,28020,0.042743197,
384026,19033,5.73114E-05,
384026,28020,0.200907238,
384027,28020,0.100746411,
384028,28020,0.054498722,
384028,28042,5.88367E-05,
384029,28020,0.010219351,
384029,28042,0.023750818,
384030,28042,0.012883803,
384031,28042,0.014022509,
384032,28042,0.016716619,
384033,28042,0.023431213,
384034,28042,0.034245216,
384035,28042,0.014386496,
384036,28042,0.017300726,
384037,28034,0.000254582,
384037,28042,0.029699213,
384038,28034,0.002877474,
384038,28042,0.008589736,
384039,28034,0.010099685,
384039,28042,0.001312556,
384040,28034,0.074803655,
384041,28034,0.068836198,
384042,28034,0.063297794,
384043,28034,0.03585421,
384044,28034,0.012269273,
384045,28034,0.018858122,
384046,28034,0.015680746,
384047,28034,0.017473671,
384048,28034,0.014157189,
384049,28034,0.008179392,
384049,28036,0.002064223,
384050,28034,0.000105344,
384050,28036,0.07465476,
384051,28036,0.025551454,
384052,28036,0.031953077,
384053,28036,0.047677309,
384054,28010,0.024810255,
384054,28036,0.126527406,
384055,28010,0.078263129,
384055,28036,0.014235384,
384056,28010,0.061304911,
384057,28010,0.028419887,
384058,28010,0.006489879,
384059,28010,0.007255236,
384060,28010,0.010144799,
384061,28010,0.008661545,
384062,28010,0.017028754,
384063,28010,0.030904496,
384064,28010,0.016008127,
384065,28010,0.021010982,
384066,28010,0.018528379,
384067,28010,0.019253289,
384068,28010,0.01991848,
384069,28010,0.028816817,
384070,28010,0.027608731,
384071,28010,0.013921911,
384071,28035,7.95692E-05,
384072,28010,0.010546624,
384072,28035,0.002293455,
384073,28010,0.006672844,
384073,28035,0.012260307,
384074,28035,0.01565399,
384075,28035,0.01094143,
384076,28035,0.013782807,
384077,28035,0.008371752,
384078,28035,0.010403644,
384079,28035,0.002765096,
384080,28035,0.003569845,
384081,28035,0.003252483,
384082,28035,0.003771143,
384083,28035,0.004700543,
384084,28035,0.007113496,
384085,28035,0.006072717,
384086,28035,0.007891484,
384087,28035,0.001093824,
384088,28035,4.33868E-05,
384089,28035,0.000681456,
384937,10008,0.159295544,
384938,10008,0.07720605,
384939,10008,0.056632878,
384940,10008,0.014417696,
384941,10008,0.012020252,
384941,10021,0.002077065,
384942,10008,0.021574702,
384942,10021,0.00576172,
384943,10008,0.010998482,
384943,10021,0.005071415,
384944,10021,0.013360133,
384945,10021,0.013565103,
384946,10021,0.012859679,
384947,10021,0.007952442,
384948,10021,0.001686138,
384949,10004,0.000803754,
384949,10021,3.11903E-05,
384950,10004,0.005155332,
384951,10004,0.004829942,
384952,10004,0.004818797,
384953,10004,0.004787177,
384954,10004,0.004516884,
384955,10004,0.004745361,
384956,10004,0.004774104,
384957,10004,0.004770429,
384958,10004,0.004611032,
384959,10004,0.004687086,
384960,10004,0.002616045,
384960,10031,0.008709158,
384961,10004,8.52934E-05,
384961,10031,0.027389135,
384962,10004,0.00182312,
384962,10031,0.016811578,
384963,10004,0.001615858,
384963,10031,0.017629466,
384964,10031,0.02835901,
384965,10006,4.77736E-06,
384965,10031,0.022007063,
384966,10006,0.005073753,
384966,10031,0.00430737,
384967,10006,0.010618586,
384968,10006,0.007699873,
384969,10006,0.006892706,
384970,10006,0.004763903,
384971,10006,0.010241947,
384972,10006,0.007428721,
384973,10006,0.008733905,
384974,10006,0.005849187,
384975,10006,0.004978751,
384976,10006,0.005023264,
384976,10027,0.000468818,
384977,10006,0.000252334,
384977,10027,0.006732139,
384978,10027,0.004335467,
384979,10027,0.003589102,
384980,10027,0.004472232,
384981,10027,0.010522517,
384982,10027,0.006464532,
384983,10027,0.005357554,
384984,10027,0.005150615,
384985,10027,0.003440035,
384986,10027,0.005287267,
384987,10027,0.004848399,
384988,10027,0.014692764,
384989,10027,0.017160837,
384990,10027,0.014990512,
384991,10027,0.013135969,
384992,10027,0.022804994,
384993,10027,0.038293012,
384994,10027,0.043348724,
384994,32026,0.002861557,
384995,10027,3.69302E-07,
384995,32026,0.036114244,
384996,32026,0.035985524,
384997,32026,0.036261378,
384998,32026,0.024551312,
384999,32026,0.015353008,
385000,32026,0.00456424,
385001,32026,0.001476721,
385002,32026,0.000940928,
385003,32026,0.002407575,
385004,32026,0.007758373,
385005,32026,0.024247315,
385006,32026,0.004125177,
385007,32026,0.001134655,
385008,32026,0.001412045,
385009,32026,0.001660139,
385010,32026,0.001604412,
385011,32026,0.001014168,
385012,32026,0.000835945,
385013,32026,0.000811479,
385014,32026,0.019481747,
385015,32026,0.000898613,
385016,32026,0.001365413,
385017,32026,0.00178056,
385018,32026,0.000800649,
385019,32026,0.000619728,
385020,32026,0.002885966,
385021,32026,0.000423562,
385022,32026,0.000196359,
385023,32026,0.000803173,
385024,32026,0.001582885,
385025,32026,0.003500151,
385026,32026,0.012956794,
385027,32026,0.011863888,
385028,32026,0.051310443,
385029,32026,0.149713122,
385030,32007,0.025938263,
385030,32026,0.050850278,
385031,32007,0.004918779,
385032,32007,0.004489774,
385033,32007,0.004729451,
385034,32007,0.004195609,
385035,32007,0.005550867,
385036,32007,0.025515808,
385037,32007,0.048324823,
385038,32007,0.018335885,
385039,32007,0.007604949,
385040,05030,0.017563015,
385040,32007,0.042550238,
385041,05030,0.034130084,
385042,05030,0.026584037,
385043,05030,0.01472037,
385044,05030,0.004175911,
385045,05030,0.002472776,
385046,05030,0.002476082,
385047,05030,0.002267978,
385048,05030,0.002410032,
385049,05030,0.002647392,
385050,05030,0.002477925,
385051,05030,0.002249375,
385051,19017,0.00022705,
385052,19017,0.00251983,
385053,19017,0.002495778,
385054,19017,0.002073746,
385055,19017,0.002574828,
385056,19017,0.006167632,
385057,19017,0.007306917,
385058,19017,0.005374596,
385059,19017,0.003109325,
385060,19017,0.003566773,
385061,19017,0.002963693,
385062,19017,0.00502835,
385063,19017,0.0092485,
385064,19017,0.010613728,
385065,19017,0.002625826,
385066,19017,0.003566263,
385067,19017,0.003219352,
385068,19017,0.002832561,
385069,19017,0.00366591,
385070,19017,0.000741247,
385071,19017,0.003248673,
385072,19017,0.006352619,
385073,19017,0.00340011,
385074,19017,0.008425416,
385075,19017,0.008254162,
385076,19017,0.006844001,
385077,19017,0.007313767,
385078,19017,0.004925271,
385079,19017,0.007322254,
385080,19017,0.011275062,
385081,19017,0.005838618,
385082,19017,0.020030841,
385082,19030,0.006057272,
385083,19017,0.000953188,
385083,19030,0.11204355,
385084,19030,0.368842304,
385085,19030,0.04123821,
385085,19033,0.015172661,
385086,19033,0.039186013,
385087,19033,0.054116841,
385088,19033,0.078022712,
385089,19033,0.060504924,
385090,19033,0.030217825,
385091,19033,0.017607618,
385091,28020,0.003956826,
385092,19033,0.008802788,
385092,28020,0.011244063,
385093,19033,0.011063751,
385093,28020,0.004610248,
385094,19033,0.010402959,
385094,28020,0.081099968,
385095,19033,0.003940536,
385095,28020,0.196791406,
385096,28020,0.074471681,
385097,28020,0.020998761,
385097,28042,0.005641515,
385098,28042,0.013362,
385099,28042,0.012438081,
385100,28042,0.032416103,
385101,28042,0.016697961,
385102,28042,0.022757523,
385103,28042,0.011119657,
385104,28042,0.012892414,
385105,28034,0.001027984,
385105,28042,0.015387992,
385106,28034,0.007152588,
385106,28042,0.000218149,
385107,28034,0.010445776,
385108,28034,0.088568324,
385109,28034,0.126920761,
385110,28034,0.082569497,
385111,28034,0.021442974,
385112,28034,0.010009933,
385113,28034,0.016678919,
385114,28034,0.017034495,
385115,28034,0.017480185,
385116,28034,0.014380469,
385117,28034,0.010551603,
385117,28036,0.116296416,
385118,28036,0.145798431,
385119,28036,0.046493802,
385120,28036,0.058728301,
385121,28036,0.116416644,
385122,28010,0.046026461,
385122,28036,0.091541536,
385123,28010,0.19206113,
385124,28010,0.18442414,
385125,28010,0.040414987,
385126,28010,0.006990314,
385127,28010,0.017645985,
385128,28010,0.038388615,
385129,28010,0.014092535,
385130,28010,0.020851495,
385131,28010,0.03128118,
385132,28010,0.018129228,
385133,28010,0.015153266,
385134,28010,0.011351273,
385135,28010,0.00818224,
385135,28035,0.000463942,
385136,28010,0.002958102,
385136,28035,0.017079413,
385137,28010,0.016613846,
385137,28035,0.002576526,
385138,28010,0.040057317,
385138,28035,0.001556052,
385139,28010,0.00958842,
385139,28035,0.009538916,
385140,28010,3.84741E-06,
385140,28035,0.011358698,
385141,28035,0.010073411,
385142,28035,0.010805613,
385143,28035,0.015021324,
385144,28035,0.011265341,
385145,28035,0.00398517,
385146,28035,0.00703083,
385147,28035,0.005648529,
385148,28035,0.001384067,
385149,28035,0.000307712,
385150,28035,0.001406097,
385151,28035,0.002508204,
385152,28035,0.007322768,
385153,28035,0.00792449,
385154,28035,0.008029825,
385155,28035,0.002763728,
385156,28035,2.39449E-05,
385157,28035,0.000822288,
386005,10008,0.073279444,
386005,10021,0.027788641,
386006,10008,0.099770057,
386006,10021,0.000128551,
386007,10008,0.050408715,
386008,10008,0.028222048,
386008,10021,0.002738051,
386009,10008,0.004447904,
386009,10021,0.018462772,
386010,10008,0.005331375,
386010,10021,0.0127845,
386011,10008,0.012780741,
386011,10021,0.003729359,
386012,10021,0.010268244,
386013,10021,0.015218508,
386014,10021,0.012806091,
386015,10021,0.005960889,
386016,10021,0.001609363,
386017,10004,0.000566292,
386017,10021,0.000659991,
386018,10004,0.004282237,
386018,10021,2.13493E-07,
386019,10004,0.004845479,
386020,10004,0.004765504,
386021,10004,0.004728706,
386022,10004,0.004785714,
386023,10004,0.004843213,
386024,10004,0.004838208,
386025,10004,0.004837527,
386026,10004,0.004686522,
386027,10004,0.004165911,
386028,10004,0.003057627,
386029,10004,0.003837275,
386029,10031,0.002662149,
386030,10004,0.000932043,
386030,10031,0.023453119,
386031,10031,0.027306281,
386032,10031,0.028605833,
386033,10006,0.00314106,
386033,10031,0.019576007,
386034,10006,0.005838598,
386034,10031,0.000150961,
386035,10006,0.007428172,
386036,10006,0.008477329,
386037,10006,0.005005688,
386038,10006,0.005311852,
386039,10006,0.005859983,
386040,10006,0.005655808,
386041,10006,0.005881863,
386042,10006,0.005114331,
386043,10006,0.005195873,
386044,10006,0.00302836,
386044,10027,0.002211504,
386045,10027,0.004406123,
386046,10027,0.003980329,
386047,10027,0.004355284,
386048,10027,0.004464266,
386049,10027,0.004466036,
386050,10027,0.004502101,
386051,10027,0.004417358,
386052,10027,0.00306011,
386053,10027,0.003450699,
386054,10027,0.004494539,
386055,10027,0.009740749,
386056,10027,0.030222423,
386057,10027,0.018147108,
386058,10027,0.015482523,
386059,10027,0.03491353,
386060,10027,0.041343114,
386061,10027,0.043567226,
386062,10027,0.032922796,
386062,32026,0.008768054,
386063,32026,0.036026835,
386064,32026,0.036075665,
386065,32026,0.035919948,
386066,32026,0.023679051,
386067,32026,0.005839748,
386068,32026,0.000893709,
386069,32026,0.001280032,
386070,32026,0.001195183,
386071,32026,0.001022401,
386072,32026,0.025852349,
386073,32026,0.013639572,
386074,32026,0.002223184,
386075,32026,0.0010548,
386076,32026,0.001088001,
386077,32026,0.001966543,
386078,32026,0.001336639,
386079,32026,0.002370002,
386080,32026,0.000836196,
386081,32026,0.00080977,
386082,32026,0.002456706,
386083,32026,0.002343428,
386084,32026,0.003105351,
386085,32026,0.00520089,
386086,32026,0.00128272,
386086,32027,3.69835E-07,
386087,32026,0.002788777,
386088,32026,0.001007823,
386089,32026,0.002831039,
386090,32026,0.001664927,
386090,32027,0.027206956,
386091,32026,0.002570135,
386091,32027,0.490221408,
386092,32026,0.016107308,
386092,32027,0.03281829,
386093,32026,0.027265753,
386094,32026,0.046374791,
386095,32026,0.058878541,
386096,32026,0.051950221,
386097,32026,0.044371774,
386098,32007,0.000334303,
386098,32026,0.013415553,
386099,32007,0.004429096,
386099,32026,7.81012E-05,
386100,32007,0.004780124,
386101,32007,0.004631425,
386102,32007,0.00476824,
386103,32007,0.033093022,
386104,32007,0.04633353,
386105,32007,0.042264159,
386106,32007,0.01030254,
386107,05030,0.000863318,
386107,32007,0.016612258,
386108,05030,0.042983446,
386108,32007,0.001100341,
386109,05030,0.033802869,
386110,05030,0.014563595,
386111,05030,0.004498467,
386112,05030,0.002458809,
386113,05030,0.002329339,
386114,05030,0.002444296,
386115,05030,0.002443097,
386116,05030,0.002448747,
386117,05030,0.00259726,
386118,05030,0.002366934,
386119,05030,0.002297892,
386119,19017,0.000135961,
386120,19017,0.002232443,
386121,19017,0.002781658,
386122,19017,0.005154489,
386123,19017,0.004247416,
386124,19017,0.009915646,
386125,19017,0.006003344,
386126,19017,0.003581519,
386127,19017,0.002941008,
386128,19017,0.004322289,
386129,19017,0.00297876,
386130,19017,0.005954435,
386131,19017,0.012710035,
386132,19017,0.008241262,
386133,19017,0.002817389,
386134,19017,0.002893316,
386135,19017,0.002765657,
386136,19017,0.003353695,
386137,19017,0.002015081,
386138,19017,0.001464512,
386139,19017,0.003669453,
386140,19017,0.003576591,
386141,19017,0.005615241,
386142,19017,0.009462307,
386143,19017,0.008615142,
386144,19017,0.006867233,
386145,19017,0.00381464,
386146,19017,0.009380307,
386147,19017,0.009691046,
386148,19017,0.012458166,
386149,19017,0.037836612,
386149,19030,0.007759836,
386150,19017,0.004624195,
386150,19030,0.059831147,
386151,19030,0.178017586,
386152,19030,0.076776807,
386153,19030,0.008164085,
386153,19033,0.031980715,
386154,19033,0.043496864,
386155,19033,0.040852912,
386156,19033,0.07213545,
386157,19033,0.037033009,
386158,19033,0.025741561,
386159,19033,0.01501666,
386160,19033,0.01186253,
386161,19033,0.011508289,
386162,19033,0.023962697,
386163,19033,0.024472786,
386163,28020,0.088467334,
386164,28020,0.174044392,
386165,28020,0.208795525,
386165,28042,0.002623253,
386166,28020,0.001902482,
386166,28042,0.046245569,
386167,28042,0.013839553,
386168,28042,0.026128696,
386169,28042,0.02310945,
386170,28042,0.038691007,
386171,28042,0.036561012,
386172,28042,0.025034284,
386173,28042,0.013498336,
386174,28034,0.008583006,
386174,28042,0.001329462,
386175,28034,0.008949895,
386176,28034,0.084103586,
386177,28034,0.058168711,
386178,28034,0.074895208,
386179,28034,0.015305339,
386180,28034,0.014912937,
386181,28034,0.014545625,
386182,28034,0.016739156,
386183,28034,0.028126035,
386184,28034,0.00934877,
386184,28036,0.073830627,
386185,28034,0.000126187,
386185,28036,0.357013468,
386186,28036,0.136390448,
386187,28036,0.075036125,
386188,28036,0.140633799,
386189,28036,0.137070829,
386190,28010,0.023745056,
386190,28036,0.226444692,
386191,28010,0.398608575,
386191,28036,0.009995296,
386192,28010,0.155247207,
386193,28010,0.044760903,
386194,28010,0.006675228,
386195,28010,0.0275111,
386196,28010,0.026579092,
386197,28010,0.011528103,
386198,28010,0.015916771,
386199,28010,0.012887362,
386200,28010,0.013145701,
386201,28010,0.007379232,
386202,28010,0.011801124,
386203,28010,0.011791647,
386203,28035,0.007370617,
386204,28035,0.011790054,
386205,28035,0.013523684,
386206,28010,0.014127183,
386206,28035,0.01418019,
386207,28035,0.012427538,
386208,28035,0.018433608,
386209,28035,0.013627288,
386210,28035,0.016441551,
386211,28035,0.023994678,
386212,28035,0.010445081,
386213,28035,0.005393538,
386214,28035,0.001230396,
386215,28035,0.003826449,
386216,28035,0.001001515,
386217,28035,0.00113168,
386218,28035,0.002909858,
386219,28035,0.001174968,
386220,28035,0.006358327,
386221,28035,0.011413649,
386222,28035,0.007867019,
386223,28035,0.003830253,
386224,28035,0.000529052,
386225,28035,0.001249146,
387073,10021,0.107416239,
387074,10008,0.023749255,
387074,10021,0.048865281,
387075,10008,0.025001737,
387075,10021,0.023541774,
387076,10008,0.005721393,
387076,10021,0.022749542,
387077,10021,0.020315211,
387078,10008,0.000228372,
387078,10021,0.015780611,
387079,10008,0.0006069,
387079,10021,0.015379732,
387080,10021,0.013340064,
387081,10021,0.014946673,
387082,10021,0.013059954,
387083,10021,0.008717432,
387084,10021,0.010662005,
387085,10004,0.001654422,
387085,10021,0.00865095,
387086,10004,0.004494321,
387087,10004,0.004751069,
387088,10004,0.004821727,
387089,10004,0.004847128,
387090,10004,0.004838045,
387091,10004,0.004842958,
387092,10004,0.004831886,
387093,10004,0.004844554,
387094,10004,0.004678757,
387095,10004,0.0038808,
387096,10004,0.004062324,
387097,10004,0.004242286,
387098,10004,0.002541587,
387098,10031,0.010100176,
387099,10031,0.027418561,
387100,10006,0.000419583,
387100,10031,0.027748025,
387101,10006,0.012115606,
387101,10031,0.00901023,
387102,10006,0.006743326,
387102,10031,0.006742739,
387103,10006,0.007777962,
387103,10031,0.001787696,
387104,10006,0.006836831,
387105,10006,0.005357208,
387106,10006,0.003714707,
387107,10006,0.005086886,
387108,10006,0.005187474,
387109,10006,0.005187565,
387110,10006,0.00507412,
387111,10006,0.005274321,
387112,10006,0.004060517,
387112,10027,0.000986673,
387113,10006,0.001744643,
387113,10027,0.002954446,
387114,10006,0.001060033,
387114,10027,0.003353837,
387115,10027,0.004434264,
387116,10027,0.004395786,
387117,10027,0.004435483,
387118,10027,0.004469017,
387119,10027,0.003443017,
387120,10027,0.003526106,
387121,10027,0.004146897,
387122,10027,0.012717376,
387123,10027,0.032096206,
387124,10027,0.025091516,
387125,10027,0.031439255,
387126,10027,0.023810671,
387127,10027,0.032353823,
387128,10027,0.030176199,
387129,10027,0.025704849,
387130,10027,0.021031603,
387130,32026,0.0139572,
387131,32026,0.035344551,
387132,32026,0.031674453,
387133,32026,0.020788396,
387134,32026,0.004226235,
387135,32026,0.000852068,
387136,32026,0.000893987,
387137,32026,0.000896192,
387138,32026,0.001536946,
387139,32026,0.002265262,
387140,32026,0.00448756,
387141,32026,0.00352686,
387142,32026,0.00222118,
387143,32026,0.001144863,
387144,32026,0.00098469,
387145,32026,0.001360009,
387146,32026,0.002683299,
387147,32026,0.001832322,
387148,32026,0.000835782,
387149,32026,0.000724593,
387150,32026,0.001914607,
387151,32026,0.000836196,
387152,32026,0.006390435,
387152,32027,0.000106973,
387153,32026,0.010143248,
387153,32027,0.001330348,
387154,32026,0.00011035,
387154,32027,0.059456106,
387155,32026,0.002194351,
387155,32027,0.020136197,
387156,32026,0.001193404,
387156,32027,6.30991E-05,
387157,32026,0.003254763,
387157,32027,4.43337E-06,
387158,32026,0.001011456,
387158,32027,0.072403228,
387159,32027,0.148343078,
387160,32026,0.04392768,
387160,32027,0.507054734,
387161,32026,0.085318531,
387161,32027,0.017669281,
387162,32026,0.023549953,
387163,32026,0.013941689,
387164,32026,0.008739985,
387165,32026,0.010807129,
387166,32007,0.001020842,
387166,32026,0.000972515,
387167,32007,0.004850896,
387167,32026,2.12179E-05,
387168,32007,0.00453524,
387169,32007,0.011168791,
387170,32007,0.025021721,
387171,32007,0.05182447,
387172,32007,0.049961309,
387173,32007,0.023100301,
387174,32007,0.005100493,
387175,05030,0.006090792,
387175,32007,0.009311843,
387176,05030,0.068643458,
387177,05030,0.016779098,
387178,05030,0.002745859,
387179,05030,0.002088138,
387180,05030,0.002382318,
387181,05030,0.002267432,
387182,05030,0.002451641,
387183,05030,0.00247699,
387184,05030,0.002463286,
387185,05030,0.002435048,
387186,05030,0.002676101,
387187,05030,0.002816436,
387187,19017,3.46026E-05,
387188,05030,1.96512E-06,
387188,19017,0.00286641,
387189,19017,0.00286341,
387190,19017,0.004538859,
387191,19017,0.008996209,
387192,19017,0.012170776,
387193,19017,0.003099049,
387194,19017,0.002710073,
387195,19017,0.003573398,
387196,19017,0.004759539,
387197,19017,0.00281437,
387198,19017,0.007990674,
387199,19017,0.011118211,
387200,19017,0.004827397,
387201,19017,0.002653491,
387202,19017,0.003572399,
387203,19017,0.002899508,
387204,19017,0.003024339,
387205,19017,0.000633613,
387206,19017,0.000952078,
387207,19017,0.002652185,
387208,19017,0.003864975,
387209,19017,0.007387656,
387210,19017,0.006624423,
387211,19017,0.005904422,
387212,19017,0.005817244,
387213,19017,0.002296383,
387214,19017,0.002687549,
387215,19017,0.011544533,
387215,19030,6.73804E-05,
387216,19017,0.013552822,
387216,19030,0.015882339,
387217,19017,0.000212451,
387217,19030,0.07385463,
387218,19030,0.161919364,
387219,19030,0.097631926,
387220,19030,0.05187684,
387220,19033,0.002101519,
387221,19030,0.001502427,
387221,19033,0.039081651,
387222,19033,0.04096742,
387223,19033,0.045222972,
387224,19033,0.063356937,
387225,19033,0.023038041,
387226,19033,0.012800539,
387227,19033,0.010686839,
387228,19033,0.015089851,
387229,19033,0.011965445,
387230,19033,0.028657856,
387231,19033,0.063576061,
387231,28020,0.109236978,
387232,28020,0.169487004,
387233,28020,0.186223123,
387234,28020,0.059878097,
387234,28042,0.037034699,
387235,28042,0.013940629,
387236,28042,0.01372414,
387237,28042,0.038342679,
387238,28042,0.02030839,
387239,28042,0.046499575,
387240,28042,0.026035843,
387241,28042,0.018017446,
387242,28034,0.012383422,
387242,28042,0.002570189,
387243,28034,0.006741076,
387244,28034,0.0246956,
387245,28034,0.035185377,
387246,28034,0.038657546,
387247,28034,0.016208591,
387248,28034,0.016183711,
387249,28034,0.013310099,
387250,28034,0.011899091,
387251,28034,0.009483119,
387252,28034,0.003394613,
387252,28036,0.050554315,
387253,28036,0.071808684,
387254,28036,0.057459945,
387255,28036,0.093352912,
387256,28036,0.090531039,
387257,28036,0.109929195,
387258,28036,0.665753561,
387259,28010,0.173048215,
387259,28036,0.256203786,
387260,28010,0.762899962,
387261,28010,0.015786709,
387262,28010,0.014124178,
387263,28010,0.032482805,
387264,28010,0.019139555,
387265,28010,0.008583907,
387266,28010,0.013644044,
387267,28010,0.011421371,
387268,28010,0.070928187,
387269,28010,0.03276443,
387270,28010,0.020899859,
387271,28010,0.011988441,
387271,28035,0.003260805,
387272,28010,1.22468E-07,
387272,28035,0.017966824,
387273,28035,0.012219523,
387274,28035,0.010904132,
387275,28035,0.017828874,
387276,28035,0.022190411,
387277,28035,0.017459663,
387278,28035,0.024466954,
387279,28035,0.018133972,
387280,28035,0.011209289,
387281,28035,0.002416157,
387282,28035,0.003664576,
387283,28035,0.003859594,
387284,28035,0.002243218,
387285,28035,0.002094621,
387286,28035,0.004768165,
387287,28035,0.001093243,
387288,28035,0.004146717,
387289,28035,0.012948342,
387290,28035,0.009460058,
387291,28035,0.006584253,
387292,28035,0.000347623,
387293,28035,0.000566793,
387294,28035,3.3577E-05,
388141,10021,0.089986085,
388142,10021,0.055914058,
388143,10021,0.032860556,
388144,10021,0.021395253,
388145,10021,0.016259788,
388146,10021,0.015393681,
388147,10021,0.015029945,
388148,10021,0.014403511,
388149,10021,0.014527566,
388150,10021,0.014908995,
388151,10021,0.013747457,
388152,10021,0.010987061,
388153,10004,0.000312626,
388153,10021,0.009334898,
388154,10004,0.003516848,
388154,10021,0.00387698,
388155,10004,0.004754853,
388156,10004,0.004837205,
388157,10004,0.004845969,
