GRIDCODE,CVENTMUN,Promedio de LONG_CARRETERA TOTAL x MUNICIPIO x NO. DE CARRILES (m),Suma de CARRxCELLxCarril,
458759,19051,107239.43,2096.39,
458760,19051,107239.43,2551.10,
458764,19044,292475.08,18506.51,
458765,19044,292475.08,5676.64,
458769,19050,439005.42,23854.20,
458770,19050,439005.42,4613.15,
458777,19050,439005.42,8483.40,
458778,19050,439005.42,6296.49,
458779,19040,111955.91,6716.22,
458779,19050,439005.42,505.88,
458780,19040,111955.91,11738.06,
458781,19040,111955.91,8829.11,
458782,19040,111955.91,5188.60,
458784,19040,111955.91,1754.53,
458785,19040,111955.91,4324.36,
458786,19040,111955.91,7256.21,
458787,19040,111955.91,701.74,
458797,28024,153324.74,8751.34,
459700,10013,710019.07,4517.59,
459701,10013,710019.07,3554.83,
459702,10013,710019.07,6544.43,
459703,10013,710019.07,2523.15,
459704,10013,710019.07,12386.65,
459705,10013,710019.07,1034.02,
459736,05009,412443.46,8127.85,
459755,05007,335859.90,576.27,
459756,05007,335859.90,7695.41,
459757,05007,335859.90,1173.48,
459793,05006,236190.94,6005.32,
459796,05006,236190.94,4656.83,
459797,05006,236190.94,5700.74,
459798,05006,236190.94,7165.71,
459799,05006,236190.94,1777.29,
459818,19008,45575.84,2988.33,
459819,19008,45575.84,6936.23,
459820,19008,45575.84,4889.07,
459821,19008,45575.84,2319.19,
459822,19008,45575.84,2670.72,
459822,19051,107239.43,7956.66,
459823,19051,107239.43,784.35,
459832,19044,292475.08,6050.63,
459833,19044,292475.08,6613.08,
459837,19050,439005.42,4766.42,
459838,19050,439005.42,8184.97,
459844,19050,439005.42,1309.72,
459845,19050,439005.42,5041.11,
459848,19040,111955.91,6012.01,
459850,19040,111955.91,1481.34,
459851,19040,111955.91,6565.58,
459852,19040,111955.91,4698.57,
459855,19040,111955.91,5729.77,
459856,19040,111955.91,6315.61,
459857,19040,111955.91,4478.69,
459857,28024,153324.74,2034.68,
459858,28024,153324.74,6130.26,
459859,28024,153324.74,6126.28,
459860,28024,153324.74,6112.27,
459861,28024,153324.74,1753.13,
459865,28024,153324.74,9788.41,
460767,10013,710019.07,2578.22,
460768,10013,710019.07,5176.15,
460771,10013,710019.07,4568.57,
460772,10013,710019.07,17316.93,
460803,05009,412443.46,7200.30,
460804,05009,412443.46,492.20,
460825,05007,335859.90,6394.21,
460826,05007,335859.90,6281.61,
460827,05007,335859.90,2200.20,
460827,05033,866733.58,1251.83,
460861,05006,236190.94,6067.59,
460864,05006,236190.94,5863.25,
460865,05006,236190.94,6347.71,
460890,19008,45575.84,1772.18,
460890,19051,107239.43,4287.30,
460900,19044,292475.08,6025.88,
460901,19044,292475.08,1201.17,
460902,19044,292475.08,7804.33,
460903,19044,292475.08,373.59,
460906,19050,439005.42,13694.34,
460912,19050,439005.42,7580.34,
460916,19040,111955.91,1371.23,
460929,28024,153324.74,4401.20,
460930,28014,309605.82,1185.07,
460930,28024,153324.74,11466.65,
460931,28014,309605.82,5208.21,
460931,28024,153324.74,1412.82,
460932,28014,309605.82,795.03,
460932,28024,153324.74,11742.52,
460933,28024,153324.74,6551.80,
461834,10013,710019.07,587.36,
461835,10013,710019.07,7033.83,
461838,10013,710019.07,993.17,
461839,10013,710019.07,16636.48,
461870,05009,412443.46,5142.33,
461871,05009,412443.46,2395.20,
461895,05033,866733.58,2839.50,
461896,05007,335859.90,2758.51,
461896,05033,866733.58,3533.00,
461897,05007,335859.90,6290.48,
461898,05007,335859.90,5021.01,
461928,05006,236190.94,2571.69,
461929,05006,236190.94,3801.75,
461930,05006,236190.94,2125.53,
461931,05006,236190.94,7251.43,
461932,05006,236190.94,1295.74,
461958,19008,45575.84,6058.49,
461967,19044,292475.08,902.82,
461968,19044,292475.08,5131.99,
461971,19044,292475.08,3097.02,
461971,19050,439005.42,4336.37,
461972,19050,439005.42,1943.45,
461974,19050,439005.42,9128.30,
461975,19050,439005.42,4040.17,
461978,19050,439005.42,4401.04,
461979,19050,439005.42,6936.03,
461980,19050,439005.42,1697.84,
461997,28014,309605.82,6794.61,
461998,28014,309605.82,139.55,
461998,28024,153324.74,1499.93,
462902,10013,710019.07,7249.63,
462905,10013,710019.07,6165.78,
462906,10013,710019.07,13958.94,
462937,05009,412443.46,1437.23,
462938,05009,412443.46,5612.24,
462966,05007,335859.90,2144.17,
462967,05007,335859.90,6289.35,
462968,05007,335859.90,8513.75,
462969,05007,335859.90,5663.51,
462996,05006,236190.94,6370.99,
462997,05006,236190.94,3201.02,
462998,05006,236190.94,5612.06,
463026,19008,45575.84,5988.19,
463026,19032,233485.64,70.02,
463035,19044,292475.08,6035.79,
463040,19050,439005.42,6380.69,
463041,19050,439005.42,2159.53,
463043,19050,439005.42,13135.12,
463044,19050,439005.42,7086.90,
463045,19050,439005.42,6630.99,
463046,19050,439005.42,2474.52,
463064,28014,309605.82,6144.09,
463065,28014,309605.82,1757.22,
463969,10013,710019.07,4376.92,
463970,10013,710019.07,2860.02,
463972,10013,710019.07,11194.45,
463973,10013,710019.07,8798.24,
464004,05009,412443.46,4535.76,
464005,05009,412443.46,5862.99,
464037,05007,335859.90,1194.54,
464038,05007,335859.90,7211.05,
464064,05006,236190.94,8511.86,
464065,05006,236190.94,5867.39,
464094,19032,233485.64,6057.96,
464103,19044,292475.08,6036.14,
464109,19050,439005.42,6615.38,
464110,19050,439005.42,6907.89,
464111,19050,439005.42,19293.68,
464112,19050,439005.42,1906.09,
464131,28014,309605.82,1743.04,
464132,28014,309605.82,5180.05,
465037,10013,710019.07,6102.39,
465038,10013,710019.07,427.62,
465039,10013,710019.07,15404.35,
465040,10013,710019.07,3962.67,
465072,05009,412443.46,6380.68,
465106,05007,335859.90,5644.40,
465107,05007,335859.90,574.45,
465131,05006,236190.94,5782.54,
465132,05006,236190.94,10100.36,
465161,19032,233485.64,2274.15,
465162,19032,233485.64,3784.85,
465171,19044,292475.08,5482.55,
465178,19050,439005.42,5427.18,
465179,19050,439005.42,2794.33,
465180,19050,439005.42,13127.14,
465198,28014,309605.82,535.48,
465199,28014,309605.82,7410.57,
466105,10013,710019.07,3612.03,
466106,10013,710019.07,15139.06,
466139,05009,412443.46,1807.69,
466140,05009,412443.46,4504.60,
466175,05007,335859.90,6089.15,
466199,05006,236190.94,13197.69,
466229,19032,233485.64,6058.25,
466247,19050,439005.42,7397.48,
466248,19050,439005.42,13038.44,
466266,28014,309605.82,7942.65,
467173,10013,710019.07,12260.86,
467207,05009,412443.46,2097.05,
467207,05034,129311.82,4215.33,
467242,05007,335859.90,5045.35,
467243,05007,335859.90,2134.54,
467267,05006,236190.94,12550.43,
467288,05005,123988.85,6014.62,
467288,19037,254644.31,102.31,
467289,05005,123988.85,3750.66,
467297,19032,233485.64,8132.93,
467315,19050,439005.42,53.61,
467316,19050,439005.42,10859.95,
467317,19050,439005.42,9843.15,
467333,28014,309605.82,5981.66,
467334,28014,309605.82,827.53,
468275,05034,129311.82,6286.61,
468310,05007,335859.90,6142.11,
468333,05006,236190.94,1783.72,
468334,05006,236190.94,1898.08,
468335,05006,236190.94,3505.99,
468347,05005,123988.85,2266.05,
468347,05018,207060.03,1802.91,
468348,05005,123988.85,6173.62,
468349,05005,123988.85,6111.96,
468350,05005,123988.85,4955.46,
468354,05005,123988.85,3806.06,
468355,05005,123988.85,7342.81,
468356,05005,123988.85,2394.95,
468357,05005,123988.85,5335.16,
468358,05005,123988.85,2480.78,
468365,19032,233485.64,6032.79,
468384,19050,439005.42,2896.55,
468385,19050,439005.42,17685.23,
468401,28014,309605.82,6334.36,
469309,10013,710019.07,6267.69,
469310,08036,815030.80,5727.30,
469310,10013,710019.07,834.91,
469311,08036,815030.80,1490.03,
469342,05034,129311.82,596.43,
469343,05034,129311.82,5658.84,
469378,05007,335859.90,6112.71,
469414,05018,207060.03,4707.17,
469415,05018,207060.03,4129.45,
469418,05005,123988.85,2917.89,
469419,05005,123988.85,6027.84,
469420,05005,123988.85,6019.83,
469421,05005,123988.85,6095.69,
469422,05005,123988.85,2300.12,
469426,05005,123988.85,7739.20,
469433,19032,233485.64,6000.45,
469453,19050,439005.42,13976.34,
469454,19050,439005.42,6216.93,
469468,28014,309605.82,3038.14,
469469,28014,309605.82,3504.72,
470379,08036,815030.80,6877.26,
470380,08036,815030.80,1304.29,
470409,05034,129311.82,4142.96,
470410,05034,129311.82,8047.87,
470446,05007,335859.90,3168.46,
470447,05007,335859.90,4224.38,
470470,05006,236190.94,13186.85,
470470,05018,207060.03,2996.78,
470481,05018,207060.03,5079.96,
470482,05018,207060.03,3418.02,
470494,05005,123988.85,3686.51,
470495,05005,123988.85,2823.07,
470501,19032,233485.64,9186.90,
470502,19032,233485.64,4416.17,
470522,19050,439005.42,19635.97,
470536,28014,309605.82,6025.30,
471448,08036,815030.80,7318.20,
471475,05034,129311.82,3506.54,
471476,05034,129311.82,6333.78,
471477,05034,129311.82,2794.88,
471515,05007,335859.90,6042.82,
471537,05018,207060.03,2091.07,
471538,05018,207060.03,2445.25,
471539,05018,207060.03,1019.74,
471549,05018,207060.03,6228.38,
471564,05005,123988.85,10932.88,
471565,05005,123988.85,6018.11,
471566,05005,123988.85,6017.33,
471567,05005,123988.85,4538.12,
471567,19032,233485.64,1763.89,
471568,19032,233485.64,6017.33,
471569,19032,233485.64,8993.02,
471590,19050,439005.42,19372.31,
471604,28014,309605.82,6024.52,
472516,08036,815030.80,1685.01,
472517,08036,815030.80,6521.74,
472518,08036,815030.80,6055.20,
472519,08036,815030.80,6045.08,
472520,08036,815030.80,6043.21,
472521,08036,815030.80,4408.40,
472543,05034,129311.82,7118.52,
472583,05007,335859.90,6030.56,
472604,05010,73154.04,5922.54,
472604,05018,207060.03,538.66,
472605,05018,207060.03,11147.74,
472606,05018,207060.03,2305.01,
472607,05018,207060.03,9805.95,
472608,05018,207060.03,3756.38,
472616,05018,207060.03,2746.44,
472617,05018,207060.03,3483.33,
472632,05005,123988.85,1768.55,
472633,05005,123988.85,6471.60,
472637,19032,233485.64,6755.00,
472658,19050,439005.42,5952.06,
472659,19050,439005.42,15161.09,
472672,28014,309605.82,6026.18,
473589,08036,815030.80,1637.34,
473590,08036,815030.80,4059.85,
473610,05034,129311.82,5691.46,
473611,05034,129311.82,675.67,
473651,05007,335859.90,6368.57,
473669,05010,73154.04,3344.24,
473670,05010,73154.04,2677.07,
473672,05010,73154.04,9461.51,
473675,05018,207060.03,2197.09,
473676,05018,207060.03,7985.11,
473681,05018,207060.03,2574.61,
473682,05018,207060.03,6328.19,
473683,05018,207060.03,6293.30,
473684,05018,207060.03,5672.31,
473705,19032,233485.64,6030.33,
473727,19005,535711.54,17846.41,
473727,19050,439005.42,3661.31,
473740,28014,309605.82,6024.32,
474678,05034,129311.82,6146.37,
474719,05007,335859.90,7506.75,
474720,05007,335859.90,259.58,
474738,05010,73154.04,3385.45,
474739,05010,73154.04,6093.34,
474740,05010,73154.04,7920.20,
474741,05010,73154.04,1965.09,
474744,05018,207060.03,11976.16,
474745,05018,207060.03,6169.07,
474746,05018,207060.03,6094.91,
474747,05018,207060.03,6104.12,
474748,05018,207060.03,6229.68,
474749,05018,207060.03,3761.32,
474773,19032,233485.64,6030.24,
474795,19005,535711.54,1554.17,
474796,19005,535711.54,19093.10,
474808,28014,309605.82,6001.62,
475746,05034,129311.82,322.56,
475747,05034,129311.82,5851.27,
475788,05007,335859.90,8339.99,
475809,05010,73154.04,5564.91,
475811,05018,207060.03,11987.87,
475812,05018,207060.03,9688.37,
475840,19032,233485.64,622.32,
475841,19032,233485.64,5408.23,
475864,19005,535711.54,19794.31,
475875,28014,309605.82,433.33,
475876,28014,309605.82,6496.61,
476815,05023,382509.61,2558.75,
476815,05034,129311.82,3579.88,
476856,05007,335859.90,43.65,
476857,05007,335859.90,5384.15,
476858,05007,335859.90,10320.47,
476859,05007,335859.90,12081.14,
476860,05007,335859.90,12067.88,
476861,05007,335859.90,3485.54,
476863,05007,335859.90,5312.30,
476876,05010,73154.04,11742.95,
476877,05010,73154.04,3009.20,
476880,05018,207060.03,21207.91,
476908,19032,233485.64,6030.55,
476917,19032,233485.64,523.96,
476932,19005,535711.54,5214.52,
476933,19005,535711.54,14580.38,
476943,28014,309605.82,7368.87,
477882,05023,382509.61,3914.14,
477883,05023,382509.61,2570.16,
477924,05007,335859.90,7132.82,
477925,05007,335859.90,3661.39,
477929,05007,335859.90,9015.15,
477930,05007,335859.90,12135.02,
477931,05007,335859.90,13312.28,
477932,05007,335859.90,14451.87,
477933,05007,335859.90,4247.42,
477933,05016,15021.03,1214.60,
477934,05007,335859.90,498.34,
477934,05029,54091.08,15937.82,
477935,05029,54091.08,12473.89,
477936,05029,54091.08,13625.01,
477939,05021,104903.26,334.42,
477941,05021,104903.26,792.99,
477943,05010,73154.04,3221.87,
477943,05031,146687.97,2719.27,
477944,05010,73154.04,8845.67,
477948,05018,207060.03,5366.19,
477949,05018,207060.03,8733.72,
477976,19032,233485.64,3056.72,
477984,19032,233485.64,5421.16,
477985,19032,233485.64,2123.41,
478001,19005,535711.54,19795.40,
478010,28014,309605.82,4345.70,
478011,28014,309605.82,2955.83,
478950,05023,382509.61,4919.85,
478990,05007,335859.90,1879.27,
478991,05007,335859.90,7418.39,
478992,05007,335859.90,317.52,
479001,05007,335859.90,1267.70,
479001,05016,15021.03,7575.58,
479002,05016,15021.03,4231.80,
479002,05029,54091.08,1548.67,
479003,05016,15021.03,540.66,
479004,05016,15021.03,201.72,
479004,05029,54091.08,5250.56,
479005,05016,15021.03,1256.68,
479005,05021,104903.26,10163.05,
479005,05029,54091.08,5255.14,
479006,05021,104903.26,12237.39,
479007,05021,104903.26,15845.65,
479008,05021,104903.26,9515.67,
479009,05021,104903.26,5093.44,
479010,05021,104903.26,7592.78,
479010,05031,146687.97,127.11,
479011,05031,146687.97,17007.36,
479017,05001,137078.58,2677.43,
479017,05018,207060.03,10987.86,
479018,05001,137078.58,652.78,
479043,19032,233485.64,843.49,
479044,19032,233485.64,2801.20,
479045,19032,233485.64,2620.89,
479051,19032,233485.64,3185.49,
479052,19032,233485.64,4302.33,
479069,19005,535711.54,8869.60,
479070,19005,535711.54,10929.35,
479078,28014,309605.82,6264.91,
480018,05023,382509.61,6291.06,
480058,05007,335859.90,7385.63,
480073,05021,104903.26,8345.22,
480077,05031,146687.97,194.80,
480078,05031,146687.97,7253.14,
480079,05031,146687.97,1133.05,
480086,05001,137078.58,14158.14,
480113,19032,233485.64,6555.33,
480114,19032,233485.64,455.00,
480119,19032,233485.64,7125.83,
480138,19005,535711.54,19800.58,
480146,28014,309605.82,6478.38,
481086,05023,382509.61,6037.35,
481125,05007,335859.90,11102.23,
481126,05007,335859.90,1012.17,
481144,05031,146687.97,1074.90,
481145,05031,146687.97,7886.62,
481147,05031,146687.97,9092.60,
481148,05031,146687.97,4333.76,
481154,05001,137078.58,7780.60,
481155,05001,137078.58,6384.80,
481182,19032,233485.64,8323.33,
481183,19032,233485.64,1288.85,
481186,19032,233485.64,6270.86,
481187,19032,233485.64,825.65,
481206,19005,535711.54,12462.51,
481207,19005,535711.54,7342.07,
481214,28014,309605.82,6028.60,
482154,05023,382509.61,6060.22,
482192,05007,335859.90,4639.41,
482193,05007,335859.90,4731.30,
482211,05031,146687.97,2140.57,
482212,05031,146687.97,7852.46,
482215,05031,146687.97,6405.27,
482216,05031,146687.97,4197.44,
482217,05031,146687.97,3972.01,
482223,05001,137078.58,13543.10,
482251,19032,233485.64,5371.83,
482252,19032,233485.64,9966.52,
482253,19032,233485.64,3859.77,
482254,19032,233485.64,5090.75,
482275,19005,535711.54,19802.70,
482282,28014,309605.82,6046.97,
483222,05023,382509.61,6064.70,
483259,05007,335859.90,3664.91,
483260,05007,335859.90,4194.64,
483279,05031,146687.97,8508.19,
483282,05031,146687.97,2177.16,
483285,05001,137078.58,5449.27,
483285,05031,146687.97,1153.56,
483286,05001,137078.58,778.63,
483291,05001,137078.58,5614.12,
483292,05001,137078.58,7632.07,
483320,19032,233485.64,6019.42,
483321,19032,233485.64,6284.15,
483322,19032,233485.64,6674.17,
483323,19032,233485.64,1774.12,
483343,19005,535711.54,7766.41,
483343,28014,309605.82,8265.74,
483344,28014,309605.82,3769.00,
483350,28014,309605.82,3253.60,
483351,28014,309605.82,2795.75,
484289,05023,382509.61,594.58,
484290,05023,382509.61,11907.27,
484291,05023,382509.61,6060.35,
484292,05023,382509.61,6055.03,
484293,05023,382509.61,3531.94,
484327,05007,335859.90,4740.26,
484346,05021,104903.26,3823.35,
484347,05021,104903.26,6659.77,
484347,05031,146687.97,1603.87,
484354,05001,137078.58,9476.46,
484354,05008,122706.79,467.94,
484355,05001,137078.58,3759.33,
484360,05001,137078.58,13694.19,
484388,19032,233485.64,3749.51,
484391,19032,233485.64,5357.24,
484392,19032,233485.64,5755.72,
484412,28014,309605.82,19800.16,
484419,28014,309605.82,6339.18,
485355,05023,382509.61,5573.18,
485356,05023,382509.61,6376.97,
485357,05023,382509.61,5779.71,
485393,05007,335859.90,2396.91,
485394,05007,335859.90,4096.91,
485413,05021,104903.26,2711.11,
485413,05031,146687.97,2324.29,
485414,05021,104903.26,5842.60,
485414,05031,146687.97,2098.81,
485415,05021,104903.26,920.20,
485415,05031,146687.97,2010.48,
485416,05031,146687.97,3714.86,
485422,05008,122706.79,7837.74,
485423,05001,137078.58,2633.02,
485424,05001,137078.58,11470.56,
485424,05008,122706.79,155.21,
485425,05001,137078.58,6211.91,
485426,05001,137078.58,6149.98,
485427,05001,137078.58,4680.94,
485428,05001,137078.58,7752.29,
485429,05001,137078.58,2104.87,
485429,05008,122706.79,2748.05,
485460,19032,233485.64,1375.02,
485461,19032,233485.64,7027.96,
485462,19032,233485.64,6019.85,
485480,28014,309605.82,19421.01,
485481,28014,309605.82,386.96,
485487,28014,309605.82,6442.81,
486421,05023,382509.61,4906.43,
486422,05023,382509.61,6373.74,
486423,05023,382509.61,803.61,
486460,05007,335859.90,2014.49,
486461,05007,335859.90,6282.86,
486479,05021,104903.26,4067.90,
486480,05021,104903.26,7891.34,
486481,05021,104903.26,2476.69,
486481,05031,146687.97,322.07,
486482,05021,104903.26,589.68,
486482,05031,146687.97,5817.55,
486490,05008,122706.79,2366.82,
486491,05008,122706.79,5730.30,
486492,05008,122706.79,606.22,
486495,05001,137078.58,1468.83,
486496,05001,137078.58,3005.25,
486496,05008,122706.79,3134.91,
486497,05008,122706.79,18808.04,
486498,05008,122706.79,8279.53,
486499,05008,122706.79,3346.18,
486530,19032,233485.64,233.83,
486531,19005,535711.54,2827.57,
486531,19032,233485.64,3536.90,
486532,19005,535711.54,1883.37,
486533,19005,535711.54,4160.04,
486548,28014,309605.82,180.73,
486549,28014,309605.82,19607.98,
486555,28014,309605.82,7189.36,
487487,05034,129311.82,4487.59,
487488,05034,129311.82,6062.44,
487489,05023,382509.61,1931.68,
487489,05034,129311.82,4023.21,
487527,05023,382509.61,1627.83,
487528,05007,335859.90,1332.63,
487528,05023,382509.61,5342.02,
487550,05031,146687.97,6081.07,
487565,05008,122706.79,12032.67,
487566,05008,122706.79,909.66,
487600,19005,535711.54,5826.87,
487601,19005,535711.54,8351.55,
487602,19005,535711.54,6206.09,
487617,28014,309605.82,19743.73,
487622,28014,309605.82,7747.32,
487623,28014,309605.82,1339.49,
488553,05034,129311.82,6675.73,
488554,05034,129311.82,6073.33,
488555,05034,129311.82,1823.27,
488594,05023,382509.61,1352.49,
488595,05023,382509.61,7176.66,
488617,05031,146687.97,2532.17,
488618,05031,146687.97,3996.56,
488633,05008,122706.79,12011.46,
488667,19005,535711.54,6223.25,
488668,19005,535711.54,7547.27,
488670,19005,535711.54,3669.57,
488671,19005,535711.54,7604.52,
488672,19005,535711.54,353.70,
488685,28014,309605.82,5257.87,
488686,28014,309605.82,20459.16,
488686,28027,553230.53,1450.94,
488688,28014,309605.82,2629.05,
488688,28027,553230.53,2631.68,
488689,28014,309605.82,6859.21,
488690,28014,309605.82,264.20,
489619,05034,129311.82,804.18,
489620,05034,129311.82,4866.24,
489621,05034,129311.82,6882.16,
489661,05023,382509.61,3244.24,
489662,05023,382509.61,2833.36,
489685,05031,146687.97,6990.23,
489700,05008,122706.79,5632.99,
489701,05008,122706.79,6403.99,
489731,19005,535711.54,634.99,
489732,19005,535711.54,9235.94,
489733,19005,535711.54,6000.58,
489734,19005,535711.54,6000.66,
489735,19005,535711.54,5486.04,
489740,19005,535711.54,7074.72,
489741,19005,535711.54,3095.92,
489754,28014,309605.82,6810.40,
489754,28027,553230.53,25151.07,
489755,28027,553230.53,6861.06,
489756,28027,553230.53,1597.83,
490689,05034,129311.82,7167.65,
490730,05023,382509.61,5804.26,
490731,05023,382509.61,484.00,
490753,05031,146687.97,6296.21,
490769,05008,122706.79,12471.56,
490797,19005,535711.54,3614.80,
490798,19005,535711.54,9810.09,
490799,19005,535711.54,5681.97,
490809,19005,535711.54,4953.84,
490810,19005,535711.54,4159.77,
490821,28027,553230.53,3710.76,
490822,28027,553230.53,9053.96,
490823,28027,553230.53,7841.13,
491757,05034,129311.82,6448.02,
491799,05023,382509.61,6147.34,
491820,05031,146687.97,5934.24,
491821,05031,146687.97,1754.21,
491837,05008,122706.79,7618.93,
491837,05026,307884.58,4943.14,
491865,19005,535711.54,7730.97,
491878,19005,535711.54,6426.33,
491879,19005,535711.54,6362.76,
491889,28027,553230.53,6212.37,
491891,28027,553230.53,17337.56,
492825,05034,129311.82,3029.04,
492867,05023,382509.61,6134.97,
492888,05031,146687.97,6305.51,
492904,05026,307884.58,1466.09,
492905,05026,307884.58,18889.26,
492906,05026,307884.58,6001.86,
492907,05026,307884.58,6003.44,
492908,05026,307884.58,6242.54,
492909,05026,307884.58,6574.80,
492910,05026,307884.58,6919.10,
492911,05026,307884.58,2003.07,
492932,19005,535711.54,3025.46,
492933,19005,535711.54,4839.46,
492946,19005,535711.54,6906.58,
492947,19005,535711.54,2205.91,
492948,19005,535711.54,6873.97,
492949,19005,535711.54,2905.72,
492957,28027,553230.53,10525.04,
492959,28027,553230.53,11742.87,
492960,28027,553230.53,8062.05,
493935,05023,382509.61,6132.57,
493956,05031,146687.97,1676.56,
493973,05026,307884.58,15339.60,
493974,05026,307884.58,4531.80,
493979,05026,307884.58,5451.61,
493980,05026,307884.58,6445.54,
494000,19005,535711.54,7938.68,
494013,19005,535711.54,5329.08,
494014,19005,535711.54,2268.74,
494017,19005,535711.54,3968.03,
494018,19005,535711.54,6873.97,
494019,19005,535711.54,1447.99,
494025,28027,553230.53,12415.55,
494028,28027,553230.53,20277.47,
495003,05023,382509.61,6102.62,
495036,05008,122706.79,1701.27,
495037,05008,122706.79,6077.83,
495038,05008,122706.79,4365.49,
495038,05026,307884.58,65.63,
495039,05026,307884.58,5650.40,
495040,05026,307884.58,6080.01,
495041,05026,307884.58,14853.06,
495048,05026,307884.58,788.87,
495049,05026,307884.58,6556.88,
495050,05026,307884.58,6221.40,
495051,05026,307884.58,6155.65,
495065,05015,195000.33,3288.74,
495066,05015,195000.33,6000.47,
495067,05015,195000.33,7020.88,
495067,19005,535711.54,166.62,
495068,19005,535711.54,689.92,
495081,19005,535711.54,6315.62,
495087,19005,535711.54,5229.20,
495088,19005,535711.54,6481.31,
495088,28027,553230.53,178.05,
495089,28027,553230.53,3824.35,
495093,28027,553230.53,15610.01,
495094,28027,553230.53,4968.87,
495095,28027,553230.53,9226.05,
495096,28027,553230.53,29928.84,
496071,05023,382509.61,1485.22,
496109,05026,307884.58,12032.69,
496119,05026,307884.58,126.78,
496120,05015,195000.33,2356.21,
496120,05026,307884.58,5135.87,
496121,05015,195000.33,2184.10,
496122,05015,195000.33,5136.45,
496123,05015,195000.33,2920.05,
496132,05015,195000.33,1025.84,
496133,05015,195000.33,7079.78,
496149,19005,535711.54,6223.59,
496150,19005,535711.54,63.33,
496157,28027,553230.53,2493.03,
496158,28027,553230.53,6318.37,
496159,28027,553230.53,6325.33,
496160,28027,553230.53,4001.08,
496161,28027,553230.53,12357.71,
496162,28027,553230.53,3224.23,
496163,28027,553230.53,19534.60,
497177,05026,307884.58,12033.44,
497189,05015,195000.33,10527.06,
497190,05015,195000.33,3344.39,
497198,05015,195000.33,2288.90,
497199,05015,195000.33,7381.69,
497200,05015,195000.33,6046.08,
497218,19005,535711.54,6285.72,
497228,28027,553230.53,2312.45,
497229,28027,553230.53,22663.52,
497230,28027,553230.53,13791.37,
497231,28027,553230.53,34325.71,
497232,28027,553230.53,5343.52,
498242,05026,307884.58,484.59,
498245,05026,307884.58,11741.99,
498246,05026,307884.58,466.45,
498257,05015,195000.33,1583.64,
498258,05015,195000.33,10051.38,
498264,05015,195000.33,1634.15,
498265,05015,195000.33,6371.76,
498265,05026,307884.58,459.83,
498266,05015,195000.33,6352.34,
498286,19005,535711.54,6288.74,
498297,28027,553230.53,12550.71,
498299,28027,553230.53,19450.12,
499310,05026,307884.58,10839.32,
499311,05026,307884.58,6026.16,
499312,05026,307884.58,6089.78,
499313,05026,307884.58,6126.03,
499314,05026,307884.58,13562.15,
499325,05015,195000.33,3077.75,
499326,05015,195000.33,2510.81,
499327,05015,195000.33,8067.79,
499328,05015,195000.33,189.31,
499332,05015,195000.33,7442.93,
499354,19005,535711.54,4564.45,
499355,19005,535711.54,3285.11,
499365,28027,553230.53,1492.82,
499366,28027,553230.53,12657.34,
499367,28027,553230.53,14450.23,
500372,05026,307884.58,1448.41,
500373,05026,307884.58,6132.36,
500374,05026,307884.58,6066.61,
500375,05026,307884.58,6090.89,
500376,05026,307884.58,3854.17,
500377,05026,307884.58,6342.16,
500378,05026,307884.58,613.35,
500382,05026,307884.58,12475.53,
500396,05015,195000.33,7887.66,
500397,05015,195000.33,1072.36,
500399,05015,195000.33,7121.15,
500400,05015,195000.33,1755.80,
500423,19005,535711.54,5791.34,
500424,19005,535711.54,2041.67,
500433,28027,553230.53,604.43,
500434,28027,553230.53,30166.11,
500435,28027,553230.53,12551.73,
501444,05026,307884.58,6355.06,
501448,05026,307884.58,2989.95,
501450,05026,307884.58,12009.37,
501465,05015,195000.33,5038.78,
501466,05015,195000.33,8023.73,
501467,05015,195000.33,1023.57,
501492,19005,535711.54,7285.46,
501493,19005,535711.54,552.32,
501500,28027,553230.53,9013.21,
501501,28027,553230.53,13562.49,
501502,28027,553230.53,2063.80,
501503,28027,553230.53,11290.25,
501504,28027,553230.53,29864.17,
502512,05020,586292.98,3393.81,
502512,05026,307884.58,2961.40,
502515,05020,586292.98,148.83,
502515,05028,404926.16,2204.36,
502516,05026,307884.58,4309.23,
502516,05028,404926.16,6066.38,
502517,05026,307884.58,2575.05,
502517,05028,404926.16,3434.65,
502518,05026,307884.58,11352.19,
502518,05028,404926.16,3902.71,
502533,05015,195000.33,4107.21,
502534,05015,195000.33,3317.88,
502561,19005,535711.54,8117.30,
502566,28027,553230.53,3267.99,
502567,28027,553230.53,14160.27,
502568,28027,553230.53,5154.08,
503581,05020,586292.98,5303.59,
503582,05020,586292.98,10452.47,
503583,05020,586292.98,7539.04,
503586,05028,404926.16,12384.27,
503600,05015,195000.33,4204.35,
503601,05015,195000.33,5500.32,
503629,19005,535711.54,272.85,
503630,19005,535711.54,7576.35,
503631,19005,535711.54,1978.32,
503633,28027,553230.53,2460.73,
503634,28027,553230.53,13821.47,
504650,05020,586292.98,8808.51,
504650,05028,404926.16,5971.85,
504654,05028,404926.16,12392.93,
504665,05015,195000.33,2062.03,
504666,05015,195000.33,6231.02,
504667,05015,195000.33,6051.99,
504668,05015,195000.33,4070.55,
504699,19005,535711.54,5581.39,
504700,19005,535711.54,13220.60,
504701,19005,535711.54,18081.81,
504701,28027,553230.53,3350.14,
505718,05020,586292.98,3914.00,
505718,05028,404926.16,11502.43,
505722,05028,404926.16,1386.93,
